site_numeric,site,slope_grades,upstream_area_grades,order_grades,distance_snapped_m
1426,Borges2015_877,4.92E-05,134777344,5,36.27021268
1427,Borges2015_897,4.92E-05,134777344,5,6.206316364
1428,Borges2015_922,4.92E-05,134777344,5,18.83793975
1429,Borges2015_878,4.92E-05,134777344,5,3.130508205
1430,Borges2015_920,4.92E-05,134777344,5,1.040924634
1431,Borges2015_900,4.92E-05,134777344,5,20.06863385
1432,Borges2015_924,4.92E-05,134777344,5,26.74034307
1433,Borges2015_896,4.92E-05,134777344,5,3.667216851
1434,Borges2015_923,4.92E-05,134777344,5,36.88582971
1435,Borges2015_876,4.92E-05,134777344,5,8.299867287
1436,Borges2015_899,4.92E-05,134777344,5,28.25420374
1437,Borges2015_944,4.92E-05,134777344,5,24.06923736
1438,Borges2015_902,4.92E-05,134777344,5,33.14839507
1439,Borges2015_901,4.92E-05,134777344,5,19.6118533
1440,Borges2015_875,4.92E-05,134777344,5,23.76563094
1441,Borges2015_925,4.92E-05,134777344,5,16.28930883
1442,Borges2015_926,4.92E-05,134777344,5,9.486576343
1443,Borges2015_874,4.92E-05,134777344,5,21.18135327
1444,Tano,4.92E-05,134777344,5,14.32773032
1445,Borges2015_903,0,651768000,5,49.24323437
1446,Borges2015_927,0,651768000,5,49.8866048
1447,Borges2015_860,0,651768000,5,47.49650009
1448,Como,0,651768000,5,54.56822664
1449,Borges2015_861,0,651768000,5,53.02470076
1450,Borges2015_929,0,651768000,5,30.08395135
1451,Borges2015_928,0,651768000,5,85.95848655
1452,Borges2015_862,0,651768000,5,1.039615398
1453,Borges2015_863,0,651768000,5,68.71692964
1454,Borges2015_930,0,651768000,5,54.95171201
1455,Borges2015_885,0,648976256,5,143.5345388
1456,Borges2015_909,0.002962071,328618.3,1,21.1781878
1457,Borges2015_932,0,648976256,5,47.33195273
1458,Borges2015_933,0,648976256,5,23.86855046
1459,Borges2015_864,0,651768000,5,25.82364267
1460,Borges2015_883,0,651768000,5,10.2684597
1461,Borges2015_884,0,650648576,5,41.83937167
1462,Borges2015_865,0,650648576,5,28.23948095
1463,Borges2015_931,0,651768000,5,34.41734349
1465,Borges2015_866,8.19E-05,648631552,5,11.70049782
1466,Borges2015_934,8.19E-05,648631552,5,8.960827071
1467,Borges2015_886,8.19E-05,648631552,5,15.99109956
1468,Borges2015_910,8.19E-05,648631552,5,22.29910896
1470,Borges2015_867,7.91E-05,76432472,4,32.83593553
1471,Borges2015_868,7.91E-05,76432472,4,19.14461754
1472,Borges2015_936,7.91E-05,76432472,4,2.284426101
1473,Borges2015_887,7.91E-05,76432472,4,14.97556414
1474,Borges2015_888,7.91E-05,76432472,4,66.41935121
1475,Borges2015_937,7.91E-05,76432472,4,16.62639196
1476,Bia,7.91E-05,76432472,4,13.51294272
1477,Borges2015_869,7.91E-05,76432472,4,2.276760785
1478,Borges2015_889,7.91E-05,76432472,4,18.95603579
1479,Borges2015_890,7.91E-05,76432472,4,1.563712477
1480,Borges2015_870,7.91E-05,76432472,4,7.730796048
1481,Borges2015_938,7.91E-05,76432472,4,19.88239272
1482,Borges2015_871,7.91E-05,76432472,4,21.44837113
1483,Borges2015_891,7.91E-05,76432472,4,61.47511555
1484,Borges2015_872,7.91E-05,76432472,4,27.26241759
1485,Borges2015_940,7.91E-05,76432472,4,56.21931107
1486,Borges2015_939,7.91E-05,76432472,4,52.44547757
1487,Borges2015_892,7.91E-05,76432472,4,36.61675307
1488,Borges2015_915,7.91E-05,76432472,4,42.09776074
1489,Borges2015_893,7.91E-05,76432472,4,17.01973703
1490,Borges2015_916,7.91E-05,76432472,4,36.11860268
1491,Borges2015_942,7.91E-05,76432472,4,2.960161017
1492,Borges2015_918,7.91E-05,76432472,4,5.949159671
1493,Borges2015_894,7.91E-05,76432472,4,26.26338624
1494,Borges2015_941,7.91E-05,76432472,4,30.76271351
1495,Borges2015_917,7.91E-05,76432472,4,48.38552603
1574,Borges2015_1001,1.82E-04,5211853312,7,43.38381889
44,Toboao,0.003232358,620145.4,1,37.29567142
45,Turcato,0.003232358,620145.4,1,233.2067854
46,Donato,0.003232358,620145.4,1,2235.018846
47,Low urban (14),0,260914.7,1,6503.674542
48,High urban (6),0,269650.5,1,5135.764568
49,Medium urban (2),0,284521.1,1,2771.799275
51,Bico - R2P6,1.73E-04,329886.5,1,17026.67266
52,Bico - R2P5,1.73E-04,329886.5,1,16980.98342
53,Bico - R2P4,1.73E-04,329886.5,1,16845.34404
54,Bico - R2P3,1.73E-04,329886.5,1,16822.57848
55,Bico - R2P2,1.73E-04,329886.5,1,16763.82252
56,Abrao- R1P5,1.73E-04,329886.5,1,16592.28988
57,Abrao- R1P4,1.73E-04,329886.5,1,16616.37929
58,Abrao- R1P3,1.73E-04,329886.5,1,16616.40307
59,Bico - R2P1,1.73E-04,329886.5,1,16730.89508
60,Abrao- R1P2,1.73E-04,329886.5,1,16573.29194
61,Abrao- R1P1,1.73E-04,329886.5,1,16575.97443
62,Bairro da Ponte,0.00105566,14966709,3,31.05507303
63,Morungaba,0.002808167,16899414,3,29.61720475
64,Desembargador Furtado,0.003803317,17141964,4,35.14806106
65,Paulinia,0.001331564,22003890,3,14.86039192
66,Artemis,2.55E-04,85151664,5,17.15303928
67,Coopersucar,0,67493632,4,12.50262215
68,Usina Ester,0.001122344,26346198,4,23.88635032
69,FOR3,0.007917292,1692484.8,2,769.4131383
70,SUG3,0.007391103,503157.2,1,692.6499808
71,FOR2,0.013121041,752107.9,1,859.2219118
72,FOR1,0.006705884,865684.6,1,3952.033245
73,SUG1,0.007955125,424823,1,3585.116225
74,SUG2,0.007955125,424823,1,2929.521011
75,Miranda River,3.09E-04,467002368,6,75.22922405
77,Taquari River,0.002227059,155220736,5,15.99507012
83,Paraguay River,0,1967718912,8,41.8963116
155,So Marcos River (Batalha Res. preflood),6.40E-04,51744464,4,35.72232903
169,Achumani-Achumani,0.044685761,1400146.8,2,27.80478837
171,Zongo-Zongo,0.084315043,456082.2,1,728.1492797
196,Yara-Yara Caranavi,0.070946284,254627.8,1,2.781123817
216,Alto Beni-Sapecho,0.001779886,252095024,6,29.5090211
219,Guapor-Vila Bela,1.11E-04,190885200,5,10.52521552
225,Cacao agroforestry system,0.001985688,34325328,4,1067.03769
228,Beni-Rurrenabaque,3.29E-04,591141504,6,7.070888246
232,Tropical preserved forest,0.005852301,588630.4,1,2957.24922
233,Lago Langui-Layo-Langui,0.001065394,4257897,2,19.18054279
242,Vilcanota-Tinta,0.001306003,13480232,3,24.8616108
243,Novo-Novo,8.11E-04,9033056,3,53.59602229
246,Salcca-Salcca,0.001306003,13480232,3,37.22247639
258,Apurimac-Cunyac,0.004194334,209535824,5,86.55751118
259,Urubamba-Pachar,0.001887193,74468696,4,31.79508419
269,Trincheira,0.001130873,838380.8,1,86.57961045
271,Urubamba-Quillabamba,0.005831706,102017440,4,25.0964272
272,Pimenta Bueno-PB-1,0.005614591,2095028.9,1,5.198331338
273,LaTorre,0.001255891,10729881,4,502.30987
274,Tambopata,0,109939624,5,76.36099291
275,MainTrail,4.36E-04,120884744,5,466.577254
276,New Colpita,4.36E-04,120884744,5,315.3996252
277,Comemorao-COM-1,0.001799412,1897332.5,2,157.6403211
278,Urubamba-Sahuayaoti,0.003692155,108750064,4,82.52794231
281,Yanatili-Quellouno,0.005664748,24910082,4,4.768030542
296,Pimenta Bueno,0.001376472,81555688,4,8.107822635
301,Pimenta Bueno-PB-2,0,83626904,4,14.54651226
302,Comemorao,0,51794488,4,2.517036717
303,Comemorao-COM-2,0,51794488,4,58.6571193
304,Bamburro,6.69E-04,7087307,3,49.12916055
305,Riozinho,0,9505658,3,6.40540672
306,Ji-Paran-JIP-1,3.19E-05,153186928,5,15.71677954
307,Rolim de Moura-ROLIM,0.00113282,23372372,4,32.84271158
308,Piarara,0.002130182,1121804.5,1,0.09633467
309,Ji-Paran,3.19E-05,153186928,5,14.76824966
311,Muqui,5.01E-04,13509981,3,24.88742026
313,Esmeril,0.001612184,576765.7,1,14.37748838
314,Beni-Riberalta Arriba,1.95E-04,1002726336,6,196.2738075
315,Acre-Brasileia,2.48E-04,59314116,4,71.08250064
316,Mandi,6.26E-04,3590030,2,2.315610427
317,Ji-Paran-JIP-2,2.19E-04,243471184,5,909.6206176
318,Urup-URUPA,3.54E-04,35640116,3,4.429026928
319,Urup,3.54E-04,35640116,3,26.24998554
320,Riachuelo,5.35E-04,7766312.5,3,25.45576191
321,Mamor-Guayaramerin,1.80E-04,5164725760,8,18.01062361
322,Tambo-Mouth,5.72E-04,1114153472,7,4.643963305
323,Boa Vista-NS2,0.001929892,360389.5,1,1966.308041
325,Boa Vista-NS1,0.001929892,360389.5,1,2313.276995
326,Urubamba-Mouth,2.61E-04,499264128,5,754.7073359
327,Miolo,0.001949086,1148840.8,1,65.13444992
329,Boa Vista,0.002230531,738837.8,1,1.500906166
330,Rio Branco,8.01E-04,9763717,4,37.34936909
331,"Juruena2, Brazil",8.30E-04,1971981.8,2,3534.14123
332,Juruena - UW,8.30E-04,1971981.8,2,3582.165689
337,Jar-JARU,0.001031463,61547756,4,68.03063672
338,Ji-Paran-JIP-3,0.001430593,334441600,5,19.19486451
339,Purus -  Catuaba,0.001369372,809783,1,523.4342143
340,Javas (JV),0,353820128,6,0.090890568
341,Araguaia (AR),0,1912530560,7,154.503501
342,aff,0.001268137,572625.5,1,1970.553056
343,afp,0.001268137,572625.5,1,951.1118441
344,Madeira-Madeira at Abun,3.37E-05,7804297728,8,78.07998272
345,Teles Pires (TP),0,662318912,6,64.9944915
346,Cristalinoa (CR),1.31E-04,28338982,3,0.10044167
347,Machadinho-MAC,5.20E-04,27868908,4,21.93357878
348,Madeira -  Upstream of Porto Velho,1.31E-04,8122054656,8,201.1819081
349,Madeira River - 1,3.23E-04,8144471552,8,18.5732672
350,Purus -  Iaco,2.52E-04,223460080,5,8.390889002
351,Madeira River - 2,1.96E-04,8262516224,8,25.53656663
352,Ji-Paran-JIP-4,0.001087087,511839136,5,5.944321543
353,Madeira River - 3,1.37E-04,8268329984,8,2.877173416
354,Madeira River (Site 1 A),1.10E-04,8268698112,8,45.29954402
355,Madeira River - 4,3.69E-05,8272658432,8,45.79870579
356,Madeira River (Santo Antonio Res. preflood),3.69E-05,8272658432,8,3.655879453
357,Ucayali-Ucayali at Pachitea,3.17E-04,1797447040,7,325.7193078
358,Candeias-Candeias,1.48E-05,106634184,5,11.71551638
359,Madeira River (Site 2 A),7.69E-05,8274353664,8,57.61633564
360,Purus -  Acre,0.001299673,302031584,5,26.45590166
361,Pachitea-Mouth,1.54E-04,243122176,6,46.79774385
362,Purus-Boca do Acre,4.52E-04,728894,1,336.9196189
363,Purus -  Upper Purus,0,885166976,6,77.66461861
364,Madeira River - 5,0,8278607360,8,139.1956046
366,Madeira River (Site 3 A),1.47E-04,8530790400,8,4.940495233
367,Madeira River - 6,5.80E-05,8533303296,8,9.820499109
368,Jurua -  Tarauaca,0.001170372,75319576,3,351.5797212
369,Ji-Paran-JIP-5,0,541511552,5,69.92987605
370,Jurua -  Envira,2.30E-04,144141920,4,125.0726856
371,cu1,0.002061218,704940.1,1,213.4336968
372,cu2,0.002061218,704940.1,1,1140.398136
373,Jurua -  Moa,0,58451416,4,27.37550083
374,Juru-Cruzeiro do Sul,6.73E-05,319963008,5,28.21078854
375,Jurua -  Upper Jurua,0,470542144,5,123.5836978
376,White River,2.09E-04,9252154368,8,193.7929762
379,Xingu -  Rio Curua (before mouthbay),4.12E-05,313099360,5,8.316726989
380,Tucuru - U13,0,5898419200,8,1283.436956
381,Tucuru - U12,0,6267774976,8,192.0110009
382,Maran-Maran,0,3076504576,6,86.13148445
383,Ucayali-Ucayali,0,2976182272,7,1505.733104
420,Amazon River - Itapeua,6.84E-05,302106752,5,43.61405128
422,Amazon-Itapeua,2.29E-05,15052866560,8,33.26328931
425,Solimes river mainstem 4  (Solimoes/Madeira basin),2.98E-05,15054375936,8,382.0500402
433,Purus -  Lower Purus-center,0,3186649344,7,55.43682331
434,Madeira,0,11818530816,8,21.87302034
435,R. Purus,0,3186649344,7,46.58864722
436,R. Madeira,0,11818530816,8,61.0089339
438,Purus  (Solimoes/Madeira basin),0,3189932544,7,130.9056529
441,Tocantins - D1,0.010635747,6427807232,8,85.36446623
442,"Belo Monte hydropower complex, Xingu river upstream (P1-P3)",1.77E-04,1201247104,6,1.445377483
444,Tocantins - D2,0.010635747,6427807232,8,430.1871901
445,Solimes river mainstem 5  (Solimoes/Madeira basin),0,15320762368,8,216.5854295
447,Purus-Mouth,0,3193526784,7,432.9816439
448,Tocantins - D3,1.49E-04,6429415936,8,42.13470821
452,Solimoes,4.10E-05,18548582400,8,118.0690874
453,Tapajos,1.40E-05,3994892288,7,791.9362648
454,Tapajos -  Tapajos mainstem,0.002097502,1327351.2,1,828.169424
458,Madeira  (Solimoes/Madeira basin),2.55E-05,11825784832,8,184.9148837
459,Amazon River - Jutica,0,14620244992,8,104.1905836
460,Tocantins - D4,0,6436879360,8,2.283012987
462,Tocantins - D5,0.001842724,1298469,2,56.39512324
463,Solimoes,2.74E-05,18563801088,8,129.6207909
464,Madeira 6,2.55E-05,11825784832,8,44.31757844
465,GEX54,1.94E-04,3781932288,7,449.9285625
466,GEX18,1.94E-04,3781932288,7,335.0049102
468,Solimes river mainstem 3  (Solimoes/Madeira basin),0,14596379648,8,585.1169037
469,Tocantins - D6,0,6438455296,8,30.90080457
470,Madeira-Mouth,2.55E-05,11825784832,8,129.4355315
471,Madeira,2.55E-05,11825784832,8,468.654126
472,GEX21,2.54E-04,3804298240,7,706.1304638
473,GEX9,2.54E-04,3804298240,7,733.1255442
474,GEX63,2.54E-04,3804298240,7,797.9243374
478,Madeira -  Mouth of Madeira-center,2.55E-05,11825784832,8,304.109645
479,Amazon River basin,2.55E-05,11825784832,8,427.8955943
480,Amazon River basin,2.55E-05,11825784832,8,32.84680497
482,GEX55,1.73E-04,3787048960,7,28.9092481
483,GEX19,1.73E-04,3787048960,7,112.1010163
490,Napo-Napo,3.59E-04,860828352,6,172.0055265
493,Amazon River basin,0,18680272896,8,583.3677478
494,Manacapuru,0,18678736896,8,271.8091143
495,Amazon River basin,0,18680272896,8,115.2363677
496,Amazon River basin,0,18680272896,8,42.66067813
497,Amazon River - Manacapuru,0,18565865472,8,231.5319377
498,Amazon-Manacapuru,8.89E-04,1059725.1,1,261.8067596
499,Solimes river mainstem 6  (Solimoes/Madeira basin),6.13E-04,450549.1,1,261.8574067
500,Solimes 4,0,18703024128,8,1086.133571
502,Amazon River basin,2.59E-05,24784545792,8,411.9374265
505,Amazon River basin,0,18684508160,8,461.1423792
507,Amazon River - Marchanteria,0,18681950208,8,345.1865633
508,Amazon-Vargem Grande,2.62E-04,8590291968,7,102.5437473
509,Amazon -  Solimoes-Marchanteria,0,18703024128,8,2018.191781
512,Solimes (SO),0,18703024128,8,608.4984344
516,Amazon River basin,2.59E-05,24784545792,8,446.7506538
517,Amazonas  (Solimoes/Madeira basin),2.59E-05,24784545792,8,854.2650347
519,XA-39,6.22E-05,3796790528,7,425.7304464
520,GEX66,6.22E-05,3796790528,7,399.1548229
522,XA-82,6.22E-05,3796790528,7,129.7290904
523,GEX13,6.22E-05,3796790528,7,109.6027729
524,"Belo Monte hydropower complex, Xingu Reservoir (P4-P15), river channel",6.22E-05,3796790528,7,56.67391305
525,GEX3,6.22E-05,3796790528,7,56.22913264
526,GEX20,0,2576854.2,2,407.790995
527,GEX4,6.22E-05,3796790528,7,619.725896
528,GEX2,0,2576854.2,2,387.6646885
529,GEX14,6.22E-05,3796790528,7,719.590428
530,Amazon River basin,1.66E-05,37026267136,9,72.00803889
531,Amazon River basin,1.66E-05,37026267136,9,103.113428
532,Amazonas 7,7.45E-05,37022593024,9,892.7021705
533,IG7-S1,0.003001198,443019.3,1,1660.496711
536,Amazon River basin,1.66E-05,37026267136,9,492.5588342
541,Amazon River basin,1.66E-05,37026267136,9,90.84477834
542,Amazon River basin,1.66E-05,37026267136,9,1545.985417
543,Amazon,1.66E-05,37026267136,9,73.52265532
544,Amazon,1.66E-05,37026267136,9,814.3064362
545,Amazon River basin,0,24750829568,8,587.1131393
547,Negro,7.90E-05,6029768192,7,0.594681269
548,R. Ica,0,1037499200,5,5.487283252
552,Black River,0,6028709888,7,82.98070469
554,Negro 3,7.76E-04,537631.9,1,233.3213028
555,Amazon River basin,0,24749404160,8,858.5884032
556,IGP-S1,0.001920764,503779.7,1,45.13985801
557,Amazon River basin,0,24749404160,8,522.5515819
558,GEX70,1.83E-04,4088064768,7,945.3266071
559,GEX10,1.83E-04,4088064768,7,835.3734939
560,"Belo Monte hydropower complex, Xingu river downstream (P19, P20)",1.83E-04,4088064768,7,835.0399086
562,Xingu River (Belo Monte Res. preflood),4.09E-04,4088462848,7,72.39089109
563,Amazon River - Vargem Grande,0,9632060416,7,13.4304104
564,Preto 5,0,21666334,3,115.3281852
565,Negro -  Mainstem site upstream of Manaus-center,0,6010929664,7,1279.028636
566,IGP-S3,0.001920764,503779.7,1,28.1797822
568,Amazon River basin,0,6009860096,7,706.7470804
569,Amazon River basin,0,6009860096,7,660.697017
570,Amazon River basin,0,6009860096,7,387.2944081
571,Amazon River basin,0,6009860096,7,109.3066515
572,Negro4,0,6009860096,7,6.262125593
573,IG7-S7,0.001069981,1311553.9,2,20.93688603
575,Negro-Mouth,4.30E-05,6008946176,7,55.56237088
576,Negro 2,4.30E-05,6008946176,7,276.5773956
577,Negro river mainstem 4 (Negro basin),0,6009860096,7,1111.986203
579,Tocantins - D7,1.34E-04,6448168960,8,278.9081157
581,Negro,0,5941149184,7,342.8446547
586,Tup (Negro basin),6.16E-04,220478.4,1,433.2417943
590,Xingu,0,4091097600,7,111.3131141
593,Negro 1,9.82E-05,3325042.8,2,1995.567653
597,Tarqui TA24,0.003179493,2638689.8,2,14.53277898
598,Tarqui TA08,0.027016054,500077.9,1,29.09861204
600,Tarqui TA05,0.003179493,2638689.8,2,48.12268117
601,Tarqui TA04,0.014558632,971439.1,2,42.66914019
602,Tarqui TA03,0.014558632,971439.1,2,26.8690794
603,IG54-S4,8.96E-04,2034395,2,325.2906887
606,Yanuncay YA12,0.021546904,3504049.5,2,36.43271163
607,Barro Branco-Reserva Ducke 1,0.002149719,368694.9,1,3429.220572
608,Yanuncay YA15,0.021546904,3504049.5,2,36.17108182
609,Tarqui TA22,0.008133716,4061395,3,12.23137191
610,Tarqui TA23,0.008133716,4061395,3,2.907558335
611,Tarqui TA02,0.008133716,4061395,3,12.82677874
612,Tarqui TA01,0.011788223,7648013.5,3,211.9772121
613,Yanuncay YA16,0.021546904,3504049.5,2,36.93414875
615,Yanuncay YA17,0.011788223,7648013.5,3,25.11779954
616,XA-80,0,4094775296,7,541.1921004
617,Vitoria,0,4094775296,7,542.9570343
618,Xingu 12,0,4094775296,7,542.9570343
619,"Belo Monte hydropower complex, Xingu river further downstream (P21)",4.88E-04,5407863.5,3,438.3607943
620,GEX11,4.88E-04,5407863.5,3,438.1067952
621,GEX42,4.88E-04,5407863.5,3,378.0791245
622,GEX69,4.88E-04,5407863.5,3,77.77398805
623,Tomebamba TO19,0.01829286,2805048.2,2,27.21322252
624,Yanuncay YA36,0.021546904,3504049.5,2,20.45251297
625,Yanuncay YA34,0.021546904,3504049.5,2,7.644641755
626,Tomebamba TO43,0.01829286,2805048.2,2,45.3350698
627,Tomebamba  TO15,0.010962655,10844060,3,120.0383416
628,Yanuncay YA30,0.021546904,3504049.5,2,20.79115194
630,Tomebamba TO16,0.010962655,10844060,3,34.86216919
631,Tomebamba TO12,0.01829286,2805048.2,2,37.03032121
632,Tomebamba TO13,0.010962655,10844060,3,18.51177608
633,Tomebamba TO35,0.01829286,2805048.2,2,69.82511001
635,Tomebamba TO34,0.01829286,2805048.2,2,203.5217405
636,Machangara MC13,0.025971239,2749165.8,2,38.48015266
637,Tomebamba TO32,0.01829286,2805048.2,2,220.8318325
638,Tomebamba TO31,0.01829286,2805048.2,2,3.708872483
639,Tomebamba TO18,0.029419417,2022710.1,2,7.31112935
640,Cuenca CU4,0.009729756,13761843,3,83.63798761
641,Machangara MC12,0.025971239,2749165.8,2,216.0429751
642,Machangara MC11,0.025971239,2749165.8,2,37.02130798
643,Cuenca CU3,0.009729756,13761843,3,34.25955208
644,Cuenca CU1,0.008076944,14424475,3,7.622359548
645,Machangara MC10,0.025971239,2749165.8,2,51.69405395
648,Cuenca CU2,0.008076944,14424475,3,17.83076434
649,Juta  (Solimoes/Madeira basin),0,663211904,6,65.43275709
651,Cuieiras (Negro basin),0,28785782,4,91.68810521
652,Cuieiras,0,28785782,4,33.91702885
653,Negro -  Mouth of Cuieiras,0,28785782,4,103.3398437
654,Machangara MC07,0.025971239,2749165.8,2,8.36930683
655,Tapajs 10,0.002378038,552193.8,1,1235.52832
656,Tapajs 9,0.002378038,552193.8,1,1417.061573
657,Urubu,1.50E-05,109828128,4,19.67992856
658,Cueiras-Cueiras,3.17E-04,1118987.4,2,182.8428818
662,R. Jutai,0,663211904,6,24.72375041
664,Negro -  Cuieiras Tucuma,4.85E-04,1211291.6,2,168.2879947
667,Amazon River - Xibeco,0,9698664448,7,67.92264123
668,Juru-Mouth,1.00E-04,1515119872,6,33.61008257
669,Negro -  Cuieiras,0,24933138,4,56.08224766
670,Juru  (Solimoes/Madeira basin),1.00E-04,1515119872,6,88.90663385
671,Solimes river mainstem 1 (Solimoes/Madeira basin),0,9695823872,7,68.58040909
672,Amazon River basin,0,37163499520,9,490.0399455
674,Tapajos,0,4036609792,7,731.4184798
675,Tocantins - D8,1.58E-05,6462722048,8,87.90527814
676,R. Jurua,1.00E-04,1515119872,6,40.61800601
677,R. Negro,0,5917133824,7,147.9667151
678,Asu-Reserva ZF2 1,0.003265866,321387.2,1,2957.833135
679,Amazon River - Tupe,0,10440096768,7,187.0647371
680,Cabea Branca-Reser. Campinas 1,0.001611257,814261.8,1,508.1434994
684,Amazon River basin,0,4039144448,7,363.3772545
685,Amazon River basin,0,37751697408,9,160.8284781
686,Amazon River basin,0,37751697408,9,941.4994588
687,Amazon River basin,0,4039144448,7,937.373371
688,Apua (Negro basin),0,24974958,3,55.49254964
689,Amazon River basin,0,37747200000,9,24.50052822
691,Apuau,0,24974958,3,132.6919292
692,Solimes river mainstem 2  (Solimoes/Madeira basin),0,10438975488,7,207.1734832
693,Amazon River basin,2.03E-05,1680349.8,2,941.1148591
695,Alter do Cho (Tapajs),0,4042216192,7,1013.718245
696,Amazon River basin,0,4042216192,7,2839.941369
698,Amazon River basin,7.37E-05,455955.1,1,1564.897237
700,Clear River,0,4174910720,7,3426.798204
701,Amazon -  Amazon-near Santarem,0,44056526848,9,229.878347
703,Amazon River basin,0,37741678592,9,98.56848854
704,Amazon River basin,0,4174910720,7,2065.150861
706,Amazon River basin,1.09E-04,38240632832,9,567.5031305
707,Amazon River - Paura,0,37744513024,9,200.7160776
711,R. Japura,5.87E-05,1468491.5,1,94.8141296
712,Tocantins - D9,0,324871.8,1,2208.464388
713,Amazon River basin,0,39877476352,9,1630.170665
714,Amazon River basin,3.73E-06,30636206,4,1266.642975
715,Amazon River basin,3.67E-06,44353372160,9,740.4809325
716,Xingu 13,0,4132617728,7,833.9137346
717,CP1-S2,6.82E-04,1874814.1,2,1815.874139
719,Amazon River basin,0,39874961408,9,255.3453157
721,Amazon River basin,0,2322250.8,2,1787.873459
722,Amazonas 8,9.44E-06,39614906368,9,740.6629718
723,Puduari (Negro basin),2.36E-04,31847938,4,44.3364523
724,Puduari,2.36E-04,31847938,4,65.55830478
735,Negro (NG),0,5855105024,7,30.84208637
736,Japur  (Solimoes/Madeira basin),3.17E-04,2169040128,7,393.0040335
738,Miratucu-Miratucu 3ag,0.001956679,3413229.5,2,61.93347108
740,Miratucu-Miratucu 4,7.94E-04,4246711.5,2,20.08943225
741,Amazon River basin,2.61E-05,39601344512,9,161.4241663
742,Amazon River basin,2.61E-05,39601344512,9,393.5686114
743,Amazon River basin,1.51E-05,44507312128,9,445.1566962
744,Amazon River - Obidos,2.61E-05,39601344512,9,80.78169169
745,Amazon River basin,2.61E-05,39601344512,9,1806.936529
746,Amazon River basin,2.61E-05,39601344512,9,1047.576564
747,bidos (Amazon),2.61E-05,39601344512,9,102.4768999
749,Negro -  Mainstem transect station 2-center,0,5750082048,7,311.7331911
750,Amazon River basin,2.61E-05,39601344512,9,264.3798618
751,Ja (Negro basin),0,91537248,4,41.40423908
752,Jau,0,91537248,4,69.93801045
757,Amazon River basin,2.14E-05,44509941760,9,979.0340446
760,Para,5.86E-05,2005177.2,2,209.3091301
762,Japur-Mouth,7.72E-04,594161.6,1,393.0400717
763,Amazon River basin,0,4308400128,7,101.5820354
764,Caxiuan (CX),0,8803842,3,95.08362008
767,Xingu -  Caixiuana,0,7918357.5,3,26.05133292
768,Amazon River basin,1.61E-05,263919.4,1,701.7531352
769,Porto de Moz (Xingu,0,4309380096,7,392.8519219
777,Negro -  Unini,0,231587232,5,30.06538093
780,Unini (Negro basin),0,237229536,5,92.63121866
781,Unini,6.51E-04,1099350.2,1,57.93330177
782,Amazon River basin,0,44663885824,9,1417.546305
786,Amazon River basin,1.12E-04,10161852,4,691.4957285
791,Almeirim (Amazon),0,44667764736,9,227.7216704
799,Amazonas 14,2.57E-04,365715,1,2050.359965
801,Amazon River basin,0,49870184448,9,82.73072863
809,Jauaperi,0,330688640,6,63.2983975
810,Negro river mainstem 3 (Negro basin),0,3399942656,7,185.3558679
811,Negro3,0,3399942656,7,580.1533437
814,Jauaperi (Negro basin),0,328676896,6,68.40873168
816,Amazon River basin,4.37E-04,287507.8,1,150.3870034
817,Caurs (Negro basin),5.24E-05,50882072,4,154.493616
819,Negro -  Rio Branco,8.57E-05,1605776384,6,64.61265922
820,Caures,6.45E-05,52374316,4,727.9480338
821,Branco (Negro basin),8.57E-05,1605776384,6,78.8589218
822,Branco,8.57E-05,1605776384,6,23.94825042
833,Amazon River basin,0,490565472,5,44.81872974
836,Jufari,0,91809888,5,2.135919199
837,Jufari (Negro basin),0,91809888,5,196.4936635
842,B4,0.002144439,49992028,5,641.8260528
843,B6,0.001166335,59800192,5,119.7390726
844,B1,0.002038732,35371096,4,95.96869816
845,B3,0.002144439,49992028,5,48.46599413
847,B5,0.02493352,1372767.2,2,60.78338024
848,B2,0.002786889,14203281,4,63.14185613
851,B7,0.001279666,61286948,5,239.7636161
855,C12,1.11E-04,30107360,3,100.9272835
859,C11,2.09E-04,227177312,5,1.560407286
870,B8,0.001092972,64260592,5,39.63037539
875,C10,3.98E-04,37584236,3,3.482733371
890,Cuiuni (Negro basin),0,96656776,5,7.431428306
892,Cuiuni,0,96656776,5,10.86464701
916,C9,1.68E-04,187458880,5,955.5141263
922,B9,8.90E-04,65623912,5,180.5985935
925,C8,4.49E-04,185815216,5,84.63984745
926,C7,4.46E-04,846044.8,1,563.4286963
928,B10,0.002741338,606288.5,1,54.6793666
930,Uneiuxi (Negro basin),0,108637552,4,131.089459
932,Uneiuxi,0,108637552,4,9.150577112
935,Amazon River basin,0,61243288,4,1305.619697
937,Aiuana,7.07E-05,33599616,4,33.29299228
939,Aiuana (Negro basin),7.07E-05,33599616,4,41.28652701
942,C6,2.91E-04,184756304,5,129.0497599
947,Tea,8.53E-05,54172036,4,26.24272872
948,Tea (Negro basin),8.53E-05,54172036,4,10.29538387
949,Urubaxi,1.59E-04,55642568,4,6.19339745
951,Urubaxi (Negro basin),0,56062588,4,39.88567992
953,C4,0.001210364,681364.5,1,5.817572687
955,C5,4.58E-04,171152816,5,420.9201364
959,Arirarra,1.13E-05,28993538,4,101.8635137
960,Arirarr (Negro basin),1.13E-05,28993538,4,47.39612759
