Ref,Site,day,month,year,time,measurement_frequency,reported_frequency,Latitude,Longitude,CatchmentArea_km2,StreamOrder,Slope,Climate,Temp_C,DO_mgL,pH,Cond_uScm,humanFootprint_BasAt,soilOrganicCarbon_BasAt,airTemperature_BasAt,rainfall_BasAt,runoff_BasAt,groundwaterDepth_BasAt,NPP_Modis,peatlandCover_Modis,seasonality_FengIndex,CO2_uM,DirectIndirect_CO2,CH4_uM,N2O_uM,FluxMethod,F_CO2_mmol_m2_d,F_CH4_diff_mmol_m2_d,F_CH4_eb_mmol_m2_d,F_N2O_mmol_m2_d,DOC_uM,DIC_uM,k600_md
135,Zhuxi River,15,7,2016,NaT,seasonal,seasonal,28.173621,105.185484,96.48540497,4,0.008553921,4,NaN,NaN,8.26,NaN,117,17,16,1037,568,514,686.1493827,0,0.09599653,39.97788904,indirect,NaN,NaN,modelled-empirical,141.6,NaN,NaN,NaN,390.4753976,NaN,6.468
135,Zhuxi River,5,11,2017,NaT,seasonal,seasonal,28.173621,105.185484,96.48540497,4,0.008553921,4,NaN,NaN,NaN,NaN,117,17,16,1037,568,514,686.1493827,0,0.09599653,40.90657894,indirect,NaN,NaN,modelled-empirical,184.1,NaN,NaN,NaN,NaN,NaN,7.74
135,Zhuxi River,30,3,2018,NaT,seasonal,seasonal,28.173621,105.185484,96.48540497,4,0.008553921,4,NaN,NaN,NaN,NaN,117,17,16,1037,568,514,686.1493827,0,0.09599653,139.6130483,indirect,NaN,NaN,modelled-empirical,987.9,NaN,NaN,NaN,NaN,NaN,8.6928
136,XJH1,19,5,2016,9:21:00 AM,single,single,31.407595,109.508899,111.339653,4,0.00866,4,15.58,8.09,8.27,266.8,128,25,14.8,1109,643,810,587.2181615,0,0.093551166,44.26349044,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,90.7501457,NaN,NaN
136,XJH2,19,5,2016,10:25:00 AM,single,single,31.397027,109.51386,81.35595703,3,0.00866,4,18.294,8.36,8.06,353.1,128,25,14.8,1109,643,810,587.2181615,0,0.093551166,72.15379009,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,130.7135126,NaN,NaN
136,XJH3,19,5,2016,11:00:00 AM,single,single,31.405864,109.523986,199.5348511,4,0.00869,4,18.138,8.12,8.29,347.2,135,24,14.9,1098,641,647,587.2181615,0,0.086774795,42.32746419,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,144.8672051,NaN,NaN
136,XJH4,19,5,2016,11:42:00 AM,single,single,31.402894,109.552094,215.5644684,4,0.020277,4,18.275,7.87,8.39,349,135,24,14.9,1098,641,647,587.2181615,0,0.086774795,33.4055285,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,109.899259,NaN,NaN
136,HXH1,19,5,2016,3:20:00 PM,single,single,31.463167,109.354102,195.9881592,4,0.039106,4,14.326,8.91,8.58,151.5,72,47,11.2,1253,627,1015,508.6604973,0,0.101648422,15.8794597,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,95.74556656,NaN,NaN
136,HXH2,19,5,2016,4:00:00 PM,single,single,31.47216,109.437667,304.5919495,4,0.007392634,4,14.136,8.63,8.53,159.1,72,47,11.2,1253,627,1015,507.7568266,0,0.101648422,17.32068536,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,59.11248023,NaN,NaN
136,HXH3,19,5,2016,4:32:00 PM,single,single,31.465174,109.502533,362.2973328,4,0.007392634,4,14.473,8.61,8.53,162.9,71,46,11.6,1228,623,1222,490.5490566,0,0.094362582,17.2029791,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,55.78219965,NaN,NaN
136,HXH4,19,5,2016,5:07:00 PM,single,single,31.462659,109.613385,448.2846069,4,0.005956005,4,15.177,8.51,8.55,211.7,71,46,11.6,1228,623,1222,503.0937371,0,0.094362582,17.33737414,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,106.5689784,NaN,NaN
136,DNH1,19,5,2016,5:32:00 PM,single,single,31.52531,109.62104,1337.328247,6,0.004053594,4,15.221,8.48,8.56,220.4,95,39,11.7,1183,610,996,489.7712203,0,0.090834733,16.91767394,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,DXH2,20,5,2016,10:55:00 AM,single,single,31.670627,109.612675,298.4573364,4,0.010521138,4,15.106,8.49,8.55,226.3,119,37,12.1,1144,560,949,505.9549296,0,0.092876409,20.25665348,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,100.7409874,NaN,NaN
136,DXH3,20,5,2016,11:20:00 AM,single,single,31.649299,109.661731,373.0098877,4,0.010521138,4,14.55,8.51,8.62,222.6,119,37,12.1,1144,560,949,505.9549296,0,0.092876409,17.85091504,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,74.09874282,NaN,NaN
136,DXH4,20,5,2016,11:54:00 AM,single,single,31.6342,109.6697,402.4712219,4,0.007809974,4,16.153,8.12,8.6,241,119,37,12.1,1144,560,949,507.036751,0,0.092876409,17.63290535,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,99.90841728,NaN,NaN
136,DXH5,20,5,2016,2:09:00 PM,single,single,31.604679,109.675645,478.6459961,5,0.00433,4,16.389,8.57,8.71,242.2,120,37,12.1,1143,583,870,500.3036364,0,0.092229437,13.12196545,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,81.59187412,NaN,NaN
136,DXH6,20,5,2016,2:40:00 PM,single,single,31.572822,109.653395,517.8596802,5,0.008389584,4,16.417,8.66,8.71,238.5,120,37,12.1,1143,583,870,508.570526,0,0.092229437,13.50090451,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,111.5643993,NaN,NaN
136,DNH2,20,5,2016,3:03:00 PM,single,single,31.46694444,109.6358333,1403.362305,6,0.006322718,4,14.886,9.07,8.62,189.4,95,39,11.7,1183,610,996,503.0937371,0,0.090834733,17.73074137,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,54.94962951,NaN,NaN
136,DNH3,20,5,2016,3:35:00 PM,single,single,31.438185,109.635825,1917.236816,6,0.002621963,4,16.689,9.16,8.73,193.5,90,40,11.8,1190,630,771,505.4927195,0,0.090421487,11.3387114,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,80.75930397,NaN,NaN
136,XXH1,20,5,2016,4:23:00 PM,single,single,31.537015,109.617884,774.3652954,5,0.001732,4,14.772,9.4,8.67,176.2,95,39,11.7,1183,610,996,489.7712203,0,0.090834733,13.14882651,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,84.92215469,NaN,NaN
136,DXH7,20,5,2016,4:53:00 PM,single,single,31.535879,109.611077,771.6175537,5,0.00743731,4,15.984,8.78,8.61,228.9,76,42,11.3,1219,599,996,489.7712203,0,0.097125171,15.79399935,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,82.42444426,NaN,NaN
136,DXH8,20,5,2016,6:15:00 PM,single,single,31.66333333,109.6708333,35.87748718,3,0.046401931,4,15.84,8.2,8.56,279.1,119,37,12.1,1144,560,949,505.9549296,0,0.092876409,21.73193656,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,99.07584714,NaN,NaN
136,XXH2,21,5,2016,10:18:00 AM,single,single,31.662353,109.168555,40.71203613,3,0.006062,4,11.671,8.84,8.54,131.5,87,38,11.3,1216,611,863,486.0143836,0,0.107411563,21.00715394,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,79.09416368,NaN,NaN
136,XXH3,21,5,2016,10:57:00 AM,single,single,31.636679,109.199636,4.488385201,2,0.117318,4,15.278,8.22,8.73,239.1,87,38,11.3,1216,611,863,486.0143836,0,0.107411563,11.27915736,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,64.94047123,NaN,NaN
136,XXH4,21,5,2016,11:11:00 AM,single,single,31.629607,109.238171,138.9697113,4,0.009225417,4,13.934,8.85,8.71,187.7,87,38,11.3,1216,611,863,496.5206237,0,0.107411563,14.5935604,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,134.8763633,NaN,NaN
136,XXH5,21,5,2016,1:15:00 PM,single,single,31.61994,109.075088,61.04528809,4,0.050071684,4,13.93,8.24,8.57,187.6,70,43,9.7,1295,639,1072,436.8738462,0,0.114504319,19.78442763,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,72.43360253,NaN,NaN
136,XXH6,21,5,2016,1:47:00 PM,single,single,31.602193,109.132842,128.5949097,4,0.018642081,4,12.688,8.82,8.5,135.8,70,43,9.7,1295,639,1072,462.0099697,0.091004943,0.114504319,23.9488541,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,27.47481475,NaN,NaN
136,XXH7,21,5,2016,2:24:00 PM,single,single,31.618517,109.140058,22.9392395,3,0.307905,4,13.358,8.65,8.56,200.5,70,43,9.7,1295,639,1072,484.7507692,0.091004943,0.114504319,21.67062769,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,132.3786529,NaN,NaN
136,XXH8,21,5,2016,2:55:00 PM,single,single,31.60805556,109.1663,171.3392181,4,0.039818165,4,14.696,8.42,8.46,210.7,70,43,10.7,1260,627,1110,484.7507692,0.091004943,0.106266788,25.96900739,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,44.12621763,NaN,NaN
136,XXH9,21,5,2016,3:21:00 PM,single,single,31.58916667,109.2044444,214.4541931,4,0.009226884,4,14.319,8.58,8.57,151.7,70,43,10.7,1260,627,1110,472.5301845,0,0.106266788,15.70082344,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,9.158271584,NaN,NaN
136,XXH10,21,5,2016,3:43:00 PM,single,single,31.590257,109.267568,263.0514526,4,0.084005,4,15.092,8.55,8.6,155.3,70,43,10.7,1260,627,1110,472.5301845,0,0.106266788,14.39933751,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,57.44733994,NaN,NaN
136,XXH11,21,5,2016,4:16:00 PM,single,single,31.587588,109.29068,290.9865723,4,0.009226884,4,13.219,8.9,8.46,125.9,70,43,10.7,1260,627,1110,496.5206237,0,0.106266788,17.83868514,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,58.27991008,NaN,NaN
136,XXH12,21,5,2016,5:05:00 PM,single,single,31.577186,109.431915,586.218689,5,0.00743731,4,16.142,10.19,8.87,198.9,75,41,11.2,1231,610,1016,485.1453576,0,0.101066735,8.967913071,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,XXH13,21,5,2016,6:07:00 PM,single,single,31.565183,109.570861,726.6455688,5,0.00743731,4,14.455,9.39,8.46,176.3,76,42,11.3,1219,599,996,489.7712203,0,0.097125171,23.19393892,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,94.08042628,NaN,NaN
136,DNH4,22,5,2016,9:26:00 AM,single,single,31.39027778,109.6241667,2301.783203,6,0.002249469,4,16.187,8.54,8.5,213.2,96,38,12.2,1178,651,818,506.2551711,0,0.086985253,22.32234495,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,7.493131296,NaN,NaN
136,XJH5,22,5,2016,9:44:00 AM,single,single,31.39595,109.55922,241.6385498,4,0.004345,4,18.37,8.08,8.35,358.7,135,24,14.9,1098,641,647,587.2181615,0,0.086774795,36.63138884,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,96.57813671,NaN,NaN
136,DNH5,22,5,2016,10:15:00 AM,single,single,31.3937,109.6302778,2028.549316,6,0.050751154,4,19.618,9.15,8.68,292,90,40,11.8,1190,630,771,506.2551711,0,0.090421487,15.64307487,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,91.58271584,NaN,NaN
136,BLTH,21,6,2016,3:00:00 PM,single,single,29.4465,107.1030556,130.6453552,4,0.005446411,4,24.7,NaN,7.47,225,126,25,15.7,1180,691,287,612.1168196,0,0.086309746,150.886843,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,3120.4729,NaN,NaN
136,BNB,22,6,2016,9:04:00 AM,single,single,29.50871,106.990683,156.6388855,4,0.010007142,4,20,NaN,7.96,125.8,153,23,16.7,1144,662,348,635.7445652,0,0.085078552,27.37291904,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1191.407876,NaN,NaN
136,BLH,22,6,2016,10:00:00 AM,single,single,30.298334,108.917792,453.4682922,5,0.000754,4,23.5,NaN,7.84,202.3,142,24,12.6,1489,722,384,539.9949971,0,0.107117558,60.69251368,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1834.152027,NaN,NaN
136,BHJH,22,6,2016,12:00:00 PM,single,single,30.3688,107.986258,605.3137817,5,0.006879795,4,29,NaN,7.79,418,140,15,16.6,1292,713,463,638.58346,0,0.096267949,108.2085785,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1128.965115,NaN,NaN
136,BRXH,22,6,2016,1:14:00 PM,single,single,30.5025,108.0625,531.8915405,5,0.000646,4,33.5,NaN,7.82,344,146,13,16.5,1311,722,435,561.7433786,0,0.101995902,96.13803083,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,2647.573058,NaN,NaN
136,BDH,22,6,2016,6:00:00 PM,single,single,31.30194444,108.4811111,1337.479126,5,0.001337452,4,29.3,8.49,8.25,976,116,28,13.5,1259,712,474,535.0549929,0,0.113153323,25.41546603,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,857.5472484,NaN,NaN
136,BNH,23,6,2016,10:00:00 AM,single,single,31.109173,108.211854,153.3779907,4,0.000866,4,30.4,6.61,8.06,359,150,22,15.8,1268,723,641,555.4640585,0,0.118618567,73.40277928,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,2899.009242,NaN,NaN
136,BPLH,23,6,2016,11:25:00 AM,single,single,31.020596,108.316043,925.4838257,6,0.000557,4,29.4,6.07,8.15,269,122,17,16.3,1289,720,482,559.8402985,0,0.111447605,25.16184692,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,871.7009408,NaN,NaN
136,BMDX,23,6,2016,3:47:00 PM,single,single,30.7375,108.6019444,1917.468384,6,0.00426546,4,22.2,8.34,8.42,203,104,26,13.9,1428,714,677,610.5884415,0,0.107946462,14.24493842,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,627.7578886,NaN,NaN
136,BSBH,23,6,2016,4:22:00 PM,single,single,30.66166667,108.6019444,62.50440598,4,0.01738,4,28.9,7.63,8.61,240,93,26,13.4,1448,716,585,606.8084743,0,0.107506468,12.83033104,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1378.736159,NaN,NaN
136,BDXH,23,6,2016,6:56:00 PM,single,single,30.80111111,108.8630556,656.3005371,5,0.005079177,4,29.4,8.36,8.21,870,111,25,14.6,1384,714,674,623.4369274,0,0.105171035,42.19698408,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,832.570144,NaN,NaN
136,BCTH,24,6,2016,2:34:00 PM,single,single,30.89537,109.041271,1118.397705,6,0.004422835,4,22.2,8.43,7.89,102.3,107,27,13.6,1401,713,682,605.8121194,0,0.102837076,40.94125421,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,828.4072933,NaN,NaN
136,BMXH,25,6,2016,12:00:00 PM,single,single,30.76111111,109.2602778,123.2602463,4,0.018596094,4,17.7,8.98,8.14,211,103,30,13.7,1369,725,616,648.238835,0,0.105821497,44.8160397,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,607.7762051,NaN,NaN
136,BMXH-2,25,6,2016,1:30:00 PM,single,single,30.8625,109.3927778,363.9682007,4,0.007787175,4,17.8,9,8.19,320,110,28,14,1335,721,577,671.5316832,0,0.100819062,43.27578626,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,722.670885,NaN,NaN
136,BJPH,25,6,2016,3:10:00 PM,single,single,30.88861111,109.5605556,840.2111206,5,0.006185394,4,17.6,8.89,8.38,265,93,32,12,1390,721,739,577.3690206,0,0.093272663,24.63635816,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,851.7192573,NaN,NaN
136,BGDH,26,6,2016,12:23:00 PM,single,single,30.95416667,109.8433333,172.4316711,4,0.004566778,4,16.1,9.44,8.26,278,114,26,13.9,1215,732,505,588.2622642,0,0.08814496,42.28509207,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,825.9095829,NaN,NaN
136,BBLH,26,6,2016,3:36:00 PM,single,single,30.93583333,110.0047222,241.1625061,5,0.010474894,4,16.6,8.54,8.36,279,100,24,13.3,1212,752,798,547.0804367,0,0.079336719,34.21183898,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,620.2647573,NaN,NaN
136,BWFH,27,6,2016,11:32:00 AM,single,single,30.94031,110.270876,232.6784515,5,0.022979141,4,16.3,9.03,8.4,303,119,30,12.3,1227,774,769,519.744,0,0.079885141,25.36293093,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,710.1823329,NaN,NaN
136,BLFD,27,6,2016,2:07:00 PM,single,single,30.936804,110.589175,153.1046295,4,0.016454,4,21.3,8.56,8.35,290,91,28,13.6,1144,754,636,572.2077957,0,0.076516765,23.01465711,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,365.4982932,NaN,NaN
136,BQGH,27,6,2016,3:00:00 PM,single,single,30.9125,110.4888889,120.1450424,4,0.028768266,4,22.8,8.61,8.45,324,95,30,13.2,1176,774,680,538.9439216,0,0.077602703,23.2997153,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,816.7513113,NaN,NaN
136,BJZH,27,6,2016,4:48:00 PM,single,single,30.90833333,110.6655,165.9776917,4,0.016454,4,22.1,8.14,8.45,320,102,28,13.7,1141,713,902,571.195606,0,0.072683692,21.59943131,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,719.3406044,NaN,NaN
136,BJWX,27,6,2016,6:00:00 PM,single,single,30.77805556,110.8166667,381.7389832,5,0.006747898,4,18.3,9.52,8.39,280,104,28,12.6,1240,722,772,583.9637483,0,0.07743141,25.99496511,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,693.53093,NaN,NaN
136,BJWX-2,27,6,2016,6:30:00 PM,single,single,30.78444444,110.7955556,311.5970764,5,0.000866,4,20.1,8.63,8.33,314,104,28,12.6,1240,722,772,577.9274166,0,0.07743141,29.02737972,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,720.1731746,NaN,NaN
136,BMPH,28,6,2016,10:20:00 AM,single,single,30.77972222,110.9622222,61.80790329,3,0.015099733,4,21.1,8.63,8.35,353,129,27,14.4,1154,690,621,545.4557576,0,0.076781248,34.92837626,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,932.4785613,NaN,NaN
136,BGLH,28,6,2016,2:40:00 PM,single,single,31.12416667,110.8225,914.9985352,6,0.00708489,4,21.5,8.3,8.52,321,103,41,11.5,1160,608,973,471.6248015,0,0.076217217,20.86344953,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1863.291982,NaN,NaN
136,BXXH,28,6,2016,4:20:00 PM,single,single,31.33527778,110.7505556,1134.864502,6,0.004267709,4,19.9,NaN,8.51,330,78,46,11.3,1125,560,750,473.0075035,0,0.070903248,23.32353889,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,984.0979102,NaN,NaN
136,BSNX,29,6,2016,11:32:00 AM,single,single,31.22277778,110.2941667,603.324646,6,0.003673939,4,19.3,NaN,9.38,232,82,37,11.6,1152,690,680,495.9133341,0,0.06970784,2.006916006,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,619.4321872,NaN,NaN
136,BLXB,29,6,2016,2:32:00 PM,single,single,31.17916667,110.2686111,50.13634491,4,0.042002,4,29.8,NaN,8.49,378,82,37,11.6,1152,690,680,657.554955,0,0.06970784,24.01501041,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,923.3202897,NaN,NaN
136,BBCH,29,6,2016,4:31:00 PM,single,single,31.212905,110.133685,47.48869705,4,0.02524644,4,27.7,NaN,8.24,438,109,28,13.1,1127,702,618,586.7556054,0,0.081962611,55.18174823,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1815.835484,NaN,NaN
136,BCaoT,29,6,2016,5:29:00 PM,single,single,31.09194444,109.6461111,131.6399689,5,0.033773,4,28.7,NaN,8.54,501,116,24,14.6,1150,699,590,597.6006716,0,0.088838989,19.04328316,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,934.9762718,NaN,NaN
136,BCJH,30,6,2016,10:40:00 AM,single,single,31.13222222,109.3553,320.2365112,5,0.013498645,4,22.8,NaN,8.5,371,101,29,14.3,1204,677,687,584.8921563,0,0.100238155,18.64789769,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,695.1960703,NaN,NaN
136,BMeiXH,30,6,2016,11:10:00 AM,single,single,31.12694444,109.265,1167.579102,6,0.004763012,4,21.6,NaN,8.38,218,117,29,13.8,1233,687,586,584.8476141,0,0.097902501,18.9580247,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,793.4393473,NaN,NaN
136,BCJB,30,6,2016,11:40:00 AM,single,single,31.1336,109.170179,836.5858154,5,0.011929841,4,22.9,NaN,8.34,162.8,116,30,13.3,1235,682,659,585.3866386,0,0.10267431,15.1054878,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,601.115644,NaN,NaN
136,BTXH,30,6,2016,3:21:00 PM,single,single,31.23805556,108.8,631.7120972,5,0.002887117,4,17.5,NaN,8.3,162,104,34,12.8,1258,693,632,559.6575498,0,0.107254007,24.0912952,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,689.3680793,NaN,NaN
136,BGAOTH,1,6,2016,10:31:00 AM,single,single,30.29194444,107.4591667,1371.339722,6,0.000758,4,23.3,NaN,7.93,249,159,12,16.8,1236,678,122,602.1611111,0,0.090223375,61.48287368,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,772.6250937,NaN,NaN
136,BGJH,1,6,2016,11:28:00 AM,single,single,30.2094,107.496933,296.8078308,5,0.000523,4,23.3,NaN,8.14,274,166,12,16.8,1237,680,233,590.2388604,0,0.089696654,37.39588872,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1014.070435,NaN,NaN
136,BLXH,1,6,2016,2:41:00 PM,single,single,29.84166667,107.1494444,3225.11792,7,0.005792511,4,25.9,NaN,7.51,379,162,12,17,1205,641,334,617.3793651,0,0.084396438,160.4162906,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1024.061277,NaN,NaN
136,BTXH,1,6,2016,3:54:00 PM,single,single,30.03305556,107.1230556,92.51678467,4,0.013856,4,24.7,NaN,7.86,377,183,13,17.2,1153,644,173,553.9925641,0,0.086745338,65.05702735,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1161.435351,NaN,NaN
136,BWTH,2,6,2016,10:50:00 AM,single,single,29.86166667,106.8355556,213.3735962,4,0.00448143,4,23.3,NaN,8.16,300,179,17,17.4,1125,614,336,584.5058974,0,0.085920665,41.88879483,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,881.6917825,NaN,NaN
136,BYLH,2,6,2016,11:17:00 AM,single,single,29.865,106.8469444,1898.535645,5,0.000362,4,24.4,NaN,8.17,264,154,17,17,1150,622,246,584.5058974,0,0.084181456,28.43479451,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,760.1365415,NaN,NaN
136,BDH-YB,2,6,2016,11:37:00 AM,single,single,29.914688,106.904293,1388.132935,6,0.002105572,4,27.6,NaN,7.99,322,150,17,17.1,1166,625,280,585.8244815,0,0.085197522,50.72286334,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,904.1711764,NaN,NaN
136,BCTH-YL,2,6,2016,2:49:00 PM,single,single,29.551711,106.72921,126.3334732,4,0.004156745,4,27.7,NaN,8.18,270,187,13,18.3,1096,650,322,460.0008664,0,0.083806744,28.45072132,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,892.5151944,NaN,NaN
136,BHXH,2,6,2016,4:04:00 PM,single,single,29.38861111,106.5936111,135.1196289,4,0.00180792,4,23.2,NaN,8.08,303,209,12,18.1,1100,657,341,636.083484,0,0.084490047,41.28409167,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,820.914162,NaN,NaN
136,BYPH,2,6,2016,5:25:00 PM,single,single,29.278852,106.567609,265.1544189,4,0.00433,4,24.2,NaN,8.1,232,159,17,17.4,1112,664,389,675.0522828,0,0.084985913,34.14110201,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,701.8566314,NaN,NaN
136,BLTH-BSY,2,6,2016,6:23:00 PM,single,single,29.509189,106.366027,53.51766586,4,0.000756,4,28.1,NaN,7.87,462,310,9,18.3,1093,614,274,546.178733,0.528844853,0.085024787,91.25957503,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1178.086754,NaN,NaN
137,Lixiang River,25,10,2015,NaT,single,single,29.508666,106.990526,156.6388855,4,0.010007142,4,23.9,8.030011531,8.06,251,153,23,16.7,1144,662,348,635.7445652,0,0.085078552,45.66231466,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,3459.328948,NaN,NaN
137,Longtan River,25,10,2015,NaT,single,single,29.445937,107.10245,130.6453552,4,0.005446411,4,20.3,7.75919594,7.66,235,126,25,15.7,1180,691,287,612.1168196,0,0.086309746,114.4073446,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,2793.272833,NaN,NaN
137,Nanbin River,25,10,2015,NaT,single,single,30.03055556,108.1927,103.6222153,4,0.036371,4,21.8,9.483502906,8.85,208.9,100,29,12.3,1475,723,715,587.9806833,0,0.101934191,6.87538302,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,673.7157606,NaN,NaN
137,Huangjin River,25,10,2015,NaT,single,single,30.408981,107.9942,212.3373108,4,0.005126802,4,24.3,10.46305672,8.24,363,161,16,16.6,1306,719,391,654.8587903,0,0.101311737,47.85189518,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1494.463409,NaN,NaN
137,Ruxi River,25,10,2015,NaT,single,single,30.50257,108.0625,531.9840698,5,0.000646,4,26.5,12.38345448,8.34,438,146,13,16.5,1311,722,435,561.7433786,0,0.101995902,37.36174992,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1149.779369,NaN,NaN
137,Modao River,25,10,2015,NaT,single,single,30.675,108.6099,1806.518921,6,0.004358023,4,22,9.021407204,7.96,227,104,26,13.9,1428,714,677,606.8084743,0,0.107946462,48.99741399,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,792.190492,NaN,NaN
137,Sibu River,25,10,2015,NaT,single,single,30.661617,108.602551,62.53065109,4,0.084866,4,21.5,11.07992399,8.71,257,93,26,13.4,1448,716,585,606.8084743,0,0.107506468,11.2855438,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,729.4979602,NaN,NaN
137,Daxi River,25,10,2015,NaT,single,single,30.633672,108.8844,303.8488464,5,0.009360878,4,24,9.320562291,8.76,326,107,26,13.8,1420,716,626,600.4545273,0,0.107278574,9.023157773,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,1339.605362,NaN,NaN
