Ref,Site,day,month,year,time,measurement_frequency,reported_frequency,Latitude,Longitude,CatchmentArea_km2,StreamOrder,Slope,Climate,Temp_C,DO_mgL,pH,Cond_uScm,humanFootprint_BasAt,soilOrganicCarbon_BasAt,airTemperature_BasAt,rainfall_BasAt,runoff_BasAt,groundwaterDepth_BasAt,NPP_Modis,peatlandCover_Modis,seasonality_FengIndex,CO2_uM,DirectIndirect_CO2,CH4_uM,N2O_uM,FluxMethod,F_CO2_mmol_m2_d,F_CH4_diff_mmol_m2_d,F_CH4_eb_mmol_m2_d,F_N2O_mmol_m2_d,DOC_uM,DIC_uM,k600_md
205,Araguaia (AR),1,9,2010,NaT,seasonal,seasonal,-9.861111,-50.227222,215605.4844,6,5.00E-05,2,NaN,NaN,NaN,NaN,51,15,25.5,1663,549,11,685.3396889,0,0.226780009,13.97667836,direct,NaN,NaN,measured-chamber,-17.28,NaN,NaN,NaN,NaN,NaN,1.92
205,Caxiuan (CX),31,3,2006,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,164.9497733,direct,NaN,NaN,measured-chamber,129.6,NaN,NaN,NaN,NaN,NaN,0.456
205,Caxiuan (CX),1,9,2006,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,82.47488664,direct,NaN,NaN,measured-chamber,181.44,NaN,NaN,NaN,NaN,NaN,1.176
205,Caxiuan (CX),31,3,2007,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,76.40530624,direct,NaN,NaN,measured-chamber,397.44,NaN,NaN,NaN,NaN,NaN,3.456
205,Caxiuan (CX),1,9,2007,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,69.97869169,direct,NaN,NaN,measured-chamber,216,NaN,NaN,NaN,NaN,NaN,2.736
205,Caxiuan (CX),31,3,2008,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,106.6558353,direct,NaN,NaN,measured-chamber,639.36,NaN,NaN,NaN,NaN,NaN,4.8
205,Caxiuan (CX),1,9,2008,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,52.77613761,direct,NaN,NaN,measured-chamber,164.16,NaN,NaN,NaN,NaN,NaN,2.88
205,Caxiuan (CX),31,3,2009,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,155.7318009,direct,NaN,NaN,measured-chamber,276.48,NaN,NaN,NaN,NaN,NaN,1.728
205,Caxiuan (CX),1,9,2009,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,81.24149597,direct,NaN,NaN,measured-chamber,311.04,NaN,NaN,NaN,NaN,NaN,2.256
205,Caxiuan (CX),31,3,2010,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,157.387141,direct,NaN,NaN,measured-chamber,777.6,NaN,NaN,NaN,NaN,NaN,4.92
205,Caxiuan (CX),1,9,2010,NaT,seasonal,seasonal,-1.779681,-51.476609,1149.689209,4,5.00E-05,1,NaN,NaN,NaN,NaN,20,30,26.8,2248,1212,36,764.4765109,0,0.115692245,96.26938755,direct,NaN,NaN,measured-chamber,259.2,NaN,NaN,NaN,NaN,NaN,2.784
205,Cristalinoa (CR),31,3,2006,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,134.8301495,direct,NaN,NaN,measured-chamber,397.44,NaN,NaN,NaN,NaN,NaN,NaN
205,Cristalinoa (CR),1,9,2006,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,30.91712164,direct,NaN,NaN,measured-chamber,138.24,NaN,NaN,NaN,NaN,NaN,NaN
205,Cristalinoa (CR),31,3,2007,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,74.36543543,direct,NaN,NaN,measured-chamber,423.36,NaN,NaN,NaN,NaN,NaN,5.76
205,Cristalinoa (CR),1,9,2007,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,28.89706607,direct,NaN,NaN,measured-chamber,103.68,NaN,NaN,NaN,NaN,NaN,5.256
205,Cristalinoa (CR),31,3,2008,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,88.43734794,direct,NaN,NaN,measured-chamber,216,NaN,NaN,NaN,NaN,NaN,2.064
205,Cristalinoa (CR),1,9,2008,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,NaN,direct,NaN,NaN,measured-chamber,86.4,NaN,NaN,NaN,NaN,NaN,NaN
205,Cristalinoa (CR),31,3,2009,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,120.0734724,direct,NaN,NaN,measured-chamber,285.12,NaN,NaN,NaN,NaN,NaN,1.944
205,Cristalinoa (CR),1,9,2009,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,30.81440695,direct,NaN,NaN,measured-chamber,95.04,NaN,NaN,NaN,NaN,NaN,NaN
205,Cristalinoa (CR),31,3,2010,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,52.58992119,direct,NaN,NaN,measured-chamber,103.68,NaN,NaN,NaN,NaN,NaN,NaN
205,Cristalinoa (CR),1,9,2010,NaT,seasonal,seasonal,-9.604444,-55.931667,3347.782471,4,0.000131,2,NaN,NaN,NaN,NaN,10,46,24.8,2406,1684,163,846.7914629,2.069799317,0.260899263,36.22404728,direct,NaN,NaN,measured-chamber,172.8,NaN,NaN,NaN,NaN,NaN,NaN
205,Javas (JV),31,3,2006,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,115.428579,direct,NaN,NaN,measured-chamber,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,Javas (JV),1,9,2006,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,15.56267835,direct,NaN,NaN,measured-chamber,25.92,NaN,NaN,NaN,NaN,NaN,NaN
205,Javas (JV),31,3,2007,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,48.23784534,direct,NaN,NaN,measured-chamber,207.36,NaN,NaN,NaN,NaN,NaN,3.168
205,Javas (JV),1,9,2007,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,17.6936675,direct,NaN,NaN,measured-chamber,17.28,NaN,NaN,NaN,NaN,NaN,NaN
205,Javas (JV),31,3,2008,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,90.79305294,direct,NaN,NaN,measured-chamber,190.08,NaN,NaN,NaN,NaN,NaN,2.208
205,Javas (JV),1,9,2008,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,14.1097312,direct,NaN,NaN,measured-chamber,34.56,NaN,NaN,NaN,NaN,NaN,NaN
205,Javas (JV),31,3,2009,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,69.61231228,direct,NaN,NaN,measured-chamber,241.92,NaN,NaN,NaN,NaN,NaN,1.32
205,Javas (JV),1,9,2009,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,31.31908299,direct,NaN,NaN,measured-chamber,60.48,NaN,NaN,NaN,NaN,NaN,1.344
205,Javas (JV),31,3,2010,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,98.96184469,direct,NaN,NaN,measured-chamber,155.52,NaN,NaN,NaN,NaN,NaN,1.2
205,Javas (JV),1,9,2010,NaT,seasonal,seasonal,-9.980833,-50.023861,41899.52734,4,5.00E-05,2,NaN,NaN,NaN,NaN,32,16,27,1736,707,14,595.5238656,2.883353545,0.243997004,38.32551701,direct,NaN,NaN,measured-chamber,34.56,NaN,NaN,NaN,NaN,NaN,1.08
205,Negro (NG),31,6,2006,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,155.647193,direct,NaN,NaN,measured-chamber,1054.08,NaN,NaN,NaN,NaN,NaN,5.28
205,Negro (NG),1,9,2006,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,75.77907828,direct,NaN,NaN,measured-chamber,328.32,NaN,NaN,NaN,NaN,NaN,2.856
205,Negro (NG),31,6,2007,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,57.60924706,direct,NaN,NaN,measured-chamber,207.36,NaN,NaN,NaN,NaN,NaN,4.08
205,Negro (NG),31,6,2008,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,112.4155256,direct,NaN,NaN,measured-chamber,613.44,NaN,NaN,NaN,NaN,NaN,4.968
205,Negro (NG),1,9,2008,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,75.84503048,direct,NaN,NaN,measured-chamber,328.32,NaN,NaN,NaN,NaN,NaN,NaN
205,Negro (NG),31,6,2009,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,126.8920336,direct,NaN,NaN,measured-chamber,794.88,NaN,NaN,NaN,NaN,NaN,5.16
205,Negro (NG),1,9,2009,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,92.23415228,direct,NaN,NaN,measured-chamber,414.72,NaN,NaN,NaN,NaN,NaN,NaN
205,Negro (NG),31,6,2010,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,140.4781869,direct,NaN,NaN,measured-chamber,855.36,NaN,NaN,NaN,NaN,NaN,9.192
205,Negro (NG),1,9,2010,NaT,seasonal,seasonal,-2.041389,-61.219722,634958.375,9,5.00E-05,1,NaN,NaN,NaN,NaN,6,35,26.2,2542,1274,31,905.1243002,0,0.075678506,56.85079676,direct,NaN,NaN,measured-chamber,207.36,NaN,NaN,NaN,NaN,NaN,2.592
205,Solimes (SO),31,6,2006,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,248.350532,direct,NaN,NaN,measured-chamber,665.28,NaN,NaN,NaN,NaN,NaN,2.16
205,Solimes (SO),1,9,2006,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,145.6393953,direct,NaN,NaN,measured-chamber,414.72,NaN,NaN,NaN,NaN,NaN,1.584
205,Solimes (SO),31,6,2007,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,182.1284151,direct,NaN,NaN,measured-chamber,449.28,NaN,NaN,NaN,NaN,NaN,2.688
205,Solimes (SO),31,6,2008,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,224.4936801,direct,NaN,NaN,measured-chamber,743.04,NaN,NaN,NaN,NaN,NaN,NaN
205,Solimes (SO),1,9,2008,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,121.6066079,direct,NaN,NaN,measured-chamber,319.68,NaN,NaN,NaN,NaN,NaN,NaN
205,Solimes (SO),31,6,2009,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,274.7408549,direct,NaN,NaN,measured-chamber,604.8,NaN,NaN,NaN,NaN,NaN,0.816
205,Solimes (SO),1,9,2009,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,190.9955636,direct,NaN,NaN,measured-chamber,380.16,NaN,NaN,NaN,NaN,NaN,NaN
205,Solimes (SO),31,6,2010,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,235.4368673,direct,NaN,NaN,measured-chamber,518.4,NaN,NaN,NaN,NaN,NaN,1.92
205,Solimes (SO),1,9,2010,NaT,seasonal,seasonal,-3.266389,-60.017222,1844816.5,9,5.00E-05,1,NaN,NaN,NaN,NaN,21,32,23.8,2302,1143,16,1176.373304,0,0.089299719,176.9910989,direct,NaN,NaN,measured-chamber,293.76,NaN,NaN,NaN,NaN,NaN,1.392
205,Teles Pires (TP),31,3,2006,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,78.88488179,direct,NaN,NaN,measured-chamber,198.72,NaN,NaN,NaN,NaN,NaN,NaN
205,Teles Pires (TP),1,9,2006,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,27.86991917,direct,NaN,NaN,measured-chamber,43.2,NaN,NaN,NaN,NaN,NaN,NaN
205,Teles Pires (TP),31,3,2007,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,34.58061224,direct,NaN,NaN,measured-chamber,129.6,NaN,NaN,NaN,NaN,NaN,4.128
205,Teles Pires (TP),1,9,2007,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,33.55346534,direct,NaN,NaN,measured-chamber,25.92,NaN,NaN,NaN,NaN,NaN,2.808
205,Teles Pires (TP),31,3,2008,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,96.65452313,direct,NaN,NaN,measured-chamber,293.76,NaN,NaN,NaN,NaN,NaN,2.472
205,Teles Pires (TP),1,9,2008,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,73.26981208,direct,NaN,NaN,measured-chamber,51.84,NaN,NaN,NaN,NaN,NaN,0.552
205,Teles Pires (TP),31,3,2009,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,55.60288543,direct,NaN,NaN,measured-chamber,129.6,NaN,NaN,NaN,NaN,NaN,2.208
205,Teles Pires (TP),1,9,2009,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,19.24188523,direct,NaN,NaN,measured-chamber,17.28,NaN,NaN,NaN,NaN,NaN,NaN
205,Teles Pires (TP),31,3,2010,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,42.31845221,direct,NaN,NaN,measured-chamber,77.76,NaN,NaN,NaN,NaN,NaN,NaN
205,Teles Pires (TP),1,9,2010,NaT,seasonal,seasonal,-9.639167,-55.924167,81806.48438,7,5.00E-05,1,NaN,NaN,NaN,NaN,44,22,24.8,2019,1792,65,748.1041687,2.069799317,0.259839892,23.72709335,direct,NaN,NaN,measured-chamber,34.56,NaN,NaN,NaN,NaN,NaN,NaN
245,Alima,15,11,2010,NaT,single,single,-1.158,15.966222,18308.79883,7,0.000184,2,NaN,5.47,NaN,NaN,36,23,24.3,1964,408,14,1003.839176,17.188438,0.076334872,NaN,<undefined>,0.2701,0.00806,modelled-empirical,NaN,3.512,NaN,0.015,NaN,NaN,NaN
245,Bonzali,15,11,2010,NaT,single,single,1.883,18.022,91.59668732,4,0.000509,1,NaN,4.2,NaN,NaN,41,31,25.1,1753,165,40,817.830902,39.1913838,0.040206018,NaN,<undefined>,0.3123,0.00904,modelled-empirical,NaN,5.349,NaN,-0.003,NaN,NaN,NaN
245,Congo after rapid,15,11,2010,NaT,single,single,-4.321,15.199,3627937.25,11,0.000222,2,NaN,5.89,NaN,NaN,50,23,23.7,1533,632,236,911.9468896,0,0.16985234,NaN,<undefined>,0.1745,0.00767,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Congo after rapid,15,11,2010,NaT,single,single,-4.32,15.202,3627937.25,11,0.000222,2,NaN,5.65,NaN,NaN,50,23,23.7,1533,632,236,911.9468896,0,0.16985234,NaN,<undefined>,0.1313,0.0092,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Congo after rapid,15,11,2010,NaT,single,single,-4.321,15.2,3627937.25,11,0.000222,2,NaN,5.53,NaN,NaN,50,23,23.7,1533,632,236,911.9468896,0,0.16985234,NaN,<undefined>,0.116,0.01063,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Congo before rapid,15,11,2010,NaT,single,single,-4.309,15.236,3627937.25,11,0.008468052,2,NaN,4.63,NaN,NaN,50,23,23.7,1533,632,236,911.9468896,0,0.16985234,NaN,<undefined>,0.0146,0.00876,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Congo before rapid,15,11,2010,NaT,single,single,-4.309,15.235,3627937.25,11,0.008468052,2,NaN,4.66,NaN,NaN,50,23,23.7,1533,632,236,911.9468896,0,0.16985234,NaN,<undefined>,0.0235,0.00932,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Congo before rapid,15,11,2010,NaT,single,single,-4.309,15.236,3627937.25,11,0.008468052,2,NaN,4.69,NaN,NaN,50,23,23.7,1533,632,236,911.9468896,0,0.16985234,NaN,<undefined>,0.0199,0.00981,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Congo Rapids,15,11,2010,NaT,single,single,-4.309,15.236,3627937.25,11,0.008468052,2,NaN,4.63,NaN,NaN,50,23,23.7,1533,632,236,911.9468896,0,0.16985234,NaN,<undefined>,0.3314,0.00862,modelled-empirical,NaN,3.512,NaN,0.015,NaN,NaN,NaN
245,Djili,15,11,2010,NaT,single,single,-2.580651,14.781417,45.5638504,3,0.004973163,2,NaN,5.66,NaN,NaN,38,23,23.8,1981,1021,340,762.6642857,0,0.151109465,NaN,<undefined>,0.1296,0.00834,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Djiri,15,11,2010,NaT,single,single,-4.129991,15.311418,856.5023193,6,0.000672,2,NaN,6.31,NaN,NaN,96,21,24.1,1556,693,367,709.5903895,1.481302238,0.165637149,NaN,<undefined>,0.4125,0.00764,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Djiri,15,8,2011,NaT,single,single,-4.129991,15.311418,856.5023193,6,0.000672,2,NaN,NaN,NaN,NaN,96,21,24.1,1556,693,367,709.5903895,1.481302238,0.165637149,NaN,<undefined>,0.243,0.00846,modelled-empirical,NaN,0.595,NaN,0.007,NaN,NaN,NaN
245,Djoue,15,11,2010,NaT,single,single,-4.305898,15.229558,6173.052246,7,0.014104,2,NaN,7.72,NaN,NaN,47,21,24.2,1609,660,278,808.1703345,0,0.166719584,NaN,<undefined>,0.1914,0.00864,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Eholola,15,11,2010,NaT,single,single,1.165551,17.376029,10526.25781,8,5.59E-05,1,NaN,0.84,NaN,NaN,13,27,24.9,1736,242,31,1017.953406,62.34822563,0.03375039,NaN,<undefined>,0.5378,0.00541,modelled-empirical,NaN,5.349,NaN,-0.003,NaN,NaN,NaN
245,Kouyou,15,11,2010,NaT,seasonal,seasonal,-0.484,15.907,10755.33008,7,0.000126,2,NaN,5.64,NaN,NaN,37,24,24.7,1792,328,61,1107.890074,17.57785768,0.060901186,NaN,<undefined>,0.2804,0.00933,modelled-empirical,NaN,3.512,NaN,0.015,NaN,NaN,NaN
245,Kouyou,15,8,2011,NaT,seasonal,seasonal,-0.484,15.907,10755.33008,7,0.000126,2,NaN,NaN,NaN,NaN,37,24,24.7,1792,328,61,1107.890074,17.57785768,0.060901186,NaN,<undefined>,0.0181,0.00846,modelled-empirical,NaN,0.465,NaN,0.007,NaN,NaN,NaN
245,Lefini,15,11,2010,NaT,seasonal,seasonal,-2.913717,15.628547,12382.50391,7,6.43E-05,2,NaN,6.37,NaN,NaN,23,24,24.1,1796,794,278,808.4147393,0,0.131461517,NaN,<undefined>,0.4261,0.00926,modelled-empirical,NaN,1.159,NaN,0.012,NaN,NaN,NaN
245,Lefini,15,8,2011,NaT,seasonal,seasonal,-2.913717,15.628547,12382.50391,7,6.43E-05,2,NaN,NaN,NaN,NaN,23,24,24.1,1796,794,278,808.4147393,0,0.131461517,NaN,<undefined>,0.1704,0.00817,modelled-empirical,NaN,0.595,NaN,0.007,NaN,NaN,NaN
245,Likouala aux Herbes,15,11,2010,NaT,seasonal,seasonal,1.172,17.378,10493.37109,8,0.000205,1,NaN,1.01,NaN,NaN,13,27,24.9,1736,242,31,1017.953406,62.34822563,0.03375039,NaN,<undefined>,0.3356,0.00489,modelled-empirical,NaN,5.349,NaN,-0.003,NaN,NaN,NaN
245,Likouala aux Herbes,15,11,2010,NaT,seasonal,seasonal,1.239,17.425,10160.19434,8,2.35E-05,1,NaN,0.6,NaN,NaN,13,27,24.9,1736,244,36,1018.804758,62.34822563,0.035197008,NaN,<undefined>,0.4264,0.00506,modelled-empirical,NaN,5.349,NaN,-0.003,NaN,NaN,NaN
245,Likouala aux Herbes,15,11,2010,NaT,seasonal,seasonal,1.32,17.44,9891.929688,8,5.00E-05,1,NaN,0.63,NaN,NaN,13,27,24.9,1735,239,13,1030.45,49.02115205,0.037045663,NaN,<undefined>,0.2862,0.00583,modelled-empirical,NaN,5.349,NaN,-0.003,NaN,NaN,NaN
245,Likouala aux Herbes,15,11,2010,NaT,seasonal,seasonal,1.628,17.364,8246.84082,8,5.00E-05,1,NaN,1.3,NaN,NaN,10,29,24.8,1724,215,15,1017.917808,46.68090449,0.040831375,NaN,<undefined>,0.7134,0.00543,modelled-empirical,NaN,5.349,NaN,-0.003,NaN,NaN,NaN
245,Likouala aux Herbes,15,8,2011,NaT,seasonal,seasonal,1.524,17.39,8468.801758,8,5.00E-05,1,NaN,NaN,NaN,NaN,10,29,24.8,1726,230,24,1028.259109,78.25510112,0.038957261,NaN,<undefined>,0.0402,0.00809,modelled-empirical,NaN,4.363,NaN,0.004,NaN,NaN,NaN
245,Likoula-Mossaka,15,11,2010,NaT,seasonal,seasonal,0.003,15.632,14219.57324,8,0.000207,2,NaN,4.73,NaN,NaN,28,30,24.4,1668,262,54,1140.925266,27.7802232,0.056905664,NaN,<undefined>,2.4367,0.01055,modelled-empirical,NaN,3.512,NaN,0.015,NaN,NaN,NaN
245,Liouesso,15,11,2010,NaT,seasonal,seasonal,1.051,15.697,483.9236145,4,0.000537,1,NaN,7.27,NaN,NaN,17,31,24.1,1652,342,221,1126.887795,1.479494637,0.041039809,NaN,<undefined>,0.3809,0.0082,modelled-empirical,NaN,3.512,NaN,0.015,NaN,NaN,NaN
245,Liouesso,15,8,2011,NaT,seasonal,seasonal,1.051,15.697,483.9236145,4,0.000537,1,NaN,NaN,NaN,NaN,17,31,24.1,1652,342,221,1126.887795,1.479494637,0.041039809,NaN,<undefined>,0.091,0.00918,modelled-empirical,NaN,0.595,NaN,0.007,NaN,NaN,NaN
245,Lobi,15,11,2010,NaT,seasonal,seasonal,-0.017725,15.629852,951.5370483,6,0.000779,2,NaN,4.19,NaN,NaN,29,27,25.1,1684,273,53,1104.253325,14.99048854,0.059083691,NaN,<undefined>,0.5026,0.00992,modelled-empirical,NaN,3.512,NaN,0.015,NaN,NaN,NaN
