Lake_idx	Ref	Site name	day	month	year	time	measurement_frequency	reported_frequency	Latitude	Longitude	LakeType	Climate	Elevation	Surface area_m2	Volume	Mean depth	Max depth	CO2	CO2_units	CO2_method_cat	CH4	CH4_units	N2O	N2O_units	F_method_cat	F_CO2	F_CO2_units	FCH4_diff_avg_val	F_CH4_units	FCH4_ebb_avg_val	FN2O_avg_val	FN2O_UNITS	Secchi depth	Sample depth	Temperature	DO	DO_units	pH	Conductivity	k	k600	k_units	Comments							
35	274	NWD1	14	12	2014		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.83	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	14	12	2014		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			3.65	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	14	12	2014		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			12.8333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	9	1	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.41666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	9	1	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			12.31	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	9	1	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			13.74	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	4	2	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.35666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	4	2	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.27666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	4	2	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			1.84666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	12	3	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.038	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	12	3	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.0265	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	12	3	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.124	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	18	4	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.38333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	18	4	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.28	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	18	4	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.80333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	20	5	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.85333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	20	5	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			3.03	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	20	5	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			2.96333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	24	6	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.92666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	24	6	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.90333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	24	6	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			1.83333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	25	7	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.69	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	25	7	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			9.16333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	25	7	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.96333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	19	8	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.63333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	19	8	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.46333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	19	8	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.87666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	21	9	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.29666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	21	9	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			15.17	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	21	9	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			5.85666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	15	10	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.153	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	15	10	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			3.26666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	15	10	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			12.31	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	27	11	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.42666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	27	11	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			6.29666667	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	27	11	2015		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.23333333	mg CH4 /m2/h						collected but not reported															
35	274	NWD1	9	1	2016		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.1175	mg CH4 /m2/h						collected but not reported															
35	274	NWD2	9	1	2016		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			10.066	mg CH4 /m2/h						collected but not reported															
35	274	NWD3	9	1	2016		monthly	monthly	29.726842	118.720836	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			10.04	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	8	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.07	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	8	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.06266667	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	8	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.06666667	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	8	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.07233333	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	8	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.027	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	23	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.058	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	23	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.04766667	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	23	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.026	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	23	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.053	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	23	1	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.08633333	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	5	2	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.079	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	5	2	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.05666667	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	5	2	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.0475	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	5	2	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.03366667	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	13	3	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.0064	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	13	3	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.02166667	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	13	3	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.015	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	13	3	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.01166667	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	16	4	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.00436667	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	16	4	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.035	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	16	4	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.046	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	16	4	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.09533333	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	16	4	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.12233333	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	21	5	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.03466667	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	21	5	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.054	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	21	5	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.05166667	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	21	5	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.06966667	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	21	5	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.11133333	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	29	6	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.048	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	29	6	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.1115	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	29	6	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.06733333	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	29	6	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.02233333	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	29	6	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.03733333	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	27	7	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.05266667	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	27	7	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.045	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	27	7	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.066	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	27	7	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.049	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	27	7	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.044	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	20	8	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.12233333	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	20	8	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.102	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	20	8	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.11	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	20	8	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.09466667	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	20	8	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.09333333	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	22	9	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.10533333	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	22	9	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.12666667	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	22	9	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.101	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	22	9	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.106	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	22	9	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.08233333	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	26	10	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.219	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	26	10	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.05766667	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	26	10	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.055	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	26	10	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.10966667	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	26	10	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.098	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	4	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.3165	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	4	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.105	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	4	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.10033333	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	4	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.1	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	4	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.07566667	mg CH4 /m2/h						collected but not reported															
35	274	NEP1	26	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.062	mg CH4 /m2/h						collected but not reported															
35	274	NEP2	26	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.066	mg CH4 /m2/h						collected but not reported															
35	274	NEP3	26	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.06566667	mg CH4 /m2/h						collected but not reported															
35	274	NEP4	26	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.06666667	mg CH4 /m2/h						collected but not reported															
35	274	NEP5	26	12	2015		monthly	monthly	29.645556	119.050833	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.057	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	6	12	2014		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.25	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	6	12	2014		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.18666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	6	12	2014		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.21666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	6	12	2014		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.26333333	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	6	12	2014		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.11666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	4	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.042	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	4	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.10666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	4	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.05466667	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	4	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.01933333	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	20	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.089	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	20	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.1115	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	20	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.069	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	20	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.24666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	20	1	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.125	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	8	2	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.23333333	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	8	2	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.19666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	8	2	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.04866667	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	26	3	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.08766667	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	26	3	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.105	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	26	3	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.079	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	26	3	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.088	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	17	4	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.049	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	17	4	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.068	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	17	4	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.062	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	17	4	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.0775	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	2	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.07033333	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	2	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.024	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	2	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.035	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	2	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.02766667	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	2	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.025	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	25	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.03266667	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	25	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.034	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	25	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.02133333	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	25	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.01533333	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	25	6	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.019	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	1	8	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.47333333	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	1	8	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.33	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	1	8	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.09866667	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	1	8	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.10433333	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	1	8	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.07733333	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	1	9	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.087	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	1	9	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.111	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	1	9	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.05166667	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	1	9	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.088	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	1	9	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.06433333	mg CH4 /m2/h						collected but not reported															
35	274	SWP1	3	10	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.22	mg CH4 /m2/h						collected but not reported															
35	274	SWP2	3	10	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.14666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP3	3	10	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.10666667	mg CH4 /m2/h						collected but not reported															
35	274	SWP4	3	10	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.03866667	mg CH4 /m2/h						collected but not reported															
35	274	SWP5	3	10	2015		monthly	monthly	29.471667	118.744167	reservoir	14	NR	5.80E+08	17800000000	37									measured-chamber			0.062	mg CH4 /m2/h						collected but not reported															
