site_numeric,site,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,river_width,catchment_area_snapped,catchment_area_h90m,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
1838,Puzi River,120.370929,23.517753,120.3704167,23.51625,175.2955789,NA,6,18.93888283,14.76988411,3,3,0,14
1845,dr2,108.579031,23.577012,108.5795833,23.57791667,115.4016007,NA,12,357.4635315,10.10961246,NA,6,0,166
1849,dr1,108.580592,23.583161,108.5795833,23.58291667,106.4402129,NA,7,355.9935608,285.9964905,6,6,0.014066,157
1856,DJ41,114.338087,23.649758,114.3395833,23.64958333,153.8155401,NA,22,139.5174866,0.033671316,NA,6,0,48
1862,Qingshui Creek,120.661193,23.680978,120.66125,23.68208333,123.1822792,NA,12,366.0113525,365.9820557,6,6,0,186
1863,Tigertail River,120.4907,23.682666,120.4895833,23.68208333,131.0201705,NA,6,34.07699966,34.01280975,4,4,0,33
1864,Magongcuo Ditch,120.263797,23.694388,120.2620833,23.69375,188.5697479,NA,5,24.89792252,24.73239136,4,4,0,6
1867,Youcailiao Ditch,120.293971,23.721294,120.2929167,23.72041667,145.2042854,NA,11,4.975574493,4.117919922,3,3,0,10
1883,Ganges_W7Ê,90.243298,23.848413,90.24208333,23.84875,129.2356477,NA,5,857.5855713,0.020687083,NA,7,0,4
1884,r106,117.037711,23.878111,117.03875,23.87875,127.457205,NA,22,527.9713745,0.080070823,NA,6,0,49
1885,Shuili River,120.87429,23.88416,120.8745833,23.88458333,55.78757465,NA,10,41.47087097,38.56992722,4,4,0.028162,495
1889,Mei River,121.044997,23.999091,121.04375,23.99958333,138.1511226,NA,9,85.50737762,0.010628979,NA,5,0.040752,598
1890,Meilun River-1,121.56325,23.999732,121.5645833,24.00041667,155.5463696,NA,13,34.04859161,0.008710732,NA,5,0,49
1891,Meilun River-2,121.544541,24.014143,121.5445833,24.01291667,136.5826536,NA,11,10.69447899,10.32831764,4,4,0,135
1893,Taluowan River,121.163,24.025,121.16125,24.02541667,183.8782896,NA,14,193.5764771,193.2391357,6,6,0.024912,1021
1903,Liwu River-1,121.650647,24.145641,121.65125,24.14541667,66.147855,NA,13,589.4639893,0.007835117,NA,6,0.021574,15
1904,Shakadang River,121.616,24.172,121.6145833,24.17125,166.3452426,NA,24,60.48197937,60.40182114,4,4,0.188176,124
1905,Liwu River-2,121.577854,24.173713,121.57875,24.17375,91.08883037,NA,24,513.6289063,513.56427,6,6,0.012054,172
1906,Dajia River,120.837515,24.174405,120.83625,24.17375,147.7195107,NA,18,917.7391968,0.037839498,NA,7,0.009749,444
1907,Laoxi River,121.537279,24.202556,121.5354167,24.20208333,196.2760027,NA,13,2.74057889,0.490768254,NA,3,0,1232
1909,Dasha Stream,121.501679,24.207003,121.50125,24.20708333,44.46539232,NA,6,1.863235712,1.766207695,2,2,0,911
1910,NPJ-8,103.113191,24.210939,103.1145833,24.21208333,190.2894148,NA,17,3766.702148,0.013766406,NA,7,0,1133
1911,Nanpan-7,103.113379,24.211102,103.1145833,24.21208333,163.9645988,NA,20,3766.702148,3766.65625,7,7,0,1133
1914,DJ19,115.128798,24.226754,115.12875,24.22791667,129.5191535,NA,9,32.97862244,32.90371323,4,4,0,97
1915,NPJ-7,103.396992,24.229511,103.3979167,24.22875,126.4410695,NA,16,2681.729492,0.010688968,NA,7,0,1358
1916,Nanpan-8,103.396948,24.229566,103.3979167,24.22875,133.8679854,NA,16,2681.729492,0.010688968,NA,7,0,1358
1924,Heping River,121.626877,24.349785,121.6279167,24.35125,194.1997533,NA,11,175.6706085,0.08497116,NA,6,0,453
1931,Da'an River,121.140581,24.418791,121.1404167,24.41791667,98.7454139,NA,13,101.3379517,83.09287262,5,5,0,1379
1942,Nan'ao River,121.773626,24.49092,121.7754167,24.49041667,189.8578144,NA,19,136.4352722,0.061033197,NA,5,0,68
1951,Hongshui-1,107.757399,24.527032,107.75875,24.52791667,168.5780925,NA,17,364.43396,364.1964111,6,6,0.000827,303
1952,"Xijiang River, China",107.75745,24.527043,107.75875,24.52791667,163.6832398,NA,18,364.43396,364.1964111,6,6,0.000827,303
1965,Houlong River,120.849548,24.564957,120.8504167,24.56625,168.6779497,NA,16,36.10324478,33.27961731,4,4,0,42
1968,Hongshui-2,107.817552,24.569359,107.81875,24.56958333,123.8302124,NA,22,1044.092529,1044.055908,7,7,0,222
1990,Zhonggang River,120.959898,24.681432,120.9604167,24.68041667,124.6088008,NA,23,294.647583,0.019688053,NA,6,0,46
1998,Keya River,120.982039,24.767582,120.98125,24.76791667,88.02430767,NA,15,30.68271065,30.65232277,5,5,0.011251,44
2003,Lanyang River,121.71629,24.77924,121.7179167,24.77958333,168.7913653,NA,8,27.28112984,27.18861198,4,4,0.014383,43
2011,Fengshan River,121.108,24.815,121.10625,24.81541667,182.8039422,NA,11,144.170929,142.9701385,5,5,0,64
2015,GC4,109.333836,24.859062,109.3345833,24.85791667,148.1677571,NA,5,218.2608948,0.013133665,NA,5,0,153
2018,Guancun stream (G5),109.33439,24.86479,109.3354167,24.86375,155.4210883,NA,5.135,31.95928764,0.026751751,NA,4,0,157
2020,Guancun stream (G4),109.334445,24.865864,109.3354167,24.86458333,173.0763064,NA,7.07,31.92249489,31.70513725,4,4,0,156
2021,Guancun stream (G3),109.334798,24.868139,109.3354167,24.86708333,133.0952645,NA,7.22,31.65994072,0.018495282,NA,4,0,166
2025,Anning,102.483433,24.912124,102.4845833,24.91291667,145.8578168,NA,16,4074.529297,0.011132073,NA,8,0,1837
2036,Tamsui River-2,121.370562,24.955347,121.37125,24.95625,122.1723364,NA,15,875.447876,875.3417358,6,6,0,25
2037,Longchuan River-13,101.586641,24.967424,101.5879167,24.96708333,134.2053741,NA,5,133.1838531,0.030915249,NA,5,0,1803
2040,DJ24,115.526052,24.975466,115.5254167,24.97541667,64.34618996,NA,8,25.8433857,0.015777176,NA,4,0.028132,410
2048,Longchuan River-41,101.574183,25.000281,101.5745833,25.00041667,43.12058374,NA,12,197.6685181,197.6685181,5,5,0,1784
2055,Shuang River,121.894189,25.023296,121.8954167,25.02291667,130.8373152,NA,18,88.95479584,0.025151683,NA,5,0,16
2056,Nankan River,121.303471,25.025787,121.3029167,25.02625,76.04550675,NA,13,59.81774902,59.21300125,5,5,0,70
2058,Xiaohekou,101.560391,25.046161,101.5604167,25.04791667,195.4570604,NA,19,259.3892822,0.152901426,NA,5,0,1779
2064,Kunming,102.713831,25.057111,102.7145833,25.05625,122.2389937,NA,20,724.9696045,0.012591836,NA,6,0,1899
2073,Longchuan River-10,101.50198,25.089149,101.50375,25.08875,183.8900611,NA,11.5,1288.780884,0.021024236,NA,6,0,1791
2074,Longchuan River-36,101.50291,25.1,101.50375,25.10125,162.8891664,NA,14,1251.905151,266.2301331,NA,6,0,1789
2084,Longchuan River-15,101.658863,25.123689,101.65875,25.12458333,100.2060473,NA,19,1950.278687,0.023714337,NA,6,0,1769
2085,Longchuan River-7,101.391583,25.127512,101.3929167,25.12791667,141.7608224,NA,18,1041.735596,983.4956055,6,6,0.000866,1818
2090,Longchuan River-6,101.33471,25.15407,101.3354167,25.15458333,91.29991473,NA,14,593.5371094,0.007772105,NA,6,0,1861
2091,Longchuan River-33,101.33595,25.15753,101.3345833,25.15708333,146.407557,NA,11,562.9292603,0.021631569,NA,6,0,1831
2092,BPJ-2,106.09198,25.159443,106.09375,25.15875,194.3127583,NA,18,200.9342651,0.114717618,NA,5,0.034625,532
2099,Longchuan River-5,101.283871,25.17729,101.2854167,25.17791667,170.6278835,NA,17,461.6363525,0.020354874,NA,6,0,1846
2101,NPJ-2,104.911454,25.193674,104.9120833,25.19375,63.95485676,NA,20,1883.573364,0.008393941,NA,7,0,964
2102,Nanpan-12,104.911414,25.193724,104.9120833,25.19375,67.4840868,NA,15,1883.573364,0.008393941,NA,7,0,964
2103,Longchuan River-16,101.662134,25.195494,101.66125,25.19708333,198.0675903,NA,13.5,2064.487549,2064.017578,6,6,0.00433,1780
2108,Xiaohe,102.833151,25.202994,102.8345833,25.20375,167.0198672,NA,9.5,375.9846191,375.5204773,6,6,0,1964
2110,Longchuan River-17,101.728681,25.203894,101.7279167,25.20458333,108.6972637,NA,10,119.8814468,119.596077,5,5,0,1785
2111,Longchuan River-4,101.247118,25.205296,101.24875,25.20541667,164.9237142,NA,7,421.7392578,0.083300658,NA,6,0,1855
2112,Longchuan River-31,101.246239,25.21,101.24625,25.20958333,46.39635048,NA,8,421.1288452,89.54747772,NA,6,0,1857
2115,Dianwei,102.862135,25.216925,102.8629167,25.21541667,185.4454369,NA,8,106.5961456,0.088862412,1,5,0,1960
2117,Longchuan River-42,101.69,25.224,101.6904167,25.22458333,77.31365382,NA,15,2280.42041,0.010545094,NA,6,0,1711
2118,Longchuan River-32,101.24,25.2242,101.24125,25.22458333,132.9170209,NA,7,298.978241,241.5107422,NA,6,0.006061,1861
2119,Longchuan River-3,101.233799,25.225908,101.2345833,25.22625,87.68149592,NA,9,298.1669617,298.0048828,6,6,0,1863
2120,Longchuan River-2,101.173637,25.235613,101.17375,25.23625,71.8176347,NA,6,236.2433777,236.2193146,5,5,0.006063,1894
2126,Longchuan River-38,101.37984,25.2623,101.3795833,25.26208333,35.34708926,NA,5,200.7247314,200.7247314,5,5,0,1916
2127,Longchuan River-19,101.703238,25.264407,101.70375,25.26541667,123.6507604,NA,13,2298.895264,0.042450029,NA,6,0.051858,1720
2130,Longchuan River-48,101.7055,25.27,101.70625,25.27125,158.3122345,NA,5,2300.913086,0.021079266,NA,6,0,1672
2133,Longchuan River-45,101.7108,25.28,101.71125,25.28125,146.3362079,NA,17,2449.403076,0.018702356,NA,6,0,1674
2136,Ganges_W3Ê,83.00371,25.285,83.00541667,25.28458333,177.9356758,NA,7,18.94155884,17.24006653,4,4,0,77
2140,Longchuan River-20,101.709815,25.300505,101.7095833,25.30041667,25.3040695,NA,17,2630.746338,2630.746338,7,7,0,1588
2154,Longchuan River-21,101.740741,25.347845,101.74125,25.34875,113.0109381,NA,24.5,3082.615967,0.023706093,NA,7,0.02598,1574
2155,Siying,103.2251,25.34794,103.22375,25.34875,163.0197475,NA,17,1254.400269,0.011075344,NA,7,0.002898,1883
2168,BPJ-9,105.758117,25.384084,105.7595833,25.38458333,157.5998459,NA,22,198.9996033,198.7939301,5,5,0.051362,428
2169,Beipan-12,105.758132,25.384191,105.7595833,25.38458333,152.357211,NA,19,198.9996033,0.034054667,NA,5,0.051362,428
2170,Jiulong River-11,116.956,25.3876,116.9579167,25.38791667,195.9541289,NA,22,270.6323547,269.136261,6,6,0,415
2181,Longchuan River-22,101.830047,25.506015,101.8304167,25.50708333,124.5908356,NA,18.5,3494.035889,10.17127514,NA,7,0,1224
2182,Longchuan River-61,101.8283,25.51,101.8295833,25.51125,189.6997366,NA,11,3495.793213,0.061636139,NA,7,0,1215
2184,Longchuan River-23,101.826886,25.527529,101.8279167,25.52875,170.8610063,NA,17,3509.371826,0.025484409,NA,7,0.047629,1274
2186,Longchuan River-60,101.829,25.54,101.8304167,25.54125,199.0214189,NA,18,3514.674072,2.455250263,2,7,0.028089,1269
2187,Longchuan River-62,101.92,25.544317,101.9204167,25.54458333,51.2870977,NA,6,117.9420471,109.9948044,5,5,0.069522,1445
2188,Longchuan River-24,101.922728,25.544503,101.9220833,25.54541667,120.5699535,NA,11,117.8449631,51.44320297,NA,5,0.081109,1493
2191,Xianrenzhang,110.700443,25.584049,110.7004167,25.58541667,152.2709132,NA,24,554.0552368,0.010401196,NA,6,0,214
2194,Maolan Spring-1,107.608083,25.605448,107.6095833,25.60625,175.0856924,NA,6,18.14940453,0.030853448,NA,4,0.005137,878
2195,Maolan Spring-1,107.609987,25.605973,107.61125,25.60708333,177.0663246,NA,5,18.22286987,18.14940453,4,4,0.019031,874
2196,Maolan Spring-2,107.615622,25.608429,107.61625,25.60958333,143.1306509,NA,8,20.85924339,20.79460335,4,4,0.004137,877
2197,Maolan Spring-2,107.615768,25.60876,107.6154167,25.61041667,187.7613135,NA,7,20.91948891,20.79460335,4,4,0.02164,865
2198,Maolan Spring-3,107.621452,25.612486,107.6220833,25.61291667,79.46467015,NA,6,22.46370506,0.017410083,NA,4,0,855
2199,Maolan Spring-3,107.621481,25.612525,107.6229167,25.61375,198.4044605,NA,8,22.52911949,21.80307007,4,4,0,861
2202,Nanpan-2,103.825716,25.616413,103.8270833,25.61625,138.4441797,NA,13,584.7818604,0.034461629,NA,6,0,1869
2203,NPJ-13,103.825436,25.616558,103.8270833,25.61625,168.8728609,NA,18,584.7818604,0.034461629,NA,6,0,1869
2204,Longchuan River-25,101.825272,25.627992,101.8254167,25.62958333,177.7404786,NA,21.5,3888.225098,3887.837158,7,7,0,1125
2206,Gaoqiao,102.166922,25.638329,102.1670833,25.63958333,140.5673529,NA,18,720.2993164,0.011224427,NA,6,0,1969
2209,Longchuan River-57,101.5297,25.6675,101.53125,25.66791667,162.2881729,NA,6,207.3301392,0.021803919,NA,5,0,1736
2213,Longchuan River-26,101.858244,25.699598,101.8595833,25.69958333,134.355474,NA,18,4102.021973,4101.964844,7,7,0.001448,1075
2216,Longchuan River-27,101.819894,25.734287,101.8204167,25.73541667,136.2390002,NA,23,966.2366943,0.0120174,NA,7,0,1116
2218,Longchuan River-58,101.8233,25.78,101.8245833,25.77958333,136.7480261,NA,18,1141.751587,134.3114777,5,7,0.019051,1062
2219,R59,104.4788,25.78404,104.4804167,25.78458333,172.9683079,NA,22,302.6219788,301.9801941,6,6,0.01572,1578
2223,Longchuan River-53,101.74,25.8276,101.74125,25.82791667,130.1155812,NA,23,2852.072021,0.049937505,NA,7,0.013034,1092
2225,Huangguayuan,101.867207,25.833801,101.8670833,25.83458333,87.96597986,NA,19,11.16986847,0.007935622,NA,3,0.1273,1082
2226,Longchuan River-28,101.861946,25.837581,101.8629167,25.83708333,111.9250042,NA,15,5578.304688,4114.930664,8,8,0.021607,1040
2228,Duoke,101.770064,25.849552,101.7704167,25.85041667,102.5334993,NA,18,2889.643066,2889.525391,7,7,0,1030
2233,Beipan-8,105.643232,25.888699,105.6445833,25.88875,135.4522002,NA,18,56.675354,0.014796591,NA,4,0.009929,680
2234,BPJ-13,105.643132,25.888893,105.6445833,25.88875,146.2169579,NA,20,56.675354,0.014796591,NA,4,0.009929,680
2236,Longchuan River-54,101.7789,25.9,101.7779167,25.89875,170.4665932,NA,24,600.3448486,461.1638489,6,6,0.025928,1041
2241,Dahuizhuang,100.534565,25.95011,100.53625,25.95041667,172.0813011,NA,8,1576.415161,0.038557488,NA,7,0,1406
2251,Longchuan River-55,101.6,26.0375,101.60125,26.03625,187.0678484,NA,18,205.5672913,205.3807678,6,6,0,1546
2253,Hongweiqiao,115.198953,26.060632,115.1995833,26.06125,93.30659409,NA,22,138.7967682,138.7547607,5,5,0,123
2254,Huangping,100.366624,26.083451,100.3670833,26.08375,56.71834642,NA,8,659.5953369,659.5422974,6,6,0.057934,1342
2268,Fuquan,109.163999,26.275095,109.1654167,26.27625,191.1954825,NA,7.5,86.46595764,86.34131622,5,5,0,480
2277,BPJ-18,105.012115,26.381026,105.0129167,26.37958333,179.3963397,NA,12,208.7643433,0.022756342,NA,5,0,1081
2278,Beipan-3,105.012381,26.383193,105.0129167,26.38208333,134.5833863,NA,15,208.5528717,0.023075756,NA,5,0,1056
2285,Beipan-4,105.078831,26.443267,105.0795833,26.44291667,84.5222214,NA,19,193.0036011,0.081471376,NA,5,0.019858,1190
2286,BPJ-17,105.077157,26.443939,105.07875,26.44375,160.1658087,NA,21,192.8790894,0.809523761,2,5,0.000827,1184
2288,Huaxi,106.6727,26.466646,106.67375,26.46625,113.5421653,NA,18,332.0596619,0.022200383,NA,6,0,1091
2293,Qiyanqiao,106.298476,26.51407,106.2995833,26.51458333,124.226201,NA,20,180.158371,0.008138453,NA,5,0,1260
2315,Mujiaqiao,100.285249,26.799943,100.2854167,26.79875,133.8450324,NA,22,5.406664371,5.138105392,3,4,0,2365
2320,Laiyuanqiao,99.928915,26.853634,99.92958333,26.85458333,124.7950469,NA,19.5,994.5506592,898.8806152,7,7,0,1836
2350,Yuqing,107.748621,27.268414,107.7495833,27.26958333,161.279753,NA,14,140.6389923,140.551712,6,6,0,643
2356,Xuhuatun,105.249312,27.345416,105.25125,27.34541667,191.6292916,NA,12,76.37580109,74.96307373,4,4,0,1559
2357,Canal Two,-110.4346,27.365,-110.4354167,27.36458333,93.1127654,NA,6,439.0104675,438.97052,6,6,0,1
2358,Niulan,103.190937,27.38624,103.1904167,27.38625,51.4435887,NA,16,12520.22754,12520.15625,9,9,0.084005,594
2359,Xinquan,103.650638,27.388194,103.65125,27.38958333,166.0686867,NA,11,825.4801025,0.030597383,NA,7,0,1899
2362,Hezhou,114.816386,27.449938,114.8179167,27.44958333,156.2787766,NA,15,375.9416199,0.008086741,NA,6,0,64
2373,Shiqian,108.360477,27.564883,108.3595833,27.56625,175.8812863,NA,21,495.5248718,0.038115472,NA,7,0,564
2382,Hongjunshan,106.913023,27.716539,106.9120833,27.71541667,155.5134317,NA,17,109.6513672,109.6132736,5,5,0.020784,828
2386,Hehuihe,106.925619,27.733165,106.9270833,27.73208333,187.926925,NA,16,107.844162,0.009814564,NA,4,0.015588,866
2397,Heshuihe,104.20892,27.969474,104.20875,27.97041667,106.2598825,NA,14,300.6720886,0.014692338,NA,6,0,520
2402,Tongzi,106.817309,28.121727,106.81625,28.12208333,111.280246,NA,24,486.2974854,486.2466431,6,6,0.010139,926
2405,Zhuxi River,105.185484,28.173621,105.18625,28.17458333,130.8672799,349,21,96.48540497,13.62839413,NA,5,0,493
2406,Songtao,109.21399,28.183432,109.2145833,28.18458333,140.7688422,NA,20,139.1994324,0.015090105,NA,5,0,376
2409,Lijiadu,116.166315,28.217828,116.1679167,28.21875,187.6612712,NA,10,0.126794204,0.023498286,NA,1,0,27
2412,Chiwu Creek-8,107.313714,28.239973,107.3154167,28.24041667,174.1302903,NA,15,51.6740303,0.039600261,NA,4,0,688
2413,Chiwu Creek-7,107.3,28.2423,107.30125,28.24291667,140.4963388,NA,18,45.29683304,0.159258336,1,4,0,696
2415,Chiwu Creek-6,107.29274,28.244,107.2945833,28.24458333,192.0771331,NA,19,43.86315536,7.960748672,3,4,0.000866,695
2416,Chiwu Creek-5,107.277,28.2507,107.27875,28.25125,182.1990986,NA,18,32.31190872,7.192142487,3,4,0,702
2417,Chiwu Creek-4,107.27245,28.253,107.2729167,28.25375,95.20764973,NA,8,13.8291626,0.029692013,NA,3,0.123162,769
2419,Chiwu Creek-2,107.270429,28.256297,107.2720833,28.25541667,189.5192219,NA,6,13.57090473,0.621422768,NA,3,0.063741,777
2427,Gaoan,115.366559,28.35025,115.3670833,28.35125,122.5996018,NA,11,0.214985862,0.011561175,NA,1,0,31
2437,Weeki Wachee Spring,-82.573351,28.51855,-82.57458333,28.51958333,166.6164364,NA,15,3.361174107,1.798548698,2,3,0.013429,3
2438,S3-Tuojia River,113.357645,28.539161,113.3579167,28.53791667,141.0432937,NA,7,39.78860474,0.012386776,NA,4,0,64
2439,Tuojia River-4,113.356247,28.541018,113.35625,28.53958333,159.7066323,NA,8,39.47434616,0.007542865,NA,4,0,65
2441,Tuojia-3,113.33757,28.555487,113.33875,28.55625,143.2698411,NA,8.3,23.22717667,1.161401749,NA,4,0,69
2442,Tuojia River-3,113.333844,28.557163,113.3354167,28.55708333,154.0253171,NA,7,22.25292206,0.034347132,NA,4,0.007794,72
2456,Ganges_W1Ê,77.254549,28.611032,77.25625,28.61125,167.9943922,NA,6,7095.113281,0.009578425,NA,1,0,202
2491,Qingxi River,106.407,28.8333,106.4070833,28.83458333,143.0909629,NA,14,68.70212555,68.60126495,4,4,0,600
2505,Yangdu River,106.77881,28.927384,106.77875,28.92625,126.3715879,NA,9,35.0406723,34.7114296,4,4,0.111278,259
2525,Chongqing-11,106.584504,29.245549,106.58375,29.24625,107.0183973,NA,18,107.9761276,107.9473495,5,5,0,245
2526,w1,106.82573,29.253052,106.82625,29.25375,92.67186279,NA,12,122.1470566,0.009638622,NA,5,0,334
2527,Area I,106.827859,29.257466,106.8270833,29.25875,161.5704032,NA,11,126.9308167,0.024985746,NA,5,0,329
2529,Chongqing-6,106.826286,29.26096,106.8245833,29.26125,168.4767694,NA,17,127.4299164,127.2393112,5,5,0,327
2532,BYPH,106.567609,29.278852,106.5679167,29.28041667,176.7211886,NA,24,265.1544189,265.0709229,5,5,0.00433,235
2533,w2,106.818946,29.279445,106.8204167,29.28041667,179.1396052,NA,15,159.7959595,0.022206299,NA,5,0.028577,333
2539,w4,106.82761,29.293829,106.8279167,29.29541667,179.2283292,NA,16,193.1120605,188.2800293,6,6,0,314
2542,Area I,106.838076,29.318019,106.8379167,29.31625,197.5305171,NA,15,197.4636688,179.788269,6,6,0.053691,330
2543,Chongqing-7,106.836283,29.319357,106.83625,29.32041667,118.00503,NA,16,204.4416199,196.6247406,6,6,0,295
2546,Area III,106.517344,29.31992,106.5179167,29.32125,158.1444026,NA,24,331.3308411,0.009609165,NA,5,0,184
2548,Chongqing-9,106.766767,29.326667,106.7679167,29.32708333,120.8208218,NA,20,64.00936127,63.99106979,5,5,0.005196,260
2549,w5,106.839016,29.32802,106.8404167,29.32791667,136.4229105,NA,17,3.591342211,0.019162497,NA,3,0,295
2550,Area I,106.77,29.33,106.7704167,29.33125,144.9058624,NA,11,68.62651825,67.83760834,5,5,0,253
2553,w7,106.844048,29.340666,106.8445833,29.34208333,166.1088196,NA,18,256.861084,0.043661457,NA,6,0,286
2555,Chongqing-37,106.284167,29.347267,106.28375,29.34875,169.9731612,NA,23,65.68826294,50.91243362,5,5,0,284
2556,Area III,106.372427,29.348745,106.37375,29.34958333,158.7094977,NA,19,156.8296356,156.7230377,5,5,0,189
2559,Area III,106.280848,29.350267,106.2820833,29.34958333,141.9850193,NA,15,65.61847687,65.58969879,5,5,0.00869,283
2562,Lixiang River-4,106.936325,29.354338,106.9370833,29.35541667,140.8266116,NA,8,33.73828125,11.84852982,2,4,0.075626,528
2568,TD9,106.435517,29.3755,106.4354167,29.37458333,102.5059918,68,11,67.39055634,0.021193797,NA,5,0,190
2573,TD8,106.431817,29.389775,106.4329167,29.38875,156.1915456,NA,15,64.70854187,0.007680228,NA,5,0.016454,193
2576,Area III,106.691001,29.40008,106.6920833,29.40125,167.2769835,NA,7,27.80455017,27.77252007,4,4,0.018366,279
2578,TD7,106.4288,29.405672,106.4279167,29.40708333,178.9451328,NA,12,40.53031921,3.974029064,1,4,0.064083,231
2579,Area IV,106.429549,29.405744,106.4295833,29.40625,56.42598237,NA,15,40.36117935,0.008924769,NA,4,0,236
2582,Area III,106.596845,29.409688,106.59625,29.41125,183.2042331,NA,15,139.58815,139.4224701,5,5,0,271
2583,ES3,106.753417,29.413967,106.75375,29.41541667,164.5750668,NA,6,40.52353287,37.36912918,5,5,0,301
2587,Area III,106.358752,29.419578,106.3579167,29.41875,122.7046888,NA,9,0.56585604,0.09709093,NA,2,0.022687,269
2588,TD6,106.42999,29.420333,106.43125,29.41958333,147.955992,NA,15,36.381073,0.028479489,NA,4,0,237
2590,ES4,106.757637,29.421468,106.75875,29.42208333,127.8224429,NA,5,50.18120575,0.007979924,NA,5,0,300
2591,Chongqing-40,106.358894,29.421747,106.35875,29.42125,57.06046936,NA,8,0.553341746,0.007689764,NA,2,0.045897,283
2593,e1,106.802492,29.423625,106.8029167,29.42458333,114.3517087,NA,10,105.4345245,0.013891454,NA,5,0,232
2594,TD5,106.4325,29.425667,106.43125,29.42458333,171.0015874,NA,11,35.81428528,35.73538971,4,4,0,236
2596,L2,106.880427,29.427394,106.87875,29.42708333,166.2341646,NA,20,146.0249634,145.4233856,5,5,0.002897,254
2599,Area IV,106.467409,29.429898,106.4679167,29.42875,136.9459702,NA,24,6.713027,0.008648929,NA,4,0,218
2601,ES5,106.7603,29.435467,106.76125,29.43625,126.8072843,NA,16,55.92747879,55.06074905,5,5,0.00108,301
2602,Chongqing-10,106.818017,29.4356,106.81875,29.43625,101.4181863,NA,22,146.0186157,145.9725037,6,6,0,230
2603,TD4,106.43245,29.436367,106.4329167,29.43541667,115.0589654,NA,20,31.59392738,0.028944042,NA,4,0,245
2604,Area I,106.82,29.44,106.82125,29.44125,184.5189166,NA,21,147.2398071,0.019371269,NA,6,0,238
2606,L1,106.899006,29.443406,106.8979167,29.44458333,168.3103292,NA,11,141.7342072,0.010369148,NA,5,0,266
2607,Longtan River,107.10245,29.445937,107.10375,29.44708333,179.3466831,NA,17,130.6453552,0.008949103,NA,5,0,693
2608,BLTH,107.103056,29.4465,107.10375,29.44708333,93.50236836,NA,13,130.6453552,130.1269989,5,5,0,693
2610,e2,106.829078,29.450907,106.8295833,29.45208333,139.8106653,NA,12,149.7048798,0.01470875,NA,6,0,220
2611,TD3,106.43475,29.454483,106.4345833,29.45291667,175.1102487,NA,12,29.5476284,0.034033127,NA,4,0.005196,252
2613,e3,106.836499,29.457061,106.83625,29.45875,189.5613377,NA,13,151.5619659,151.2348175,6,6,0,218
2614,Area I,106.781389,29.461313,106.7829167,29.46125,148.2344327,NA,12,68.40906525,0.032651633,NA,5,0,285
2619,TD2,106.43955,29.4664,106.4395833,29.46541667,109.5118298,NA,7,15.31807327,15.26616383,4,4,0,256
2622,Area IV,106.522102,29.470213,106.5229167,29.47125,139.8560551,NA,8,277.8497925,0.029077673,NA,6,0,200
2625,Area IV,106.438776,29.476441,106.4404167,29.47625,160.4126345,NA,16,14.10774231,0.237655863,1,4,0,280
2629,Area III,106.35622,29.483842,106.3579167,29.48458333,183.9605737,NA,5,15.9889679,0.008415747,NA,5,0.000866,295
2630,ES8,106.789817,29.484033,106.78875,29.48458333,120.1818076,NA,14,83.84996796,83.67403412,5,5,0,265
2632,LT1,106.30183,29.485,106.3020833,29.48625,141.2981453,NA,8,14.11420059,13.78103447,4,4,0,298
2633,ES9,106.7887,29.4864,106.7895833,29.48708333,114.5116966,129,18,84.65843201,84.59217834,5,5,0,268
2634,Taohua-7,106.520867,29.487123,106.5204167,29.48625,106.5295731,NA,5,30.98246002,30.94438553,4,4,0.034639,180
2635,Area IV,106.639784,29.489098,106.6404167,29.48958333,81.71352791,NA,18,12.56672287,12.46925926,4,4,0,264
2637,Taohua-6,106.520483,29.490299,106.52125,29.48875,187.7684065,NA,9,30.84606552,23.67411613,4,4,0.002161,200
2638,Taohua-5,106.517449,29.495254,106.5179167,29.49375,173.4482192,NA,14,30.02759933,0.015610279,NA,4,0.062351,238
2644,LT2,106.301633,29.501404,106.3029167,29.50208333,145.5559596,NA,7,19.25389481,0.012934377,NA,4,0,292
2648,Changtang River,106.719835,29.508817,106.7204167,29.51041667,186.7774138,131,15,95.30395508,95.13373566,5,5,0,223
2649,Taohua-4,106.502459,29.508822,106.50375,29.50875,125.3275296,NA,13,22.39595985,0.007472518,NA,4,0,255
2650,BLTH-BSY,106.366027,29.509189,106.3670833,29.51041667,170.7320176,NA,10,53.51766586,46.35865784,5,5,0,292
2652,Liangtan River,106.366301,29.509421,106.3670833,29.51041667,134.2725969,NA,8,53.51766586,46.35865784,5,5,0,292
2655,Taohua-3,106.504871,29.511838,106.50375,29.51125,126.7995179,NA,13,22.14801407,22.08707047,4,4,0,258
2656,Area V,106.488496,29.513336,106.4895833,29.51375,114.9756541,NA,12,16.76621437,16.70927811,4,4,0,257
2657,Taohua-2,106.503811,29.514282,106.5054167,29.51375,166.4400515,NA,12,21.45121956,17.25304794,NA,4,0,258
2658,Taohua-1,106.495788,29.515865,106.4970833,29.51541667,135.0430934,NA,13,18.39079285,17.91866875,4,4,0,260
2659,LT3,106.3016,29.516167,106.3029167,29.51708333,163.3204872,NA,15,40.49879837,0.007664613,NA,5,0.00866,291
