site_numeric,site,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,river_width,catchment_area_snapped,catchment_area_h90m,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
1164,Congo River basin,24.39691,0.74571,24.42875,0.74875,3560.231192,NA,2100,1019758.688,349.4480286,NA,11,0,372
1166,Congo River basin,24.38852,0.75207,24.42875,0.74875,4493.224358,NA,2300,1019758.688,678.4411011,NA,11,0,372
1168,Congo River basin,24.29663,0.76038,24.30291667,0.770416667,1318.324554,NA,1900,950236.875,0.00859519,NA,11,0,371
1169,Congo River basin,24.29645,0.76073,24.30291667,0.770416667,1296.486564,NA,1900,950236.875,0.00859519,NA,11,0,371
1170,Congo River basin,24.2965,0.76112,24.30291667,0.770416667,1257.438615,NA,1900,950236.875,0.021736166,NA,11,0,371
1171,Congo River basin,24.2964,0.76113,24.30291667,0.770416667,1262.882884,NA,1900,950236.875,0.021736166,NA,11,0,371
1173,Congo River basin,24.29678,0.76224,24.30291667,0.770416667,1138.019645,NA,1900,950236.875,0.610940993,NA,11,0,371
1174,Borges2019_98,24.31136,0.76242,24.30291667,0.770416667,1294.487257,NA,2000,950236.875,84264.90625,4,11,0,371
1176,Congo River basin,24.2996,0.76393,24.30291667,0.770416667,810.9924793,NA,1900,950236.875,3.500630856,1,11,0,371
1177,Congo River basin,24.26162,0.76418,24.30291667,0.770416667,4648.844884,NA,600,950236.875,6105.84082,NA,11,0,371
1179,Congo River basin,24.30192,0.76535,24.30291667,0.770416667,574.8256226,NA,1900,950236.875,1.4029001,NA,11,0,371
1181,Congo River basin,24.30437,0.76659,24.30291667,0.770416667,455.6650329,NA,1900,950236.875,250132.3594,NA,11,0,371
1182,Congo River basin,24.30437,0.7667,24.30291667,0.770416667,444.2388197,NA,1900,950236.875,481443.2813,11,11,0,371
1183,Borges2019_95,24.26552,0.76711,24.30291667,0.770416667,4178.846748,NA,640,950236.875,27603.57617,NA,11,0,371
1184,Congo River basin,24.30763,0.7682,24.30291667,0.770416667,579.7717153,NA,1900,950236.875,21082.56445,NA,11,0,371
1185,Borges2019_59,24.26611,0.76861,24.30291667,0.770416667,4101.863288,NA,680,950236.875,40092.19922,NA,11,0,371
1186,Congo River basin,24.26612,0.76869,24.30291667,0.770416667,4100.324377,NA,670,950236.875,40092.19922,NA,11,0,371
1187,Congo River basin,24.31001,0.7699,24.30291667,0.770416667,791.646989,NA,1900,950236.875,202.8231812,NA,11,0,371
1189,Congo River basin,24.31145,0.77206,24.30291667,0.770416667,967.2961043,NA,1900,950236.875,0.085416995,NA,11,0,371
1190,Congo River basin,24.3122,0.77258,24.30291667,0.770416667,1061.013533,NA,1900,950236.875,0.008629949,NA,11,0,371
1191,Congo River basin,24.31222,0.77258,24.30291667,0.770416667,1063.18174,NA,1900,950236.875,0.008629949,NA,11,0,371
1192,Congo River basin,24.27061,0.773,24.30291667,0.770416667,3607.51587,NA,700,950236.875,28284.27344,NA,11,0,371
1200,Borges2019_60,24.27687,0.78522,24.30291667,0.770416667,3334.836347,NA,2300,950236.875,21366.0918,NA,11,0,371
1201,Congo River basin,24.29666,0.78778,24.30291667,0.770416667,2054.512668,NA,2800,950236.875,4.459394455,5,11,0,371
1203,Congo River basin,24.28214,0.79495,24.30291667,0.770416667,3578.664128,NA,2000,950236.875,0.017746201,NA,11,0,371
1204,Borges2019_102,24.26696,0.79777,24.30291667,0.770416667,5028.936797,NA,2200,950236.875,0.03146334,NA,11,0,371
1206,Borges2019_103,24.26254,0.80411,24.30291667,0.770416667,5853.762815,NA,2300,950236.875,868.4074707,NA,11,0,371
1211,Congo River basin,18.38732,0.85421,18.37291667,0.842083333,2095.843597,NA,1200,1291978.5,44650.38672,NA,11,0,309
1213,Siak River,102.043667,0.868847,102.04875,0.88125,1492.118382,10423,182,10453.50879,0.008644384,NA,8,0,2
1214,Congo River basin,18.3932,0.87151,18.37291667,0.842083333,3978.407099,NA,6000,1291978.5,181430.0625,1,11,0,309
1217,Borges2019_88,24.11224,0.99451,24.03791667,1.00375,8336.080273,NA,2400,1031574.063,1.700637698,1,11,0,369
1218,Congo River basin,24.05911,1.00566,24.03791667,1.00375,2368.431404,NA,3900,1031574.063,2.017666578,2,11,0,369
1219,Congo River basin,24.07055,1.00697,24.03791667,1.00375,3649.811135,NA,3700,1031574.063,1.458913922,NA,11,0,369
1224,Borges2019_67,23.86629,1.09653,23.78375,1.107083333,9261.423953,NA,3000,960561.125,0.721203685,NA,11,0,367
1225,Congo River basin,18.61036,1.12503,18.64375,1.172916667,6498.214227,NA,900,1226840.125,144815.8906,NA,11,0,315
1226,Congo River basin,18.62077,1.12826,18.61875,1.137083333,1007.610612,NA,200,1083320.625,0.654324293,1,11,0,315
1228,Congo River basin,23.6502,1.13995,23.71458333,1.110416667,7883.929639,NA,2700,1131182.625,9020.506836,1,11,0,366
1229,Congo River basin,23.64689,1.1439,23.71458333,1.110416667,8405.725571,NA,3800,1131182.625,16374.5,NA,11,0,366
1235,Borges2019_68,23.57981,1.1892,23.56958333,1.22625,4278.552349,NA,3200,871962.6875,277465.875,6,11,0,361
1237,Congo River basin,18.66453,1.22534,18.64375,1.172916667,6277.299214,NA,4300,1226840.125,3234.020264,NA,11,0,315
1238,Congo River basin,23.61245,1.23029,23.56958333,1.22625,4791.949646,NA,870,871962.6875,27994.5293,7,11,0,361
1239,Congo River basin,23.61593,1.23217,23.58875,1.222916667,3195.543299,NA,400,90377.94531,16873.77734,NA,10,0,361
1240,Borges2019_78,23.61885,1.23367,23.56958333,1.22625,5544.942725,NA,560,871962.6875,25853.49414,1,11,0,361
1242,Borges2019_85,23.91302,1.24669,23.89125,1.257083333,2684.919171,NA,1070,114409.125,28286.27344,NA,10,0,388
1248,Borges2019_87,23.73422,1.26915,23.70541667,1.242916667,4336.349483,NA,500,114894.6172,7.41054821,3,10,0,371
1251,Borges2019_82,23.85729,1.29425,23.85625,1.287916667,714.4609628,NA,400,98891.3125,4.351834774,NA,10,0,384
1252,Borges2019_84,23.96771,1.307,24.01375,1.284583333,5699.193233,NA,600,111771.7891,50473.53125,1,10,0,374
1257,Lupar River,111.349986,1.340125,111.4070833,1.329583333,6461.770918,6541,758,3075.252197,3.638644695,NA,7,0,1
1258,SIMUNJAN_S1,110.766,1.3623,110.7545833,1.362083333,1270.76727,NA,135,672.4862671,0.025558481,NA,7,0,9
1259,Tanga,17.5,1.374,17.48625,1.367916667,1673.35531,NA,170,9828.544922,0.099295743,1,9,0,313
1260,SEMATAN_S1,110.7459,1.3785,110.74625,1.39375,1698.069017,788,170,2235.539795,282.6478882,NA,8,0,3
1264,Congo River basin,23.37913,1.47807,23.35791667,1.454583333,3522.579205,NA,5600,982125.25,5.297911644,NA,11,0,360
1265,Congo River basin,23.37817,1.47916,23.35791667,1.454583333,3544.68466,NA,6800,982125.25,19.33366585,NA,11,0,360
1267,Congo River basin,18.99207,1.4898,18.95458333,1.417083333,9106.491956,NA,3700,1213698.75,0.013384219,NA,11,0,317
1269,Congo River basin,19.01712,1.51539,19.02875,1.52375,1594.052289,NA,4800,1180845.375,96153.42969,NA,NA,0,320
1273,Borges2019_69,23.27398,1.54824,23.23708333,1.587083333,5962.766586,NA,5600,1257102.5,99996.76563,NA,11,0,361
1278,Sangha,16.067,1.609,16.08625,1.59625,2569.612555,NA,820,159672.5313,0.068197019,NA,11,0,345
1283,Saribas River,111.217719,1.638735,111.2370833,1.62375,2724.995097,2149,444,1215.158936,180.712616,NA,7,0,9
1292,Congo River basin,19.3594,1.75099,19.36958333,1.75875,1424.805241,NA,5200,1273286.875,1055374.875,11,11,0,322
1293,Congo River basin,19.36773,1.7563,19.36958333,1.75875,341.9178387,NA,4800,1273286.875,1180262.625,11,11,0,322
1294,Borges2019_77,23.10255,1.77514,23.12291667,1.70125,8531.861229,NA,2600,1138834,10.60322952,1,11,0,362
1296,SEMATAN_S5,109.784,1.7836,109.7845833,1.784583333,127.259768,NA,140,198.2935181,198.2749939,6,6,0.004344,8
1298,SEMATAN_S6,109.7955,1.7912,109.7845833,1.784583333,1420.525179,287,400,198.2935181,45.90018463,NA,6,0.004344,8
1299,Congo River basin,23.08739,1.79804,23.09541667,1.732083333,7396.380718,NA,4200,1019902.375,0.768701673,NA,NA,0,366
1300,Congo River basin,23.06598,1.8104,23.09541667,1.732083333,9313.117696,NA,5200,1019902.375,1.898899555,NA,NA,0,366
1302,Congo River basin,19.78305,1.8546,19.69541667,1.85125,9757.326205,NA,6000,1311757.125,2.833439589,NA,11,0,324
1303,Congo River basin,19.78517,1.85561,19.69541667,1.85125,9997.856108,NA,11300,1311757.125,2.48289156,NA,11,0,324
1308,Congo River basin,19.81715,1.90961,19.82958333,1.892083333,2391.690222,NA,240,818403.5625,42778.16016,9,11,0,323
1309,Congo River basin,19.81723,1.9103,19.80958333,1.887083333,2720.892787,NA,280,1006106,33706.70703,9,11,0,327
1310,Borges2019_70,22.85998,1.94114,22.77041667,1.95125,10027.74912,NA,6700,1099911.25,67.79328156,NA,11,0,356
1314,Congo River basin,20.19882,1.96333,20.25541667,1.962083333,6298.145077,NA,5300,1098640.625,0.066869982,NA,11,0,324
1315,Congo River basin,20.19742,1.96535,20.25541667,1.962083333,6462.606896,NA,5500,1098640.625,0.158524454,NA,11,0,324
1320,Congo River basin,20.12881,1.97888,20.07375,1.912083333,9634.059778,NA,7500,887461.6875,0.605335712,NA,11,0,325
1321,Congo River basin,22.70948,1.99233,22.76875,1.952916667,7920.271255,NA,7200,1187471.875,11097.44336,NA,11,0,356
1322,Congo River basin,22.71825,1.9939,22.76875,1.952916667,7237.358918,NA,7000,1187471.875,364787.8125,11,11,0,356
1323,Congo River basin,20.57103,1.9978,20.58041667,2.032083333,3956.695497,NA,7800,1169356.625,1.891924858,NA,11,0,328
1325,RAJANG_S1,112.549,2.0124,112.52625,2.017916667,2604.391145,NA,280,35948.89453,0.027540939,NA,9,0,14
1326,Congo River basin,20.66444,2.01699,20.74791667,2.015416667,9288.478534,NA,7000,1334626.125,0.92716223,1,11,0,328
1329,RAJANG_S12,112.4879,2.0252,112.4570833,2.032083333,3512.932011,NA,355,36163.60938,17319.64258,NA,9,0,14
1332,Borges2019_73,22.74762,2.04136,22.73125,2.047083333,1929.37093,NA,330,53061.38281,0.016058449,NA,9,0,358
1333,Congo River basin,21.06155,2.04344,20.98875,2.064583333,8433.927994,NA,4400,789.7904053,63.1444397,5,7,0.00868,343
1334,Congo River basin,21.08333,2.04397,21.00291667,2.08625,10108.34034,NA,4300,349.1365051,0.012129294,NA,6,0,340
1335,Sangha,16.084026,2.047863,16.07375,2.057083333,1536.35124,NA,590,83247.1875,547.4108887,NA,10,0,358
1337,Congo River basin,22.720645,2.05005,22.73125,2.047083333,1225.138766,NA,430,53061.38281,27872.03906,NA,9,0,358
1340,RAJANG_S2,112.34,2.053,112.3120833,2.05625,3126.673055,NA,430,37158.30859,18136.80469,1,9,0,8
1343,Obangui,18.061,2.059,18.07541667,1.974583333,9533.106666,NA,2600,515655.9063,0.120737515,NA,11,0,317
1347,Borges2019_74,22.6544,2.08921,22.56875,2.062083333,9995.32188,NA,1500,1265158.25,5920.618164,NA,11,0,356
1348,RAJANG_S3,112.1627,2.0987,112.15125,2.137916667,4547.602603,NA,760,39528.69531,8389.163086,NA,9,0,8
1349,Congo River basin,21.45398,2.10085,21.51458333,2.12125,7113.951569,NA,5400,1327604.875,39671.85547,NA,11,0,341
1351,Congo River basin,21.48115,2.10542,21.51458333,2.12125,4115.595595,NA,5000,1327604.875,2.499848604,NA,11,0,341
1354,RAJANG_S4,111.9573,2.1554,111.99625,2.152083333,4348.533331,NA,450,40335.22266,17823.25391,4,9,0,5
1355,Borges2019_76,22.45778,2.17192,22.39958333,2.105416667,9834.513655,NA,4400,1265465.625,0.013689982,NA,11,0,357
1357,Congo River basin,21.662718,2.177914,21.59125,2.135416667,9251.222204,NA,5700,963888.6875,0.018201621,NA,11,0,342
1358,Congo River basin,21.9008,2.18563,21.90625,2.14625,4425.484582,NA,5500,1142571.125,25295.87305,9,11,0,345
1360,Congo River basin,22.29619,2.19821,22.32208333,2.20625,3016.154908,NA,6100,40710.27734,4.650268078,NA,9,0,346
1361,Congo River basin,22.3409,2.20191,22.42375,2.179583333,9545.328073,NA,5100,47818.34766,18081.24023,NA,9,0,346
1362,RAJANG_S3,111.9154,2.2048,111.9579167,2.152083333,7536.996975,50000,900,36915.13281,6145.551758,NA,9,0,4
1363,Congo River basin,22.332,2.20585,22.32208333,2.20625,1103.998463,NA,6000,40710.27734,32948.05469,9,9,0,346
1364,Sangha,16.193,2.212,16.17458333,2.197083333,2637.070804,NA,600,82421.99219,0.045832235,NA,10,0.008756,355
1366,Sangha,16.19,2.223,16.17458333,2.197083333,3356.229615,NA,390,82421.99219,21050.85547,NA,10,0.008756,355
1368,"Rajang River, nonpeat_wet",111.820309,2.285024,111.7895833,2.252083333,5012.684509,52010,590,37180.97656,178.43927,NA,9,0,0
1373,Nyong_Olama,11.288653,3.433747,11.28458333,3.439583333,791.5861488,18510,100,19121.0957,0.047874779,NA,8,0,644
1374,Nyong_Mbalmayo,11.501796,3.512595,11.49291667,3.509583333,1041.9944,13555,110,14512.37012,14502.84668,8,8,0,641
1375,Lobaye after confluence with Mbar,17.52856,3.75407,17.53791667,3.75625,1067.298467,NA,110,27933.81641,0.012205809,NA,9,0,421
1380,"Lobaye, dowstream of confuence With Mbar",17.53485,3.75726,17.54291667,3.750416667,1176.11245,NA,120,27934.33984,0.008622621,NA,9,0,414
1406,Borges2015_363,18.56667,4.35,18.61625,4.360416667,5624.121878,NA,1140,454933.5938,0.009366301,NA,11,0,338
1407,Oubangui River,18.566667,4.3574,18.57541667,4.350416667,1244.004081,489000,280,330438.1563,0.03994558,NA,NA,0,338
1445,Borges2015_903,-3.71902,5.21539,-3.737916667,5.200416667,2677.095212,NA,320,83252.04688,38107.73047,9,9,0,2
1446,Borges2015_927,-3.71784,5.21569,-3.737916667,5.200416667,2800.799436,NA,300,83252.04688,28199.56055,NA,9,0,2
1447,Borges2015_860,-3.71893,5.21626,-3.737916667,5.200416667,2746.082964,NA,310,83252.04688,34528.78125,NA,9,0,2
1448,Como,-3.716064,5.216573,-3.72875,5.209583333,1607.25237,78000,207.5,83248.40625,19726.0957,NA,9,0,-2
1449,Borges2015_861,-3.7098,5.22619,-3.725416667,5.215416667,2106.044954,NA,220,83247.48438,35384.44922,NA,9,0,8
1450,Borges2015_929,-3.68775,5.2273,-3.695416667,5.232083333,1002.924519,NA,200,78311.90625,21198.33789,NA,9,0,3
1451,Borges2015_928,-3.70839,5.2287,-3.695416667,5.232083333,1486.670188,NA,190,78311.90625,66959.35938,9,9,0,3
1452,Borges2015_862,-3.69445,5.23027,-3.695416667,5.232083333,228.5401451,NA,240,78311.90625,0.022133291,NA,9,0,3
1453,Borges2015_863,-3.67435,5.23144,-3.68375,5.227083333,1149.3788,NA,210,78307.46094,65818.07813,NA,9,0,3
1454,Borges2015_930,-3.66867,5.24683,-3.670416667,5.23875,920.0660028,NA,180,78286.63281,67959.76563,9,9,0,2
1457,Borges2015_932,-3.63484,5.25007,-3.64125,5.257083333,1055.661371,NA,110,78246.02344,0.027974272,NA,9,0,15
1458,Borges2015_933,-3.62592,5.25105,-3.637916667,5.252916667,1345.992916,NA,140,78166.26563,78044.45313,9,9,0,3
1459,Borges2015_864,-3.66529,5.25438,-3.66625,5.252083333,276.9272794,NA,130,78283.85156,70274.55469,9,9,0,4
1460,Borges2015_883,-3.66348,5.25665,-3.66625,5.252083333,593.8975284,NA,120,78283.85156,78282.95313,9,9,0,4
1461,Borges2015_884,-3.64515,5.25795,-3.659583333,5.259583333,1610.246717,NA,170,78281.04688,0.029569469,NA,9,0,4
1462,Borges2015_865,-3.64662,5.25876,-3.66125,5.25875,1621.74963,NA,170,78282.42188,0.035962034,NA,9,0,3
1463,Borges2015_931,-3.65107,5.25969,-3.664583333,5.255416667,1571.688716,NA,160,78283.58594,0.009364391,NA,9,0,4
1464,40 km downstream of Petit Saut dam,-52.963037,5.260407,-52.96291667,5.272083333,1299.871923,NA,130,6317.164063,0.00855017,NA,8,0,17
1465,Borges2015_866,-3.61637,5.26098,-3.614583333,5.262083333,233.0456553,NA,130,78002.89063,69808.26563,9,9,0,3
1466,Borges2015_934,-3.61501,5.26177,-3.614583333,5.262083333,58.76690068,NA,115,78002.89063,68298.25,9,9,0,3
1467,Borges2015_886,-3.61519,5.26181,-3.614583333,5.262083333,73.8124688,NA,110,78002.89063,68298.25,9,9,0,3
1468,Borges2015_910,-3.6149,5.26205,-3.614583333,5.262083333,35.29818985,NA,120,78002.89063,78002.89063,9,9,0,3
1469,Sinnamary River,-52.961421,5.330258,-52.96208333,5.345416667,1689.051129,6500,170,6389.584473,0.027879085,NA,8,0,15
1470,Borges2015_867,-3.202203,5.352099,-3.202083333,5.35375,184.2664265,NA,160,9191.422852,8249.825195,8,8,0,9
1497,Orinoco River Main Stem,-63.44561,8.17183,-63.51458333,8.157083333,7775.519494,850000,2400,589746.1875,35283.13672,NA,11,0,7
1502,Mekong Delta Complex,106.55572,9.8549,106.49625,9.912916667,9178.565386,NA,1700,2287.356201,NA,NA,8,0,-2
1503,Mekong Delta Complex,106.59394,9.86747,106.5920833,9.85875,991.833945,NA,190,44.28290558,0.016651094,NA,5,0.009738,2
1504,Mekong Delta Complex,106.43231,9.95059,106.4220833,9.95625,1286.189228,NA,1200,2631.60498,1389.354248,NA,8,0,0
1505,Mekong Delta Complex,106.56035,9.95719,106.5679167,9.96125,944.7445997,NA,100,51.43088913,4.912427902,NA,5,0.000827,-2
1507,Mekong Delta Complex,106.57558,9.97776,106.6354167,9.96125,6812.984277,NA,2000,584.0218506,0.017590698,NA,6,0,0
1508,Mekong_T5Ê,105.7136,9.9867,105.71625,9.992916667,750.5453402,NA,100,799.552124,793.2876587,7,7,0,2
1510,Mekong_T6Ê,105.7575,10.0083,105.76125,10.00708333,432.8323921,NA,210,944.2385864,0.010182971,NA,7,0,1
1511,Mekong Delta Complex,106.49871,10.01033,106.4729167,9.92875,9511.566189,NA,2800,2453.943115,0.128041938,NA,8,0,-1
1512,Mekong Delta Complex,106.34007,10.01349,106.27625,10.07625,9886.712917,NA,2700,2666.386475,1364.018311,NA,NA,0,0
1513,Mekong_M11Ê,105.806431,10.019908,105.8820833,9.982916667,9259.619159,800000,1700,776320.875,0.00984223,NA,11,0,-8
1514,Mekong_T7Ê,105.79,10.0319,105.8054167,10.03958333,1894.033959,NA,190,252590.7031,785.1237183,7,NA,0,1
1516,Mekong Delta Complex,106.43965,10.0694,106.41375,10.10125,4541.865263,NA,1500,474.0039978,2.348581791,NA,6,0,0
1517,Mekong Delta Complex,106.25072,10.10875,106.20875,10.15958333,7292.041494,NA,840,2976.324951,1201.477417,7,NA,0,2
1518,Mekong_M10Ê,105.6875,10.13,105.65125,10.16208333,5341.74127,NA,930,730220.875,46839.42188,NA,11,0,1
1519,KISA R,76.682908,10.130528,76.67125,10.14208333,1812.919948,NA,186.21,3750.4729,1151.607422,NA,8,0,36
1520,Mekong Delta Complex,106.23108,10.13885,106.20875,10.15958333,3363.649127,NA,750,2976.324951,1212.306763,NA,NA,0,2
1521,Mekong Delta Complex,106.37369,10.14702,106.41375,10.10125,6725.493422,NA,800,474.0039978,10.06491661,NA,6,0,0
1522,Mekong_M9Ê,105.6531,10.1525,105.65125,10.16208333,1085.900601,NA,1100,730220.875,8.774214745,1,11,0,1
1523,Periyar River,76.544267,10.194723,76.53041667,10.19625,1526.957231,NA,154.97,4024.469482,0.049941089,NA,8,0,2
1525,Mekong Delta Complex,106.1581,10.2093,106.20875,10.15958333,7837.526851,NA,1900,2976.324951,2092.676758,7,NA,0,2
1526,Mekong Delta Complex,106.70153,10.21,106.68125,10.29458333,9674.291523,NA,2050,848.4155884,0.159061268,NA,7,0,0
1527,Mekong Delta Complex,106.15655,10.21278,106.20875,10.15958333,8232.756185,NA,2000,2976.324951,14.91173649,NA,NA,0,2
1528,Mekong Delta Complex,106.3493,10.21511,106.3704167,10.15958333,6600.011585,NA,1150,333.4247742,152.9299927,6,6,0,2
1529,Mekong Delta Complex,106.64676,10.23159,106.68125,10.29458333,7965.34222,NA,2000,848.4155884,0.009826904,NA,7,0,0
1530,Mekong Delta Complex,106.32495,10.24333,106.3420833,10.22458333,2806.758014,NA,570,206.0250397,75.86043549,NA,6,0,2
1531,Mekong Delta Complex,106.53778,10.26808,106.61375,10.28791667,8609.250225,NA,1080,629.8939819,23.72670364,NA,7,0,0
1532,Mekong Delta Complex,106.13798,10.28121,106.1604167,10.20625,8698.950537,NA,1500,2583.549316,2.570412636,NA,7,0,0
1533,Mekong Delta Complex,106.13185,10.282,106.1604167,10.20625,8994.385217,NA,1330,2583.549316,5.370038509,NA,7,0,0
1534,Athirapally Water falls,76.57385,10.2857,76.55458333,10.28375,2121.430132,NA,219.12,1158.355225,20.61780167,4,6,0,80
1535,Mekong Delta Complex,106.42226,10.31731,106.4945833,10.30791667,7989.659946,NA,1280,628.3376465,0.051973403,NA,7,0,1
1536,Mekong Delta Complex,106.28745,10.32805,106.3329167,10.34208333,5218.518223,NA,780,360.0214539,10.88655758,NA,6,0,1
1537,Mekong Delta Complex,106.28757,10.33247,106.3329167,10.34208333,5080.029061,NA,850,360.0214539,81.49626923,NA,6,0,1
1547,Mekong_M7Ê,104.9333,11.5297,104.92625,11.51958333,1363.677529,NA,190,7.831150532,0.014436804,NA,3,0,6
1548,MK3,104.93313,11.530604,104.92625,11.51958333,1438.133902,NA,190,7.831150532,0.025078749,NA,3,0,6
1549,MK4,104.97,11.55,105.0245833,11.54541667,5975.02059,NA,950,569741.125,163028.2969,NA,11,0,7
1550,Mekong_M8Ê,104.9686,11.5506,105.0245833,11.54541667,6133.08591,NA,900,569741.125,167563.6719,11,11,0,7
1551,Mekong -  Mekong-Bassac transect,104.951719,11.555806,105.0245833,11.54541667,8030.669197,NA,1300,569741.125,11815.35742,NA,11,0,7
1552,Mekong_T4Ê,104.935,11.5672,104.9454167,11.57458333,1402.161929,NA,440,520768.4688,88259.19531,10,11,0,7
1553,TS3,104.933273,11.568498,104.9454167,11.57458333,1487.54767,NA,460,520768.4688,15637.53125,1,11,0,7
1556,Mekong_M6Ê,104.9444,11.5828,105.0245833,11.54541667,9684.482384,NA,1000,569741.125,132349.6094,NA,11,0,7
1558,Mekong_T3Ê,104.9214,11.5906,104.9454167,11.57458333,3168.367624,NA,340,520768.4688,0.011589481,NA,11,0,7
1559,MK2,104.94142,11.593081,105.0179167,11.54625,9837.457572,NA,1050,532566.4375,97089.02344,NA,11,0,7
1560,TS2,104.920511,11.595905,104.94375,11.58291667,2917.657517,NA,340,517644.2813,0.036871646,NA,11,0,7
1565,TS1,104.864816,11.663456,104.8929167,11.63958333,4055.673355,NA,410,88197.63281,0.010031627,NA,10,0,6
1566,Mekong -  Mainstem north of Phnom Penh,104.921274,11.669476,104.94625,11.62208333,5937.04214,NA,800,523642.1563,1.448554277,NA,11,0,6
1567,Mekong_T2Ê,104.8572,11.6747,104.87375,11.65125,3173.311562,NA,390,88194.77344,85129.72656,10,10,0,7
1568,Mekong_M5Ê,104.9719,11.7278,104.98125,11.80958333,9160.924059,NA,1400,543202.875,0.043701909,NA,11,0,7
1569,MK1,104.991709,11.740095,105.0170833,11.77208333,4508.621105,NA,730,517705.3125,181851.1719,NA,11,0,7
1571,Mekong -  Kratie-mainstem,106.012408,12.485824,106.0254167,12.42625,6780.822904,NA,800,509505.4063,71749.29688,NA,11,0,8
1572,Tonle Sap -  Pursat River,103.919522,12.532713,103.9220833,12.54125,990.2535091,NA,100,4471.875,4471.422852,8,8,0,21
1574,Borges2015_1001,2.00608,13.56698,2.027916667,13.53125,4626.528015,NA,500,626449.1875,226844.5,11,11,0,181
1595,Mun River- S36,104.488364,15.132253,104.5004167,15.13375,1305.84677,NA,138,49351.19922,0.13694647,1,9,0,121
1597,Mun River- S39,104.726517,15.151564,104.7129167,15.16291667,1931.983396,NA,195,53074.59766,0.008319498,NA,9,0,117
1600,Mun River- S44,104.813886,15.205186,104.8329167,15.20625,2047.745016,NA,230,106569.4844,0.108193487,NA,10,0,114
1601,Mun River- S41,104.756842,15.209489,104.7704167,15.22958333,2670.170531,NA,331,102176.4297,0.008289142,NA,10,0,115
1604,Mun River- S45,104.910377,15.227836,104.9370833,15.23458333,2965.214416,NA,304,106736.7344,0.27241227,1,10,0,113
1607,Mun River- S55,105.451469,15.255203,105.45125,15.26458333,1044.478767,NA,105,11232.97852,2124.904541,7,2,0,106
1608,Mun River- S54,105.438864,15.264958,105.4445833,15.26458333,615.625554,NA,282,117658.0156,0.008497525,NA,10,0,106
1610,Mun River- S50,105.2203,15.272894,105.2345833,15.25375,2625.742204,NA,357,108563.6484,0.029192301,NA,10,0,110
1612,Mun River- S52,105.338853,15.286319,105.3204167,15.27291667,2478.991975,NA,315,116609.4922,0.0154436,NA,10,0,111
1616,Mun River- S48,105.122425,15.306819,105.1445833,15.30708333,2379.332761,NA,241,110576.1953,0.024281112,NA,10,0,113
1617,Mun River- S56,105.49287,15.310129,105.5154167,15.32291667,2808.266408,71060,325,457232.625,119865.5625,10,11,0,95
1618,Mun River- S57 (Mekong),105.552817,15.319642,105.54125,15.32458333,1358.234271,NA,523,469670.8125,0.067758441,NA,11,0,97
1623,Mun River- S33,104.152531,15.339686,104.1595833,15.33541667,893.9098966,NA,123,45089.05078,45088.27734,9,9,0,117
1626,Mun River- S28,103.894483,15.461375,103.9004167,15.44958333,1458.886074,NA,156,36059.39063,23812.41406,9,9,0,125
1631,Xe Bangfai river - XBF1,105.319052,17.49,105.3104167,17.48125,1337.685078,NA,135,2348.294189,0.014037417,NA,7,0,165
1634,Mekong -  Vientiane-mid-channel,102.604244,17.954417,102.6120833,17.90208333,5884.62723,NA,600,240760.0156,96830.11719,10,10,0,162
1635,Mekong -  Vientiane-nearshore,102.604496,17.957297,102.6129167,17.93875,2248.999553,NA,600,236013.7969,58356.59766,NA,10,0,161
1636,Nam Theun river - NTH,104.99,18.0097,104.9870833,18.02041667,1232.283299,NA,130,4047.255371,4037.037109,7,7,0,527
1646,Wanquan River,110.416175,19.244954,110.4445833,19.24708333,2995.055252,NA,350.2,3256.522705,2638.424316,8,8,0,6
1651,Wenjiao River,110.824828,19.61348,110.86875,19.61958333,4655.442856,NA,2211.63,517.2124023,NA,NA,6,0,0
1653,R18,110.3145,19.70591,110.32625,19.71708333,1750.230597,NA,180,5772.826172,5770.063477,8,8,0,14
1663,Mekong -  Upstream of Luang Prabang,102.212907,19.937446,102.23625,19.95291667,2988.739091,NA,560,260149.0781,59939.85547,NA,10,0,276
1666,Mekong -  Mouth of Nam Ou north of Luang Prabang,102.212097,20.055491,102.2029167,20.05875,1026.235394,NA,220,231900.6875,26044.73242,8,10,0,283
1668,Mekong_M4Ê,100.1774,20.2542,100.16875,20.27375,2356.320019,NA,330,194114.8906,152049.9688,10,10,0,352
1669,Ba Lat,106.540389,20.302111,106.5295833,20.31541667,1861.85813,169000,480,134085.75,16676.53125,NA,10,0,0
1670,Hoa Binh,105.35,20.9,105.3395833,20.86125,4447.607334,NA,530,44463.28125,3610.220459,1,9,0,20
1671,Hanoi,105.866667,21.033333,105.89375,20.99958333,4694.182855,NA,525,127551.1172,18484.6543,NA,10,0,3
1675,Vu Quang,105.266667,21.55,105.2745833,21.54291667,1137.364104,NA,260,35008.78516,0.025169896,NA,9,0,17
1676,Yen Bai,104.866667,21.7,104.8770833,21.69458333,1234.645458,NA,230,45202.96875,0.008535331,NA,9,0,32
