site_numeric,GPP_yr,NPP_yr,wetland_cover,peatland_cover,nee_yr
107,1859.5094117647056,941.6905882352942,0,0,-0.44239906072616575
108,1865.0377884183372,916.209932699618,0,0,-0.44239906072616575
109,1859.5094117647056,941.6905882352942,0,0,-0.44239906072616575
115,1517.9537936391137,762.7317696835909,0,0,-0.44239906072616575
120,3003.01607812115,1693.963335914991,0,0.6487169428297448,-0.5310541942715645
124,1216.9725551720132,754.194751562186,0,0,10.88096603155136
130,1276.3729208367124,672.1079521911674,0,0,-20.51344857215879
131,1276.3729208367124,672.1079521911674,0,0,-20.51344857215879
133,1276.708905504078,672.2939623222284,0,0,-20.51344857215879
134,1276.708905504078,672.2939623222284,0,0,-20.51344857215879
135,1276.708905504078,672.2939623222284,0,0,-20.51344857215879
136,1277.3089690442862,672.6424373561089,0,0.2736056685626188,-20.51344857215879
137,1239.1504912566695,658.544463451836,0,0.04016661106881658,38.420802402496335
138,1239.1504912566695,658.544463451836,0,0.04016661106881658,38.420802402496335
139,989.1438003527315,499.13147250856,0,8.071172521386984e-4,-20.51344857215879
140,989.1438003527315,499.13147250856,0,8.071172521386984e-4,-20.51344857215879
141,1330.877750007348,822.0909557027194,0,0.07247114196651203,32.050787162780765
144,1239.0792150981415,658.527086559176,0,0.2177194832120964,38.420802402496335
148,1360.0817666880012,710.8796545515426,50,0,14.259618186950682
149,1360.0817666880012,710.8796545515426,50,0,14.259618186950682
150,1360.0817666880012,710.8796545515426,50,0,14.259618186950682
151,1228.244301579898,652.4006943491302,0,0,38.420802402496335
152,1228.244301579898,652.4006943491302,0,0,38.420802402496335
153,1228.244301579898,652.4006943491302,0,0,38.420802402496335
