site_numeric,continent,COMID,lengthkm,slope_grades,upstream_area_grades,order_grades,NextDownID,distance_snapped,lat,lon,slope,q_jan,q_feb,q_mar,q_apr,q_may,q_jun,q_jul,q_aug,q_sep,q_oct,q_nov,q_dec,runoff_yr
1572,Africa,13025145,20090.9,0,450121440,5,202155,479.6619554,22.74363,2.04847,0,721.9104614,425.8854065,617.0713501,1132.868042,1612.813721,1592.394653,1302.752686,1318.229614,1671.95459,2233.657959,2856.200684,2006.028564,0.61077331
1573,Africa,13025145,20090.9,0,450121440,5,202155,76.39319375,22.720645,2.05005,0,721.9104614,425.8854065,617.0713501,1132.868042,1612.813721,1592.394653,1302.752686,1318.229614,1671.95459,2233.657959,2856.200684,2006.028564,0.61077331
1574,Africa,13025983,7012.5,0,3000428.2,2,156555,2649.570123,21.02231,2.0506,0,5.070028782,8.583649635,16.17144775,20.31108284,20.55746269,17.69882584,18.55773926,19.83239746,23.95328331,31.95908737,27.67314339,9.048299789,0.517465634
1575,Africa,13025983,7012.5,0,3000428.2,2,156555,2610.094076,21.02265,2.05091,0,5.070028782,8.583649635,16.17144775,20.31108284,20.55746269,17.69882584,18.55773926,19.83239746,23.95328331,31.95908737,27.67314339,9.048299789,0.517465634
1577,Africa,13026690,13142.1,0.002815383,541916.6,1,205335,0.036273859,16.122,2.057,0.002815383,0.623412848,0.654146612,1.071298122,1.251829743,1.691440344,1.574536324,1.543177724,1.836997032,2.562552929,2.969720125,2.373015881,1.315963268,0.53421052
1578,Africa,13025221,43249.8,5.78E-05,117265304,5,197835,52.41071097,18.054,2.057,5.78E-05,114.6797485,126.1672745,268.8101196,337.4376831,375.5983887,337.5218201,339.8616028,443.3930969,588.2240601,703.3563843,610.2372437,262.2322388,0.501113065
1579,Africa,13025221,43249.8,5.78E-05,117265304,5,197835,673.4951716,18.061,2.059,5.78E-05,114.6797485,126.1672745,268.8101196,337.4376831,375.5983887,337.5218201,339.8616028,443.3930969,588.2240601,703.3563843,610.2372437,262.2322388,0.501113065
1580,Africa,13025462,15671.6,1.28E-05,31682936,4,182895,516.3768698,22.81901,2.06369,1.28E-05,47.31455231,50.79014969,107.4754257,154.0690613,171.8712769,130.1724396,138.4837189,167.6606445,231.8079224,356.3144531,314.2609253,104.4760513,0.61077331
1581,Africa,13025046,3848.2,1.30E-04,11281451008,8,210375,747.5335738,21.14133,2.07412,1.30E-04,29052.35547,23810.70117,20747.46289,21823.99805,27413.16211,32471.6543,31306.9375,20517.6582,14646.30957,15056.88867,19680.60938,26770.85547,0.517465634
1582,Africa,13025398,35562,3.26E-04,2564377,2,210075,0.278381059,21.52044,2.07789,3.26E-04,1.6338166,2.24392128,3.780783415,4.674797058,4.865103722,4.057443619,4.493091583,4.708414555,5.410338402,7.21896553,6.371924877,2.787470579,0.574216796
1583,Africa,13025144,9976.7,0,450668256,5,202215,21.72763491,22.6544,2.08921,0,740.8591919,426.9229126,607.7796631,1120.132813,1605.160156,1600.843872,1307.106567,1313.676514,1663.193115,2215.600342,2855.039795,2044.537842,0.61077331
1585,Africa,13025051,7480.4,1.34E-05,11273389056,8,210075,1.874516074,21.45398,2.10085,1.34E-05,28803.50781,23371.5625,20621.38086,22136.78516,27929.04492,32688.30078,30639.96875,19711.42188,14429.95508,15267.67578,20213.46875,27284.48828,0.517465634
1586,Africa,13026784,17248,2.20E-04,641281.4,1,133155,411.4692975,21.664785,2.104313,2.20E-04,0.434115589,0.608226776,0.966777325,1.133067369,1.18902719,1.033486962,1.162086129,1.224073291,1.361115932,1.885060072,1.649175048,0.692166209,0.574216796
1587,Africa,13025051,7480.4,1.34E-05,11273389056,8,210075,418.0694677,21.48115,2.10542,1.34E-05,28803.50781,23371.5625,20621.38086,22136.78516,27929.04492,32688.30078,30639.96875,19711.42188,14429.95508,15267.67578,20213.46875,27284.48828,0.517465634
1588,Africa,13026185,7594,0.001079806,3350450.5,3,202275,43.54029949,22.59548,2.1277,0.001079806,5.601668835,8.605893135,15.80269432,20.93976593,21.35599899,14.70291138,16.74885941,20.92985535,28.12446976,49.01430893,37.76865387,11.68404293,0.61077331
1589,Africa,13026946,11395.6,0.001974448,773291.8,1,124035,37.043899,16.263,2.148,0.001974448,0.762959898,0.8840096,1.486731648,1.71664536,2.332262516,2.092931032,2.037542582,2.453781843,3.524835587,4.151836395,3.302466631,1.649112821,0.53421052
1591,Africa,13025068,8056.6,0,11187135488,8,209055,506.8212625,22.45778,2.17192,0,27320.06641,21971.9082,20211.69922,23241.21875,29415.36914,32934.71484,27229.37305,16915.60547,13548.19824,15489.44531,21815.82227,28674.08789,0.587190484
1592,Africa,13026346,19331.8,9.26E-04,1701038.6,2,149655,76.22345354,21.66269,2.17607,9.26E-04,1.104797363,1.426666141,2.195809126,2.628678083,2.897203922,2.762314081,3.060148239,3.300510406,3.584071636,4.668550014,4.035848618,1.754772067,0.574216796
1593,Africa,13026346,19331.8,9.26E-04,1701038.6,2,149655,161.0131117,21.662718,2.177914,9.26E-04,1.104797363,1.426666141,2.195809126,2.628678083,2.897203922,2.762314081,3.060148239,3.300510406,3.584071636,4.668550014,4.035848618,1.754772067,0.574216796
1594,Africa,13025059,25003.4,0,11223948288,8,209595,70.17418604,21.9008,2.18563,0,28260.84961,22726.65234,20405.58594,22562.29492,28586.88281,32861.70313,29332.89063,18465.49609,14029.60254,15408.5752,20870.24805,27920.57227,0.574216796
1595,Africa,13025357,16066.6,7.72E-04,13066820,3,209055,111.1033573,22.45144,2.19798,7.72E-04,21.09113312,29.50428963,57.62383652,79.19088745,80.71088409,64.86943817,70.69398499,89.95957947,122.7115631,196.0991516,150.0852051,46.90301132,0.587190484
1596,Africa,13025063,4328.1,2.31E-05,11202618368,8,209355,477.0059954,22.29619,2.19821,2.31E-05,27650.35156,22205.37695,20277.98828,23039.58789,29193.46484,32959.20703,27945.2168,17406.26758,13719.91113,15517.3584,21551.39258,28468.45703,0.587190484
1597,Africa,13025064,4180.7,4.78E-05,11202125824,8,209295,250.9092898,22.3409,2.20191,4.78E-05,27582.78125,22158.63281,20274.96875,23101.92773,29262.94922,32971.125,27802.22852,17314.31641,13708.23438,15554.99219,21645.05078,28526.73828,0.587190484
1599,Africa,13025064,4180.7,4.78E-05,11202125824,8,209295,94.536818,22.332,2.20585,4.78E-05,27582.78125,22158.63281,20274.96875,23101.92773,29262.94922,32971.125,27802.22852,17314.31641,13708.23438,15554.99219,21645.05078,28526.73828,0.587190484
1600,Africa,13025102,18058.4,1.16E-04,699691136,6,205095,364.7849491,16.193,2.212,1.16E-04,488.1083374,350.3140869,491.4292603,871.4412231,1135.197144,1300.426514,1350.358276,1635.098511,2182.811035,2900.76001,2796.362305,1290.047485,0.53421052
1601,Africa,13025160,9681.2,1.96E-04,15813859,4,209535,64.2349865,21.98516,2.21681,1.96E-04,24.00285912,32.18959808,62.15720749,85.12094879,88.95467377,80.06204987,88.11092377,109.9916534,152.1427002,228.7283325,176.5238037,52.21563721,0.587190484
1602,Africa,13025102,18058.4,1.16E-04,699691136,6,205095,26.20557337,16.19,2.223,1.16E-04,488.1083374,350.3140869,491.4292603,871.4412231,1135.197144,1300.426514,1350.358276,1635.098511,2182.811035,2900.76001,2796.362305,1290.047485,0.53421052
1603,Africa,13027299,6955.7,0.00416924,576184.8,1,205035,89.1715662,16.192361,2.228726,0.00416924,0.560203016,0.634546161,1.029607058,1.202263713,1.611626029,1.461280823,1.471938133,1.763709426,2.432705164,2.853544712,2.221755266,1.171713591,0.53421052
1605,Africa,13025479,3584.8,1.95E-04,50563844,4,181815,40.65847324,17.538801,2.397817,1.95E-04,36.0185585,40.89131546,90.55651855,109.8513565,131.3256836,119.067894,131.2879333,168.1515198,213.6268158,255.892746,196.0521545,77.30422974,0.52500101
1606,Africa,13021193,24698.5,0.001453528,920337,1,140593,4157.959898,11.83375,3.163944,0.001453528,0.567832232,0.622154355,1.212648392,1.950946569,2.683604002,2.744500399,1.910516739,1.831371903,3.524181366,5.726510048,3.542781591,1.109208107,0.307246986
1607,Africa,13020564,1859.4,0,721438.3,2,123133,913.2158571,11.791833,3.298183,0,0.639169276,0.625485063,1.20552814,1.958323359,2.69209528,2.797943115,2.324211836,2.206656933,3.647284269,5.001128197,3.439097643,1.528686523,0.307246986
1608,Africa,13019501,1372.2,0,23659436,4,186673,106.9135375,11.480862,3.322628,0,22.60817528,21.2361927,38.06988525,57.51990509,81.84886932,90.62670135,69.29155731,59.40123367,96.50071716,156.5957642,115.0872574,49.46712112,0.380189987
1609,Africa,13019308,10021.1,3.19E-04,162139200,5,201613,7.855106817,11.288653,3.433747,3.19E-04,189.8759613,124.1917953,171.917923,281.3712463,416.558197,504.3500061,425.8079224,372.2256165,535.9630127,849.5682983,860.2554932,424.7079163,0.380189987
1610,Africa,13019333,16409,0,123286552,4,200173,2.672284542,11.501796,3.512595,0,141.4377289,87.79738617,116.1834412,198.1287231,291.9265137,351.8656616,301.221344,272.2876282,398.42453,612.7593994,640.8069458,310.8272095,0.262850254
1611,Africa,13016582,10337.1,2.52E-04,237326592,5,194652,25.35964939,17.52856,3.75407,2.52E-04,84.93891144,88.53695679,249.0365448,396.0845947,522.5695801,588.8590088,754.8095093,1135.219727,1539.183838,1697.63147,919.1748047,188.5223236,0.38427563
1612,Africa,13018432,2113.9,0.002696387,319421.2,1,187692,9.279984119,17.51075,3.75453,0.002696387,0.516957223,0.703017175,1.9386971,2.75331831,3.410608292,3.057918787,4.122933865,5.863698006,7.056006908,8.79945755,3.913235664,0.913048685,0.38427563
1613,Africa,13018432,2113.9,0.002696387,319421.2,1,187692,10.38954694,17.51074,3.75467,0.002696387,0.516957223,0.703017175,1.9386971,2.75331831,3.410608292,3.057918787,4.122933865,5.863698006,7.056006908,8.79945755,3.913235664,0.913048685,0.38427563
1614,Africa,13016695,3515.2,5.69E-04,81520984,4,187512,120.8152062,17.38182,3.75558,5.69E-04,31.48547935,36.43432999,106.786644,156.2097168,200.044693,209.4495087,252.3490753,344.7168579,453.0919495,523.1074219,291.3168335,61.58916473,0.38054466
1615,Africa,13017185,22754.7,1.36E-04,28627886,4,187452,20.12378298,17.37455,3.75596,1.36E-04,13.57843399,17.65142059,52.8110466,73.81864166,92.44998169,91.4126358,108.780365,147.7854309,186.8163147,217.9627228,114.7102737,25.94917107,0.38054466
1616,Africa,13016582,10337.1,2.52E-04,237326592,5,194652,31.45496995,17.53485,3.75726,2.52E-04,84.93891144,88.53695679,249.0365448,396.0845947,522.5695801,588.8590088,754.8095093,1135.219727,1539.183838,1697.63147,919.1748047,188.5223236,0.38427563
1617,Africa,13016588,12704.8,1.81E-04,150469664,4,194412,49.52462652,17.49878,3.79557,1.81E-04,48.36792374,48.83746719,129.4217987,215.0410156,295.3045654,350.905304,471.2521667,747.9017334,1025.470093,1090.699219,552.9199219,108.9601746,0.38054466
1618,Africa,13016588,12704.8,1.81E-04,150469664,4,194412,68.9576626,17.49983,3.79562,1.81E-04,48.36792374,48.83746719,129.4217987,215.0410156,295.3045654,350.905304,471.2521667,747.9017334,1025.470093,1090.699219,552.9199219,108.9601746,0.38054466
1619,Africa,13016697,9662,8.28E-05,52200476,3,187392,63.75991877,17.321782,3.806573,8.28E-05,17.84056091,19.06440735,54.2726326,81.84164429,107.4295425,117.2656097,143.3024597,196.6931152,265.683136,303.2355957,171.1753387,34.31955338,0.38054466
1620,Africa,13016816,17661.5,0.001092775,10327411,3,194172,5.839705131,17.488761,3.841614,0.001092775,2.498851061,3.784567118,9.010128021,11.05286503,14.6558075,15.37036037,21.26400757,32.04974365,32.86723328,33.14842987,14.91242599,3.174550056,0.38054466
1621,Africa,13016699,6877.7,1.74E-04,49656804,3,187272,114.5452368,17.26092,3.84314,1.74E-04,17.56203651,19.0878849,53.94685364,79.72634125,105.8264847,114.4097824,140.8161926,193.6564941,261.1558533,296.9015198,160.9437256,31.98614693,0.38054466
1622,Africa,13016596,16525.4,1.57E-04,139423504,4,194112,28.28534929,17.46859,3.87355,1.57E-04,45.59897614,45.76464844,122.9609604,204.3344727,283.2623596,336.9039307,455.7915344,727.161377,990.1766357,1054.071167,513.1824951,100.2777252,0.38054466
1623,Africa,13016596,16525.4,1.57E-04,139423504,4,194112,14.43887838,17.47599,3.87487,1.57E-04,45.59897614,45.76464844,122.9609604,204.3344727,283.2623596,336.9039307,455.7915344,727.161377,990.1766357,1054.071167,513.1824951,100.2777252,0.38054466
1624,Africa,13016700,12261.4,3.75E-04,48808336,3,187152,26.07315005,17.157539,3.896901,3.75E-04,17.48421478,19.23701286,53.95952225,79.07551575,105.4355087,113.4070053,140.1990662,192.970993,259.9388123,294.6955566,156.3671112,30.9909668,0.38054466
1625,Africa,13016700,12261.4,3.75E-04,48808336,3,187152,54.87267466,17.15729,3.89716,3.75E-04,17.48421478,19.23701286,53.95952225,79.07551575,105.4355087,113.4070053,140.1990662,192.970993,259.9388123,294.6955566,156.3671112,30.9909668,0.38054466
1626,Africa,13016641,7619.3,2.62E-04,51247800,4,191232,6.873451247,12.538553,3.898395,2.62E-04,43.83757401,33.89510727,56.25509262,86.23199463,117.6093445,115.3969574,103.9911041,112.9426193,181.6075439,242.4868317,198.1531677,84.50505066,0.327622336
1627,Africa,13016700,12261.4,3.75E-04,48808336,3,187152,454.3150639,17.15847,3.90075,3.75E-04,17.48421478,19.23701286,53.95952225,79.07551575,105.4355087,113.4070053,140.1990662,192.970993,259.9388123,294.6955566,156.3671112,30.9909668,0.38054466
1628,Africa,13016708,17168.2,2.16E-04,47788228,3,187032,27.68726187,17.11073,3.90394,2.16E-04,17.37918472,19.3700161,53.75951004,78.33081055,104.7932816,112.1858902,139.3093872,191.8795471,258.3056641,292.0326538,151.7449646,30.0380497,0.38054466
1629,Africa,13016708,17168.2,2.16E-04,47788228,3,187032,42.42057964,17.11038,3.90408,2.16E-04,17.37918472,19.3700161,53.75951004,78.33081055,104.7932816,112.1858902,139.3093872,191.8795471,258.3056641,292.0326538,151.7449646,30.0380497,0.38054466
1630,Africa,13016596,16525.4,1.57E-04,139423504,4,194112,18.54885352,17.43455,3.9285,1.57E-04,45.59897614,45.76464844,122.9609604,204.3344727,283.2623596,336.9039307,455.7915344,727.161377,990.1766357,1054.071167,513.1824951,100.2777252,0.38054466
1631,Africa,13016717,7175.6,1.39E-04,44035172,3,186312,12.39602672,17.025,3.944278,1.39E-04,16.68388557,19.37977219,51.35499191,74.15434265,99.9252243,105.8096924,133.247818,183.7363129,247.0767212,276.4553528,134.4148254,26.80746269,0.38054466
1632,Africa,13016599,5066.8,4.74E-04,138053568,4,193632,126.215688,17.413648,3.967126,4.74E-04,45.54568863,46.01739883,125.5917892,204.2219086,284.9277649,338.3986511,461.3434143,738.848938,985.7662964,1047.977783,484.7573547,94.45969391,0.38054466
1633,Africa,13014712,8294.5,0.00339984,1369800.4,2,204311,159.3854579,17.38897,4.00858,0.00339984,0.478166342,0.593782783,1.074137688,1.248219728,1.589491725,1.67279017,2.262807369,3.197716951,3.209552526,3.2795825,1.483435035,0.536531746,0.378296546
1634,Africa,13014160,11278.4,0.004530765,601249.6,1,204251,70.95602086,17.32564,4.02745,0.004530765,0.147396937,0.212915406,0.474948317,0.553257823,0.711712897,0.735064268,1.02577734,1.449125051,1.474899292,1.478906035,0.652053654,0.172780141,0.378296546
1635,Africa,13013572,10978.6,7.56E-04,135588432,4,204311,18.24376217,17.34492,4.05069,7.56E-04,45.00452423,45.28790665,125.2613068,202.416153,283.2258606,336.6502686,460.2146912,738.8171387,980.0593262,1040.096802,471.6388855,91.61933136,0.378296546
1636,Africa,13014543,16085.1,0.002088884,2684816.8,2,204191,43.46412328,17.3209,4.06688,0.002088884,0.826956272,1.114690065,2.205452442,2.605833769,3.357294559,3.53713274,4.78794384,6.916143894,7.00458622,7.058406353,3.192775726,0.957485914,0.378296546
1637,Africa,13013575,1090.5,0.001742264,130651784,4,204131,4.893405747,17.30829,4.07166,0.001742264,43.86819839,43.97351074,124.427002,198.4519958,279.4913025,332.5298767,456.5762329,737.3002319,968.8569946,1023.155884,447.4371948,86.42169952,0.378296546
1638,Africa,13015046,12056.1,0.006859614,491471,1,204071,46.14392534,17.306655,4.081248,0.006859614,0.108886793,0.172659978,0.395831227,0.463297337,0.612305164,0.625894308,0.848306954,1.199339032,1.277420759,1.268374085,0.543242395,0.138265952,0.378296546
1639,Africa,13013576,14983.5,0.001268065,130152248,4,204071,367.3529537,17.29411,4.10503,0.001268065,43.76888275,43.8470192,124.1916199,198.0124207,278.9961548,332.0033264,455.9460144,736.6627808,967.6543579,1021.615417,445.8960876,86.09603882,0.378296546
1640,Africa,13013578,4811.3,0.002161563,127482072,4,203951,13.57093562,17.223456,4.173656,0.002161563,43.22176361,43.2507019,123.1226654,195.7015991,276.528656,329.3098145,452.8242798,733.993103,961.4282837,1013.093201,436.4855042,84.12219238,0.378296546
1641,Africa,13013511,10692.3,0,223063424,5,207791,85.09400777,18.51167,4.32442,0,79.14685059,84.92298126,317.290741,584.27948,857.9108887,1042.172119,1443.272583,2207.378662,3115.980713,3460.850586,1734.350708,188.5263062,0.370102522
1642,Africa,13013287,8578.4,0,4176886528,7,220991,655.1539488,18.56667,4.35,0,25084.14063,10493.97656,3717.326904,2921.526855,5296.925293,10253.7793,16682.33008,23236.37305,25448.7168,29453.72852,36249.67969,36394.13672,0.369193316
1643,Africa,13013287,8578.4,0,4176886528,7,220991,1357.487538,18.566667,4.3574,0,25084.14063,10493.97656,3717.326904,2921.526855,5296.925293,10253.7793,16682.33008,23236.37305,25448.7168,29453.72852,36249.67969,36394.13672,0.369193316
1657,Africa,13010972,11162.6,1.16E-04,48769596,4,211090,4.221706527,18.22128,4.6655,1.16E-04,18.09747505,21.67115021,79.22725677,149.1720886,215.310791,262.8856506,379.0556335,586.7478638,839.6116333,912.250061,406.2844543,41.37332916,0.380449372
1658,Africa,13011023,5055.7,0.003224053,38296092,4,205330,11.78231175,18.00844,4.91439,0.003224053,14.54916191,18.77343559,73.45793915,130.1965637,194.6295929,236.4911652,347.5117493,556.5565186,779.3127441,817.2439575,296.9813232,27.48780441,0.380449372
1661,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,15.16547794,-2.9129,5.12104,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1662,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,17.25796652,-2.92885,5.12113,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1663,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,36.27021268,-2.92663,5.12134,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1664,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,6.206316364,-2.924136,5.121722,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1665,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,18.83793975,-2.91415,5.12189,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1667,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,3.130508205,-2.922619,5.12242,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1668,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,1.040924634,-2.93424,5.12256,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1669,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,20.06863385,-2.89659,5.12268,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1670,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,26.74034307,-2.89664,5.12274,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1671,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,3.667216851,-2.93439,5.12277,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1672,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,36.88582971,-2.90504,5.12301,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1673,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,8.299867287,-2.93086,5.1232,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1674,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,28.25420374,-2.90544,5.1233,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1675,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,24.06923736,-2.93472,5.12336,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1676,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,33.14839507,-2.88452,5.12339,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1677,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,19.6118533,-2.89101,5.12377,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1678,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,23.76563094,-2.934785,5.124355,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1679,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,16.28930883,-2.89098,5.1246,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1680,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,9.486576343,-2.88266,5.12496,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1681,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,21.18135327,-2.94046,5.12519,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1682,Africa,14087454,32498.5,4.92E-05,134777344,5,141887,14.32773032,-2.937349,5.125704,4.92E-05,45.17855835,42.00254822,83.93336487,130.740799,211.2496948,391.8966064,372.21521,193.2548065,193.360611,308.4143372,208.7822571,94.31867981,0.21807135
1685,Africa,14087387,19879.7,0,651768000,5,147647,49.24323437,-3.71902,5.21539,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1686,Africa,14087387,19879.7,0,651768000,5,147647,49.8866048,-3.71784,5.21569,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1687,Africa,14087387,19879.7,0,651768000,5,147647,47.49650009,-3.71893,5.21626,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1688,Africa,14087387,19879.7,0,651768000,5,147647,54.56822664,-3.716064,5.216573,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1689,Africa,14087387,19879.7,0,651768000,5,147647,53.02470076,-3.7098,5.22619,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1690,Africa,14087387,19879.7,0,651768000,5,147647,30.08395135,-3.68775,5.2273,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1691,Africa,14087387,19879.7,0,651768000,5,147647,85.95848655,-3.70839,5.2287,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1692,Africa,14087387,19879.7,0,651768000,5,147647,1.039615398,-3.69445,5.23027,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1693,Africa,14087387,19879.7,0,651768000,5,147647,68.71692964,-3.67435,5.23144,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1694,Africa,14087387,19879.7,0,651768000,5,147647,54.95171201,-3.66867,5.24683,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1695,Africa,14087389,2228.6,0,648976256,5,147527,143.5345388,-3.6332,5.24808,0,96.35346985,76.41681671,152.2251434,281.4421997,429.0608215,584.4622803,580.2643433,549.0759888,756.352356,1182.254639,829.456604,292.2209778,0.193441741
1696,Africa,14088253,8034.9,0.002962071,328618.3,1,147467,21.1781878,-3.62,5.24973,0.002962071,0.173948362,0.203048885,0.499221236,0.718657315,1.126539946,1.556422114,0.883500516,0.494136572,0.563140929,0.857664585,0.697250783,0.461236566,0.193441741
1697,Africa,14087389,2228.6,0,648976256,5,147527,47.33195273,-3.63484,5.25007,0,96.35346985,76.41681671,152.2251434,281.4421997,429.0608215,584.4622803,580.2643433,549.0759888,756.352356,1182.254639,829.456604,292.2209778,0.193441741
1698,Africa,14087389,2228.6,0,648976256,5,147527,23.86855046,-3.62592,5.25105,0,96.35346985,76.41681671,152.2251434,281.4421997,429.0608215,584.4622803,580.2643433,549.0759888,756.352356,1182.254639,829.456604,292.2209778,0.193441741
1699,Africa,14087387,19879.7,0,651768000,5,147647,25.82364267,-3.66529,5.25438,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1700,Africa,14087387,19879.7,0,651768000,5,147647,10.2684597,-3.66348,5.25665,0,99.37677765,78.31137848,155.9362183,287.1254883,438.3296509,599.5453491,590.1080933,554.2302246,757.3431396,1189.265625,843.5072021,300.6044312,0.193441741
1701,Africa,14087388,1559.8,0,650648576,5,147587,41.83937167,-3.64515,5.25795,0,97.90181732,77.76557922,155.0929871,285.5617065,435.5438232,594.0617676,586.083313,552.4431763,759.0360718,1187.25769,835.2331543,295.9189453,0.193441741
