site_numeric,continent,COMID,lengthkm,slope_grades,upstream_area_grades,order_grades,NextDownID,distance_snapped,lat,lon,slope,q_jan,q_feb,q_mar,q_apr,q_may,q_jun,q_jul,q_aug,q_sep,q_oct,q_nov,q_dec,runoff_yr
119,Africa,18005353,16426.8,0.005113597,534236.3,1,27216,44.39044744,47.21611,-18.25919,0.005113597,3.668388367,3.924233675,2.845103502,1.435410738,0.596175015,0.328913003,0.242759228,0.190307483,0.203474641,0.487994403,0.931476533,2.139531136,2.293424775
120,Africa,18004929,4451.6,2.25E-04,23885590,3,39036,7.342032443,49.267456,-18.256527,2.25E-04,153.9714813,211.901413,196.4751282,123.9948883,84.92279053,64.43527222,69.23447418,54.71139145,40.25164795,32.54296112,30.72045517,65.50759888,3.891269883
121,Africa,18004977,4840.9,5.16E-04,10827593,3,36456,38.23984365,47.61014,-18.23786,5.16E-04,44.40350342,54.24917603,41.07789993,22.8074913,16.45927048,11.9954052,10.16663551,8.463393211,7.394888401,9.173312187,12.97805023,24.02838707,2.43167783
122,Africa,18005177,9894.4,0.001708044,1174916.6,2,29436,122.8513756,48.25033,-18.21847,0.001708044,2.927198172,4.378747463,3.642220974,1.894454241,1.181919813,0.831977427,0.840969861,0.746096432,0.606987536,0.573069155,0.654797912,1.251944184,3.391819896
123,Africa,18005168,9872.4,0.002714652,1287274.1,2,27996,6.361340055,47.04228,-18.19653,0.002714652,9.064766884,9.917938232,7.142602444,3.726575851,1.734145164,1.138631344,0.781362176,0.565967202,0.585555136,1.278944731,2.402541161,5.364150047,2.293424775
124,Africa,18004916,21423.2,0.008845541,78730424,4,39756,33.62840967,46.950463,-18.16581,0.008845541,432.5033875,484.9534607,377.5021057,209.1457062,117.0664291,76.00933075,58.93473816,47.01260757,42.5631485,70.26921844,121.2479858,251.1927643,2.451227796
125,Africa,18004934,20389,0.002108977,18305872,3,38796,19.61920977,47.47943,-18.134824,0.002108977,85.18722534,96.09522247,69.99923706,39.9491272,25.45292473,17.36947441,13.55467033,10.29847622,9.390690804,14.91832161,24.01223373,47.64606476,2.293424775
126,Africa,18005475,15696.4,0.013608198,629936.8,1,26796,31.71205838,47.27586,-18.09456,0.013608198,3.740038633,4.249694824,3.048147917,1.611683011,0.771171451,0.45200637,0.343182862,0.290906727,0.311742485,0.588813782,1.063266397,2.172195911,2.293424775
127,Africa,18004365,26028.6,0.008728874,1110031.9,1,41435,12.21271244,47.39497,-18.02519,0.008728874,6.671508789,7.59452343,5.425936699,2.887531757,1.427679181,0.868371725,0.636759281,0.503565133,0.534027636,1.024971724,1.875217676,3.847376347,2.182343998
128,Africa,18005475,15696.4,0.013608198,629936.8,1,26796,4420.993964,47.34247,-18.0175,0.013608198,3.740038633,4.249694824,3.048147917,1.611683011,0.771171451,0.45200637,0.343182862,0.290906727,0.311742485,0.588813782,1.063266397,2.172195911,2.293424775
129,Africa,18004339,21972,0.003267793,4572838.5,2,35495,6.363779388,47.02744,-17.98297,0.003267793,33.19467545,36.3088913,25.83015633,13.0917244,5.801944733,3.655754328,2.555491924,1.864750266,1.939316511,4.373130798,8.363685608,19.06400108,2.182343998
130,Africa,12028354,13298.8,0.011083669,4154323968,7,189265,209.7487702,25.85963,-17.93106,0.011083669,980.8416138,1744.963379,2901.543945,4435.483398,5687.089844,5774.759277,4687.387695,2896.830811,1837.931763,1216.504639,856.6343994,716.7566528,0.350268415
131,Africa,12028354,13298.8,0.011083669,4154323968,7,189265,215.8804907,25.85963,-17.93098,0.011083669,980.8416138,1744.963379,2901.543945,4435.483398,5687.089844,5774.759277,4687.387695,2896.830811,1837.931763,1216.504639,856.6343994,716.7566528,0.350268415
132,Africa,12029510,7072.8,0.001838027,3726744.5,2,127285,11.95221153,25.85428,-17.8891,0.001838027,3.676220655,4.964121342,3.864235401,1.388566136,0.683769822,0.379541069,0.219977081,0.166184545,0.154768422,0.329575032,0.929352462,1.969634295,0.350268415
133,Africa,12030387,9611.7,0.006034298,388318.7,1,127285,141.5522535,25.84259,-17.88741,0.006034298,0.318486154,0.402420402,0.33576557,0.119663201,0.064591035,0.040279351,0.023727868,0.01719087,0.015852405,0.033066701,0.086477697,0.177776799,0.350268415
134,Africa,12030387,9611.7,0.006034298,388318.7,1,127285,145.3850362,25.84263,-17.8874,0.006034298,0.318486154,0.402420402,0.33576557,0.119663201,0.064591035,0.040279351,0.023727868,0.01719087,0.015852405,0.033066701,0.086477697,0.177776799,0.350268415
135,Africa,12030387,9611.7,0.006034298,388318.7,1,127285,147.6847095,25.84265,-17.88739,0.006034298,0.318486154,0.402420402,0.33576557,0.119663201,0.064591035,0.040279351,0.023727868,0.01719087,0.015852405,0.033066701,0.086477697,0.177776799,0.350268415
136,Africa,12028360,8302.2,0,4142510592,7,188905,159.7838697,25.65795,-17.8208,0,988.8560791,1769.845581,2942.425293,4491.936035,5713.287598,5752.643555,4621.989258,2839.79126,1808.180664,1196.80481,844.5256348,710.0345459,0.350268415
137,Africa,12028315,5112.1,2.15E-04,10918866944,7,191665,277.5370394,35.39949,-17.80587,2.15E-04,4391.928711,7412.442871,11112.00586,12506.50781,12507.33789,11013.85254,9150.764648,8949.666016,8464.176758,7073.474609,5180.916504,3771.882813,1.021271125
138,Africa,12028315,5112.1,2.15E-04,10918866944,7,191665,272.9366338,35.39935,-17.80579,2.15E-04,4391.928711,7412.442871,11112.00586,12506.50781,12507.33789,11013.85254,9150.764648,8949.666016,8464.176758,7073.474609,5180.916504,3771.882813,1.021271125
139,Africa,12028370,5786.3,3.46E-05,4126854400,7,188305,256.1538709,25.28073,-17.79853,3.46E-05,1029.989258,1857.94458,3065.351074,4636.277832,5772.782715,5693.949219,4456.812988,2706.651367,1737.791748,1151.643188,820.5646973,705.1546021,0.337905365
140,Africa,12028370,5786.3,3.46E-05,4126854400,7,188305,265.0495037,25.28052,-17.79845,3.46E-05,1029.989258,1857.94458,3065.351074,4636.277832,5772.782715,5693.949219,4456.812988,2706.651367,1737.791748,1151.643188,820.5646973,705.1546021,0.337905365
141,Africa,18004197,5225.6,0.001760566,61652052,5,41915,29.01060139,47.398893,-17.68911,0.001760566,284.0375366,343.2348328,249.5402374,133.2996979,81.3961792,55.68652725,44.15013123,34.00643539,30.95617485,47.08646774,77.1133194,153.3270569,2.182343998
142,Africa,18004529,6694.5,0.039838726,945734.6,2,25655,28.14172183,47.92281,-17.68911,0.039838726,3.499743462,4.3908391,3.208182812,1.362419248,0.63919878,0.378468782,0.312603354,0.259459823,0.222175822,0.349574745,0.694440424,1.524650335,2.623935644
143,Africa,18004438,1517,0.014238484,3189829.2,3,29675,63.61679479,46.98811,-17.68272,0.014238484,26.19065666,28.81099701,19.77622032,9.830368996,3.908917427,2.403020382,1.663024664,1.120158553,1.204475641,3.063936234,6.211209774,14.36117077,2.271321726
144,Africa,12028433,13365.1,2.99E-05,1290833664,6,184705,90.34579191,35.33752,-17.66801,2.99E-05,1227.124634,2999.470215,4698.935547,4859.897949,4846.954102,3591.544922,1711.110474,887.3809814,570.996521,427.9312744,383.0715332,519.0512085,1.021271125
145,Africa,18004283,9747.4,0.004237027,5610908.5,2,37355,20.11251793,47.68769,-17.65269,0.004237027,25.547575,31.93766594,21.69182968,10.29285336,5.989814281,4.341444016,3.264348745,2.196964979,1.914159894,3.298750401,5.968214035,12.0309515,2.623935644
147,Africa,18004241,22411.4,0.005001917,2795217,2,43955,6.860939467,46.97556,-17.51453,0.005001917,25.98249626,29.10981369,20.10522652,10.3427496,3.810607195,2.275708199,1.67479074,1.114939213,1.180955648,3.11291337,6.275767803,13.81676674,2.271321726
148,Africa,12025702,23963.9,2.59E-04,2690190592,7,198144,210.2913886,24.24691,-17.46667,2.59E-04,1282.098755,2322.249268,3819.535889,5165.241699,5357.560059,4334.735352,2487.228516,1381.96228,947.7510986,713.123291,566.1967163,644.1081543,0.320667361
149,Africa,12025702,23963.9,2.59E-04,2690190592,7,198144,221.0363768,24.247,-17.46662,2.59E-04,1282.098755,2322.249268,3819.535889,5165.241699,5357.560059,4334.735352,2487.228516,1381.96228,947.7510986,713.123291,566.1967163,644.1081543,0.320667361
150,Africa,12025702,23963.9,2.59E-04,2690190592,7,198144,222.5713845,24.247,-17.4666,2.59E-04,1282.098755,2322.249268,3819.535889,5165.241699,5357.560059,4334.735352,2487.228516,1381.96228,947.7510986,713.123291,566.1967163,644.1081543,0.320667361
151,Africa,12025664,1469.2,0,9621664768,7,200424,527.5273471,35.0592,-17.4594,0,3325.008301,4828.446289,6702.427246,7682.637695,7609.738281,7245.295898,7451.934082,8081.187012,7755.509277,6421.570801,4520.546875,3166.724609,0.91473299
152,Africa,12025664,1469.2,0,9621664768,7,200424,525.3035175,35.05922,-17.45938,0,3325.008301,4828.446289,6702.427246,7682.637695,7609.738281,7245.295898,7451.934082,8081.187012,7755.509277,6421.570801,4520.546875,3166.724609,0.91473299
153,Africa,12025664,1469.2,0,9621664768,7,200424,523.9499701,35.05923,-17.45931,0,3325.008301,4828.446289,6702.427246,7682.637695,7609.738281,7245.295898,7451.934082,8081.187012,7755.509277,6421.570801,4520.546875,3166.724609,0.91473299
154,Africa,12025736,15966.1,0,1285577856,6,196104,139.9511208,35.33882,-17.45844,0,1341.679077,3204.271484,4762.017578,4855.308594,4805.491699,3386.677734,1611.89856,838.9838257,554.2191772,418.2225037,385.9882813,543.2892456,0.91473299
155,Africa,18003899,6500,0.033399926,339833.8,1,23134,49.34326309,46.93022,-17.35539,0.033399926,3.460447311,3.98545742,2.589333773,1.237671733,0.421476096,0.212444216,0.150781646,0.105268337,0.119286723,0.355272591,0.700923979,1.54302001,2.110521317
157,Africa,18004044,3093.9,0.006722883,289912.1,1,43054,46.00694829,46.83975,-17.18292,0.006722883,2.787219524,3.381679296,1.918838859,0.742526233,0.210175574,0.098161496,0.067675985,0.043172758,0.050342727,0.171057224,0.390426874,0.996522069,2.110521317
158,Africa,18003556,7381.4,4.88E-04,26893820,4,41194,91.97496472,46.683,-17.03847,4.88E-04,243.6505737,295.4309082,169.559021,53.39407349,14.19148922,7.637650967,5.441661358,3.691116095,3.964311361,11.87967968,27.36647797,82.96551514,2.110521317
159,Africa,18002817,17315.8,0.008154394,160666304,5,38373,128.0960646,46.75956,-17.02456,0.008154394,1145.942871,1316.822754,973.1630249,501.8270264,236.4232788,151.1302185,112.9155731,83.22360229,76.94594574,146.8629761,280.3267212,623.1856689,2.110521317
160,Africa,18002836,12062,0.007826214,97908160,5,37353,139.4257759,46.94858,-16.93794,0.007826214,583.90271,703.8165283,503.565094,260.7504272,129.3848572,83.28272247,64.16018677,47.09584808,43.97844696,78.45934296,142.7950439,295.9250183,2.037216073
161,Africa,18002939,5210.6,0.001880779,2123662.8,2,38493,23.38591497,46.86272,-16.92306,0.001880779,18.44395065,22.63532829,12.72675323,4.686573505,1.291191578,0.593598723,0.402979791,0.252141625,0.295862138,1.018752217,2.366957426,6.303053379,2.037216073
162,Africa,18002939,5210.6,0.001880779,2123662.8,2,38493,8.102559578,46.862424,-16.922945,0.001880779,18.44395065,22.63532829,12.72675323,4.686573505,1.291191578,0.593598723,0.402979791,0.252141625,0.295862138,1.018752217,2.366957426,6.303053379,2.037216073
164,Africa,18002844,14278.9,0.001365656,59388176,4,36933,112.882823,47.59894,-16.75447,0.001365656,293.8237,358.1428528,260.4610596,124.4237289,55.85002899,34.65800858,26.22555733,18.61046219,15.8419714,28.50016975,56.25349426,124.6617813,2.380215673
165,Africa,12023110,8610.1,2.90E-04,9483916288,7,207143,259.818398,34.24946,-16.71482,2.90E-04,3540.366455,5298.396973,7095.358887,7695.089355,7498.175781,7194.888672,7670.835938,8120.487793,7400.03125,5873.764648,3924.921143,2987.760498,0.621941071
166,Africa,12023239,10692.3,9.17E-04,271946848,5,196343,163.4879245,33.38056,-16.54353,9.17E-04,310.7275085,467.0600281,308.3228149,93.69711304,46.06549072,21.73173332,12.75654602,9.265805244,7.602829456,14.76959705,37.25170135,127.1847076,0.616503964
167,Africa,12020566,27886.1,0.003754556,5421911552,7,214642,55.72129761,28.79071,-16.5044,0.003754556,1731.498169,2473.263184,3194.743896,3455.890381,4463.675781,5670.361816,5890.970703,4928.14209,3157.782715,2010.109619,1436.587524,1323.503418,0.676682306
168,Africa,12020566,27886.1,0.003754556,5421911552,7,214642,60.33866356,28.79071,-16.50434,0.003754556,1731.498169,2473.263184,3194.743896,3455.890381,4463.675781,5670.361816,5890.970703,4928.14209,3157.782715,2010.109619,1436.587524,1323.503418,0.676682306
169,Africa,18002142,7740,1.29E-04,330713152,6,38012,237.4143465,46.71056,-16.47289,1.29E-04,2121.673584,2724.738281,2020.020752,952.3173218,428.579895,258.7746277,193.6215363,141.6443939,125.0719757,215.2187042,440.721344,970.0437622,2.152152095
171,Africa,18002167,8839,7.01E-04,94056472,4,36572,40.77404275,47.16814,-16.46117,7.01E-04,539.300293,666.5078735,464.3411865,210.9516449,84.67850494,48.68431854,35.88290787,25.19649315,21.21172142,41.12430191,89.18398285,215.2360229,2.056188109
173,Africa,18002186,15509.3,0.004842248,42569272,4,35492,113.1157885,47.925922,-16.246851,0.004842248,232.0029907,271.9615479,185.3856049,96.42418671,48.80734253,31.92395782,25.14958763,18.04428101,14.11324024,18.98356056,35.10196304,85.74060059,2.204397802
174,Africa,12020571,6524,3.07E-05,2395351040,7,214342,198.4312871,23.23882,-16.24473,3.07E-05,1767.563965,3036.50293,4601.334473,5359.125488,4734.764648,3018.820313,1604.663452,1040.004517,769.6448364,585.7131348,535.0731812,891.1021118,0.615153739
175,Africa,12020571,6524,3.07E-05,2395351040,7,214342,176.6052602,23.24111,-16.24215,3.07E-05,1767.563965,3036.50293,4601.334473,5359.125488,4734.764648,3018.820313,1604.663452,1040.004517,769.6448364,585.7131348,535.0731812,891.1021118,0.615153739
176,Africa,18002134,12878.6,0,448290944,6,38492,91.44251787,46.54669,-16.23314,0,2536.141113,3618.542969,2830.192871,1328.193115,585.5159912,328.1607971,243.1116333,175.5485687,143.2770233,222.0002747,501.2151794,1084.957031,2.152152095
177,Africa,12020548,4876.2,3.69E-04,8846720000,7,215722,330.5901138,33.54084,-16.13964,3.69E-04,3108.384521,4676.933594,6668.46875,7399.96875,7251.327637,7173.94043,7826.850586,8008.313477,6972.703613,5242.022461,3355.860352,2590.026123,0.590692475
178,Africa,12020548,4876.2,3.69E-04,8846720000,7,215722,319.4705608,33.54203,-16.13954,3.69E-04,3108.384521,4676.933594,6668.46875,7399.96875,7251.327637,7173.94043,7826.850586,8008.313477,6972.703613,5242.022461,3355.860352,2590.026123,0.590692475
179,Africa,12020574,14458.9,1.11E-04,2320009472,7,214162,516.3304425,23.28826,-16.13003,1.11E-04,1802.829346,3083.008301,4633.164551,5321.875977,4630.318848,2873.765625,1540.733887,1011.761963,752.1532593,573.7439575,537.5067139,922.6154175,0.615153739
180,Africa,12020554,8694.4,2.42E-04,5451750400,7,215362,188.4643286,28.85822,-16.03506,2.42E-04,1677.071655,2365.807861,3141.316406,3400.301758,4246.744141,5517.048828,5940.368652,5165.165527,3439.465332,2145.54126,1507.390869,1324.563354,0.688982151
181,Africa,12020554,8694.4,2.42E-04,5451750400,7,215362,216.9546321,28.85812,-16.03056,2.42E-04,1677.071655,2365.807861,3141.316406,3400.301758,4246.744141,5517.048828,5940.368652,5165.165527,3439.465332,2145.54126,1507.390869,1324.563354,0.688982151
182,Africa,12020554,8694.4,2.42E-04,5451750400,7,215362,111.5591826,28.87979,-16.01624,2.42E-04,1677.071655,2365.807861,3141.316406,3400.301758,4246.744141,5517.048828,5940.368652,5165.165527,3439.465332,2145.54126,1507.390869,1324.563354,0.688982151
183,Africa,12017942,9788.1,2.45E-04,5452982272,7,210081,264.8508939,28.88075,-15.98502,2.45E-04,1669.869751,2351.848877,3133.159912,3395.589355,4224.96582,5499.784668,5943.545898,5187.624512,3469.543457,2160.240234,1514.947998,1324.029663,0.602006883
184,Africa,12017942,9788.1,2.45E-04,5452982272,7,210081,248.1939655,28.88075,-15.9848,2.45E-04,1669.869751,2351.848877,3133.159912,3395.589355,4224.96582,5499.784668,5943.545898,5187.624512,3469.543457,2160.240234,1514.947998,1324.029663,0.602006883
185,Africa,12017957,8999,3.89E-04,1254460928,6,210081,60.75712627,28.86036,-15.95138,3.89E-04,417.8156433,833.0480957,1381.91272,1944.746094,2248.787354,1981.356934,1236.532104,638.088562,377.65979,253.8987579,195.572876,220.2766418,0.602006883
