Ref	Extractor	Site name	day	month	year	time	Measurement	Latitude	Longitude	LakeType	Elevation	Climate	Watershed area	Watershed LULC	Surface area_m2	Circumference	Volume	Mean depth	Max depth	CO2	CO2_units	CO2_avg_n	CO2_uncert_val	CO2_uncert_text	CO2_method_cat	CO2_method	CO2_instrument	CH4	CH4_units	CH4_avg_text	CH4_avg_n	CH4_uncert_val	CH4_uncert_text	CH4_instrument	N2O	N2O_avg_text	N2O_uncert_val	N2O_uncert_text	N2O_n	N2O_units	N2O_instrument	F_CO2	FCO2_avg_text	F_CO2_uncert_val	F_CO2_uncert_text	F_CO2_n	F_CO2_method	F_CO2_units	FCH4_diff_avg_val	FCH4_diff_avg_text	FCH4_diff_avg_n	FCH4_diff_uncert_val	FCH4_diff_uncert_text	F_CH4_method	F_CH4_units	FCH4_ebb_avg_val	FCH4_ebb_avg_text	FCH4_ebb_avg_n	FCH4_ebb_uncert_val	FCH4_ebb_uncert_text	F_CH4_methods	FN2O_avg_val	FN2O_avg_text	FN2O_avg_n	FN2O_uncert_val	FN2O_uncert_text	FN2O_UNITS	Max depth	Mean depth	Secchi depth	Sample depth	Stratification	Residence_time	Temperature	DO_mg	pH	Conductivity	k	k600	k_units	Trophic level index	Comments							
243	Vanessa Solano	Peri Lake	1	7	2015			-27.733	-48.5167	lake		14		Rainforest	5070000					1189	µatm		452		indirect	alkalinity-pH-temperature method																1.3	median				Diffusive model of Stumm & Morgan (1996)	mmol/m2/h																				2.9						23.1	7	6.78						"Four to six samples were collected monthly at different depths and sites, values are reported annually"							
243	Vanessa Solano	Peri Lake	1	7	2016			-27.733	-48.5167	lake		14		Rainforest	5070000					1099	µatm		679		indirect	alkalinity-pH-temperature method																0.88	median				Diffusive model of Stumm & Morgan (1996)	mmol/m2/h																										23.9	7.3	6.85						"Four to six samples were collected monthly at different depths and sites, values are reported annually"							
269	Vanessa Solano	Lake Donghu	1	4	2003			30.55	114.3833	lake		14			27900000																											-2.53		10.01			Floating static chamber	mg/m2/h	0.36			0.29		Floating static chamber	mg/m2/h													4.8	2.5						6.44							"Spring. Samples were collected weekly, reported monthly in a plot and annually in a table"							
269	Vanessa Solano	Lake Donghu	1	7	2003			30.55	114.3833	lake		14			27900000																											-5.69		17.62			Floating static chamber	mg/m2/h	2.97			1.82		Floating static chamber	mg/m2/h													4.8	2.5						7.49							"Summer. Samples were collected weekly, reported monthly in a plot and annually in a table"							
269	Vanessa Solano	Lake Donghu	1	10	2003			30.55	114.3833	lake		14			27900000																											5.82		14.91			Floating static chamber	mg/m2/h	0.64			0.66		Floating static chamber	mg/m2/h													4.8	2.5						7.95							"Autumn. Samples were collected weekly, reported monthly in a plot and annually in a table"							
269	Vanessa Solano	Lake Donghu	1	1	2004			30.55	114.3833	lake		14			27900000																											58.8		15.5			Floating static chamber	mg/m2/h	0.28			0.03		Floating static chamber	mg/m2/h													4.8	2.5						7.53							"Winter. Samples were collected weekly, reported monthly in a plot and annually in a table"							
242	Vanessa Solano	Carioca Lake	21	1	2015			-19.757	-42.618	lake	Ê	3	Ê	Ê	140000	1718	671000			404.8	µatm	Ê	13.5		direct	Headspace equilibrium		Ê		Ê	Ê	Ê	Ê	Ê	Ê	Ê	Ê	Ê	Ê		Ê	-0.122	Ê	Ê	Ê	Ê	Ê		Ê	Ê	Ê	Ê	Ê	Ê									Ê	Ê	Ê	Ê		11.8	4.8	Ê	Ê	Ê	Ê	31.3	Ê	6.4	36					Ê							
242	Vanessa Solano	Carioca Lake	22	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		13.5		direct	Headspace equilibrium																-0.198																										11.8	4.8					30.5		6.2	36												
242	Vanessa Solano	Carioca Lake	23	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		14.5		direct	Headspace equilibrium																-0.217																										11.8	4.8					30.9		6.2	36												
242	Vanessa Solano	Carioca Lake	24	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		15.5		direct	Headspace equilibrium																-0.085																										11.8	4.8					31.2		6.4	36												
242	Vanessa Solano	Carioca Lake	25	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		16.5		direct	Headspace equilibrium																-0.085																										11.8	4.8					30.6		6.15	37												
242	Vanessa Solano	Carioca Lake	26	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		17.5		direct	Headspace equilibrium																-0.055																										11.8	4.8					30.6		6.18	37												
242	Vanessa Solano	Carioca Lake	27	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		18.5		direct	Headspace equilibrium																-0.055																										11.8	4.8					30.9		6.31	37												
242	Vanessa Solano	Carioca Lake	28	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		19.5		direct	Headspace equilibrium																-0.709																										11.8	4.8					30.5		6.09	37												
242	Vanessa Solano	Carioca Lake	29	1	2015			-19.757	-42.618	lake		3			140000	1718	671000			404.8	µatm		19.5		direct	Headspace equilibrium																-0.006																										11.8	4.8					30.9		6.16	37												
217	Vanessa Solano	Lake Kivu	1	1	2012		monthly	-2.3374	28.9775	lake	Ê	3	Ê	Ê	Ê	Ê	Ê			Ê		Ê	Ê			Ê	Ê	68.375	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	7.07	mean	Ê	Ê	2	nmol/L	Headspace equilibrium		Ê	Ê	Ê	Ê	Ê		104.13	mean	2	Ê	Ê	"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d		Ê	Ê	Ê	Ê		-0.2	mean	2	Ê	Ê	_mol/m2/d	Ê	Ê	Ê	5	Ê	Ê	Ê	Ê	Ê	Ê					Ê							
217	Vanessa Solano	Lake Kivu	1	3	2012		monthly	-2.3374	28.9775	lake		3																61.755	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	7.44	mean			2	nmol/L	Headspace equilibrium								91.615	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.62	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	4	2012		monthly	-2.3374	28.9775	lake		3																69.45	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	8.01	single				nmol/L	Headspace equilibrium								124.47	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							1.95	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	5	2012		monthly	-2.3374	28.9775	lake		3																65.13	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	7.09	single				nmol/L	Headspace equilibrium								102.12	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.22	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	6	2012		monthly	-2.3374	28.9775	lake		3																64.05	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	7.52	mean			2	nmol/L	Headspace equilibrium								73.29	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.49	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	7	2012		monthly	-2.3374	28.9775	lake		3																29.73	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	6.9	mean			2	nmol/L	Headspace equilibrium								32.4	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							-0.33	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	8	2012		monthly	-2.3374	28.9775	lake		3																28.65	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	8.31	single				nmol/L	Headspace equilibrium								33.74	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							1.38	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	9	2012		monthly	-2.3374	28.9775	lake		3																39.865	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	7.28	mean			2	nmol/L	Headspace equilibrium								49.825	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.18	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	10	2012		monthly	-2.3374	28.9775	lake		3																58.92	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	7.19	single				nmol/L	Headspace equilibrium								82.46	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.33	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	11	2012		monthly	-2.3374	28.9775	lake		3																54.32	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	6.27	single				nmol/L	Headspace equilibrium								61.45	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							-0.9	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	12	2012		monthly	-2.3374	28.9775	lake		3																71.08	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	6.27	single				nmol/L	Headspace equilibrium								81.56	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							-0.91	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	1	2013		monthly	-2.3374	28.9775	lake		3																62.55	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	6.76	mean			2	nmol/L	Headspace equilibrium								69.945	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							-0.25	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	2	2013		monthly	-2.3374	28.9775	lake		3																62.4	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	9.29	single				nmol/L	Headspace equilibrium								69.94	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							2.6	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	3	2013		monthly	-2.3374	28.9775	lake		3																72.15	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	7.99	mean			2	nmol/L	Headspace equilibrium								102.13	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							1.59	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	4	2013		monthly	-2.3374	28.9775	lake		3																76.2	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	7.52	single				nmol/L	Headspace equilibrium								115.08	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.98	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	5	2013		monthly	-2.3374	28.9775	lake		3																92.025	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	7.28	mean			2	nmol/L	Headspace equilibrium								162.235	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.61	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	6	2013		monthly	-2.3374	28.9775	lake		3																84.32	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	6.28	mean			2	nmol/L	Headspace equilibrium								124.69	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d								mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	7	2013		monthly	-2.3374	28.9775	lake		3																80.54	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	6.53	single				nmol/L	Headspace equilibrium								100.78	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.92	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	8	2013		monthly	-2.3374	28.9775	lake		3																45.13	nmol CH4/L	mean	2	Ê	Ê	Headspace equilibrium	7.91	mean			2	nmol/L	Headspace equilibrium								63.24	mean	2			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.95	mean	2			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	9	2013		monthly	-2.3374	28.9775	lake		3																67.297	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	7.9	single				nmol/L	Headspace equilibrium								77.99	single	Ê			"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d							0.92	single	Ê			_mol/m2/d				5																		
217	Vanessa Solano	Lake Kivu	1	10	2013		monthly	-2.3374	28.9775	lake	Ê	3	Ê	Ê	Ê	Ê	Ê			Ê		Ê	Ê			Ê	Ê	52.43	nmol CH4/L	single	Ê	Ê	Ê	Headspace equilibrium	8.26	single	Ê	Ê	Ê	nmol/L	Headspace equilibrium		Ê	Ê	Ê	Ê	Ê		67.71	single	Ê	Ê	Ê	"Estimated based on temperature, dissolved concentration and k "	_mol/m2/d		Ê	Ê	Ê	Ê		1.61	single	Ê	Ê	Ê	_mol/m2/d	Ê	Ê	Ê	5	Ê	Ê	Ê	Ê	Ê	Ê					Ê							
102	Shaoda Liu	Lake Apopka	4	3	2009		spot	28.617	-81.633	lake		14								269	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0			12.61		8.65													
102	Shaoda Liu	Lake Apopka	18	3	2009		spot	28.617	-81.633	lake		14								137	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0			21.67		9.04													
102	Shaoda Liu	Lake Apopka	18	3	2009		spot	28.617	-81.633	lake		14								125	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0.25			21.72		9.06													
102	Shaoda Liu	Lake Apopka	18	3	2009		spot	28.617	-81.633	lake		14								125	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0.5			21.78		9.06													
102	Shaoda Liu	Lake Apopka	18	3	2009		spot	28.617	-81.633	lake		14								119	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0.75			21.77		9.06													
102	Shaoda Liu	Lake Apopka	17	6	2009		spot	28.617	-81.633	lake		14								185	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0.05			29.34		9.09													
102	Shaoda Liu	Lake Apopka	17	6	2009		spot	28.617	-81.633	lake		14								165	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0.35			29.36		9.12													
102	Shaoda Liu	Lake Apopka	17	6	2009		spot	28.617	-81.633	lake		14								170	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0.65			29.26		9.11													
102	Shaoda Liu	Lake Apopka	17	6	2009		spot	28.617	-81.633	lake		14								269	µatm				direct	Direct measurements	"GC, Hydrolab Survey, YSI 6000"																																												0.105			28.79		8.97													
153	Shaoda Liu	the Hongfeng reservoir	1	7	2017		annual	26.4825	106.4129	reservoir		11			32200000		298000000											0.7	_mol CH4/L	min-max				"GC, FID"																																																							
153	Shaoda Liu	the Baihua reservoir	1	7	2017		annual	26.6517	106.5114	reservoir		11			10400000		112000000											0.45	_mol CH4/L	min-max				"GC, FID"																																																							
153	Shaoda Liu	the Hongfeng reservoir	1	7	2017		annual	26.4825	106.4129	reservoir		11			32200000		298000000											31.09	_mol CH4/L	min-max				"GC, FID"																																																							
153	Shaoda Liu	the Baihua reservoir	1	7	2017		annual	26.6517	106.5114	reservoir		11			10400000		112000000											8.18	_mol CH4/L	min-max				"GC, FID"																																																							
230	Shaoda Liu	Madhurandhagam Lake	3	2	2011		spot	12.53203	79.88517	lake		3		agriculture														1.72	_mol CH4/L	mean		0.7	SD	"GC, FID"								1.82	mean	7.06	SD		floating chamber	mmol/m2/d	2.3	mean					mmol/m2/d																			26.4		8.66	0.51												
