site_numeric,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,River_width,catchment_area_snapped,catchment_area_h90m,order_h90,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
1403,24.59611,0.7575,24.59458333,0.75625,219.6354829,NA,3,0.0926212,0.014011405,1,NA,1,0.095544,412
1424,24.59753,0.77109,24.59708333,0.77125,52.81226718,NA,4.5,0.171049207,1006.013428,1,NA,1,0.13407,404
1446,24.34464,0.84339,24.34458333,0.84375,40.56834379,NA,4,5.933745861,5.933745861,3,3,3,0,405
1483,18.79348,1.261168,18.79458333,1.26125,123.1315696,NA,3.5,0.223673671,0.020654118,1,NA,1,0,328
1485,23.79998,1.28785,23.79958333,1.287083333,96.0863771,NA,4,4.076190472,0.029810593,3,NA,3,0,380
1508,111.11127,1.540329,111.11375,1.540416667,276.1450697,91.4,3.23,25.10917854,0.013051249,4,NA,4,0,13
1515,111.0621,1.6158,111.0620833,1.615416667,42.71275356,NA,4.5,69.42205811,69.42205811,5,5,5,0,10
1525,17.155134,1.681977,17.15458333,1.682083333,62.40639498,NA,4,1.882720113,0.010103818,3,NA,3,0,333
1560,20.375702,2.004854,20.37625,2.004583333,68.0049079,NA,2.5,0.951512456,0.011699772,2,NA,2,0.010849,337
1564,18.056044,2.022925,18.05708333,2.022916667,115.629674,NA,4.5,0.136373937,0.008581252,1,NA,1,0.004623,323
1566,20.501129,2.030496,20.50125,2.030416667,16.09958438,NA,3,0.13453947,0.13453947,1,1,1,0.013019,333
1577,16.122,2.057,16.12208333,2.057083333,13.11490143,NA,3,7.013246059,7.013246059,NA,NA,NA,0,362
1629,17.11038,3.90408,17.10958333,3.904583333,104.7278976,NA,3,0.094364211,0.019728836,1,NA,1,0.056248,438
1632,17.413648,3.967126,17.41375,3.967083333,12.28285708,NA,3,7.618629456,7.618629456,4,4,4,0.040142,432
1634,17.32564,4.02745,17.32541667,4.027083333,47.7606288,NA,4,67.59980774,67.59980774,4,4,4,0,440
1644,114.403767,4.573728,114.40375,4.57375,3.091320994,NA,4,3.679498434,3.679498434,2,2,2,0,13
1645,114.401045,4.576059,114.40125,4.57625,31.13733514,NA,4,3.315774918,3.315774918,2,2,2,0,14
1646,114.398323,4.57839,114.39875,4.57875,62.05671355,NA,4,2.615511179,0.008743051,2,NA,2,0,12
1647,114.3956,4.580721,114.3954167,4.580416667,39.51693367,NA,4,0.124824248,0.124824248,NA,NA,NA,0.00543,12
1648,114.392878,4.583052,114.3929167,4.582916667,15.66430852,NA,4,1.501587749,1.501587749,2,2,2,0,12
1649,114.390156,4.585383,114.3904167,4.585416667,29.16619368,NA,4,0.713573158,0.713573158,NA,NA,NA,0,12
1650,114.387434,4.587714,114.3879167,4.587083333,88.3022046,NA,4,0.135195047,0.070802771,NA,NA,NA,0.006908,12
1651,114.384711,4.590045,114.3845833,4.589583333,53.30919679,NA,4,0.545471728,0.009260819,1,NA,1,0,13
1652,114.381989,4.592376,114.3820833,4.592083333,34.21974776,NA,4,0.840751231,0.840751231,2,2,2,0,12
1653,114.379267,4.594707,114.3795833,4.594583333,37.70397901,NA,4,1.980740428,1.980740428,3,3,3,0,9
1654,114.376544,4.597038,114.3770833,4.59625,106.1894742,NA,4,0.096157081,0.087869011,NA,NA,NA,0.015204,11
1655,114.373822,4.599369,114.3745833,4.59875,109.0171315,NA,4,0.167204812,0.01347821,1,NA,1,0.001535,9
1656,114.3711,4.6017,114.37125,4.602083333,45.80355516,10.66,4,3.414116621,3.414116621,3,3,3,0.009774,7
1783,-84.009444,10.429167,-84.00875,10.42958333,88.99897486,0.461,4.5,0.130422398,0.042780053,NA,NA,NA,0,58
1784,-84.013333,10.431944,-84.01208333,10.43291667,174.4750611,0.27,4,0.584031224,0.008444403,1,NA,1,0,64
1888,-65.819725,18.326287,-65.81958333,18.32625,15.52668807,0.17,3.5,0.419027627,0.419027627,1,1,1,0.048217,275
1890,-65.82028,18.32731,-65.82041667,18.32708333,29.07310502,0.24,3.5,0.299841374,0.299841374,NA,NA,NA,0.065897,259
1930,114.136511,22.262486,114.13625,22.26291667,54.96718815,1.7,3.5,1.773515821,0.007946313,2,NA,2,0.109144,142
1931,114.140834,22.267061,114.14125,22.26708333,42.92759584,1.4,3,1.244578123,1.244578123,2,2,2,0.088599,194
1990,121.178977,22.976963,121.17875,22.97708333,26.84554292,NA,3,0.730556548,0.730556548,2,2,2,0.03791,207
2055,121.363564,23.319257,121.36375,23.31958333,41.00248526,NA,4,27.57850456,27.57850456,4,4,4,0,198
2140,115.235485,23.649694,115.2354167,23.64958333,14.15341826,NA,4,6.832094193,6.832094193,3,3,3,0,266
2159,121.500789,23.735409,121.50125,23.73541667,46.98522788,NA,2.5,0.166813314,0.009422232,NA,NA,NA,0.079558,151
2169,90.2583,23.8231,90.25708333,23.82208333,167.8082247,NA,4,0.103854127,0.077103078,NA,NA,NA,0,10
2231,109.215383,24.264167,109.2154167,24.26458333,46.47178441,NA,4,19.01070023,19.01070023,4,4,4,0,135
2273,88.61,24.5394,88.60958333,24.54125,210.2189182,NA,2.5,3.973805666,0.007810913,2,NA,2,0,16
2294,121.794081,24.636182,121.7954167,24.63625,135.3631089,NA,3,0.096987009,0.016263401,1,NA,1,0.004794,8
2341,109.335046,24.862778,109.3354167,24.86291667,40.49555808,NA,3,31.98187065,31.98187065,4,4,4,0.026477,172
2343,109.334389,24.864792,109.3345833,24.86541667,72.25455855,NA,3,31.79024887,0.026751751,4,NA,4,0,158
2346,109.335214,24.869526,109.3354167,24.86958333,21.44059504,NA,4,31.54274178,31.54274178,4,4,4,0.006492,161
2367,115.51828,24.988287,115.51875,24.98791667,62.83665329,NA,3,9.023697853,0.01017326,4,NA,4,0.073577,443
2373,105.604252,24.998877,105.60375,24.99875,52.58329322,NA,3,1.394844532,0.007781941,2,NA,2,0,1390
2376,101.477818,25.000597,101.4779167,25.00041667,22.40715219,NA,3,17.74120903,17.74120903,1,1,1,0.011884,1828
2377,101.477818,25.000639,101.4779167,25.00041667,26.67685196,NA,3,17.74120903,17.74120903,1,1,1,0.011884,1828
2381,101.478792,25.010791,101.47875,25.01041667,41.88544815,NA,2.5,115.8148422,115.8148422,5,5,5,0,1823
2421,101.4008,25.12,101.4004167,25.12041667,60.36696847,NA,2.5,0.11138995,0.11138995,NA,NA,NA,0.047535,1826
2433,101.491358,25.162502,101.49125,25.16291667,47.42572829,NA,3,38.49816895,38.49816895,5,5,5,0,1833
2461,101.127565,25.25,101.1279167,25.25041667,58.3527816,NA,4,49.05944443,49.05944443,NA,NA,NA,0.014721,1919
2463,101.371254,25.250904,101.37125,25.25125,38.51864923,NA,4.5,4.336441517,4.336441517,3,3,3,0.02598,1901
2559,101.4759,25.8,101.47625,25.80041667,58.15376054,NA,3.5,43.40882874,43.40882874,4,4,4,0.081028,1816
2574,103.954604,25.899749,103.9545833,25.89958333,18.55768582,NA,3,11.56157112,11.56157112,3,3,3,0.001654,2112
2576,103.954989,25.901346,103.9545833,25.90125,42.00450643,NA,3,11.45597649,11.45597649,3,3,3,0,2114
2626,80.426112,26.417637,80.42625,26.41791667,34.03678393,NA,3,1.224000096,1.224000096,2,2,2,0.02471,114
2764,107.269614,28.256929,107.2695833,28.25708333,17.44147199,NA,4.5,0.7083565,0.7083565,2,2,2,0.531548,753
2787,113.338326,28.557677,113.3379167,28.55708333,77.26120761,NA,2.5,22.41904259,0.007543163,4,NA,4,0,71
2788,113.328329,28.573685,113.32875,28.57375,41.7886123,NA,3,2.878167629,0.056621715,1,NA,1,0,77
2790,113.352861,28.577469,113.3529167,28.57708333,43.27573177,NA,2.5,1.514532208,1.514532208,2,2,2,0,96
2795,113.324272,28.586638,113.3245833,28.58625,52.83642907,NA,3,0.134342417,0.134342417,1,1,1,0.011587,85
2918,106.754767,29.398567,106.7554167,29.39875,66.21889639,NA,3,13.99071121,0.011654607,4,NA,4,0,312
2967,106.443848,29.473239,106.44375,29.47291667,37.11764055,NA,3.5,14.58743095,14.58743095,4,4,4,0.105876,310
2975,106.347919,29.4841,106.3479167,29.48375,38.96247786,NA,4,14.35780239,14.35780239,4,4,4,0,298
2998,106.499519,29.510269,106.4970833,29.50875,290.2959085,NA,3,0.10226392,0.009913978,1,NA,1,0.019446,278
3008,106.300014,29.529858,106.2995833,29.53041667,74.88457359,NA,4.5,6.377776623,0.007697271,3,NA,3,0,290
3045,106.442945,29.583053,106.4429167,29.58291667,15.4224305,NA,3,4.042955399,4.042955399,3,3,3,0.050227,189
3046,106.443878,29.583466,106.44375,29.58375,33.95640098,NA,3,4.158453465,4.158453465,3,3,3,0,184
3103,106.495434,29.655047,106.4954167,29.65541667,41.18525368,NA,4,3.202464342,3.202464342,4,4,4,0,262
3149,106.928418,29.740711,106.92875,29.74041667,45.86190165,NA,3,6.415327072,6.415327072,3,3,3,0,194
3169,106.938408,29.75992,106.93875,29.76041667,64.41386201,NA,3.5,10.14132214,0.029869806,3,NA,3,0.019052,181
3191,106.746688,29.801164,106.74625,29.80125,43.37951941,NA,2.5,2.587100744,0.014623666,2,NA,2,0.016454,314
3233,-82.28359,29.86273,-82.28291667,29.86291667,68.24316244,NA,4,22.69808578,0.01519168,4,NA,4,0.001679,31
3254,106.555316,29.901664,106.5554167,29.90125,47.09898746,NA,3,8.194293976,8.194293976,3,3,3,0.008643,352
3287,106.710272,29.999748,106.7104167,29.99958333,23.03306264,NA,4,5.556786537,5.556786537,4,4,4,0,474
3289,106.649025,30.01011,106.6495833,30.01041667,63.73448326,NA,4.5,3.85871172,0.017331459,3,NA,3,0.05834,366
3360,103.649497,30.573728,103.6495833,30.57375,8.629290833,NA,3,0.104548581,0.104548581,NA,NA,NA,0,516
3375,111.598,30.65,111.5979167,30.65041667,47.06468453,NA,4,3.918066025,3.918066025,NA,NA,NA,0,103
3431,111.247399,30.81718,111.2479167,30.81708333,50.64632346,NA,4,4.584993839,0.020671198,2,NA,2,0.002598,126
3434,111.241956,30.822841,111.2420833,30.82375,101.9189318,NA,4.5,15.59861755,0.011781013,3,NA,3,0,150
3631,119.432276,31.156551,119.4320833,31.15708333,62.03629186,NA,3,0.109350003,0.010711786,NA,NA,NA,0.029229,129
3632,119.42955,31.158268,119.4295833,31.15791667,39.23893993,NA,2.5,4.245359898,4.245359898,3,3,3,0.029433,124
3635,119.412483,31.160224,119.4129167,31.16041667,46.54626012,NA,4,5.231313229,0.008658981,3,NA,3,0.011876,90
3685,119.37975,31.216425,119.3795833,31.21625,25.12506693,NA,3,4.605491161,4.605491161,3,3,3,0.015491,36
3925,121.572349,31.630579,121.5720833,31.63041667,30.99386339,NA,3,0.19449231,0.19449231,NA,NA,NA,0,4
3929,109.199636,31.636679,109.1995833,31.63708333,45.2861119,NA,4,4.488385201,4.488385201,3,3,3,0.117318,804
4057,108.401817,32.921552,108.40125,32.92125,62.74824303,NA,4,7.151401043,0.014706605,3,NA,3,0.045897,520
4079,97.369248,33.17025,97.36958333,33.17041667,36.33940422,NA,4,107.5687485,107.5687485,5,5,5,0.021607,3944
1,153.032309,-30.39781,153.03375,-30.39791667,138.8686233,37.433,10,38.5655365,0.022637913,4,NA,4,0,7
2,153.025157,-30.373,153.0270833,-30.37291667,185.2397126,10.68,7,19.3620472,0.035251811,4,NA,4,0,13
3,153.067155,-30.346042,153.06875,-30.34541667,168.2994697,4.589,6,6.175686359,0.007752444,3,NA,3,0.001552,7
4,153.066373,-30.334196,153.0679167,-30.33458333,154.4544583,4.426,7,5.609466553,0.015555909,3,NA,3,0.006984,16
5,153.113221,-30.292198,153.1145833,-30.29291667,153.4520016,12.261,8.133,12.79605007,12.14279556,4,4,4,0,11
6,153.125743,-30.28794,153.12625,-30.28875,102.4963721,4.014,7,6.04434967,0.015150233,3,NA,3,0.00388,1
7,153.133111,-30.251623,153.1345833,-30.25041667,195.1370231,6.638,6,6.377048016,4.651798725,3,3,3,0,17
10,153.189837,-30.136705,153.19125,-30.13625,145.156837,1.674,5,4.767704487,0.014261086,3,NA,3,0.004443,9
11,153.19342,-30.136371,153.1920833,-30.13625,129.3876905,4.302,17,4.80537796,4.678369045,3,3,3,0,13
12,153.181119,-30.112899,153.1820833,-30.11291667,92.8819145,13.717,9,14.14169979,0.017098978,4,NA,4,0,16
13,153.183228,-30.066155,153.1845833,-30.06541667,154.2891629,4.164,7,4.575252533,0.007431014,3,NA,3,0,29
14,153.119669,-30.039261,153.1204167,-30.03958333,80.4909692,53.639,14,0.58363992,0.015794354,2,NA,2,0.01164,34
15,152.90512,-28.97926,152.9070833,-28.97958333,194.5510314,NA,9,129.1821136,0.007746454,6,NA,6,0,59
16,152.92583,-28.9526,152.9270833,-28.95291667,127.0705132,NA,8,20.57111931,0.007617644,5,NA,5,0.002222,53
17,152.97314,-28.94683,152.9745833,-28.94708333,143.3985508,NA,13,209.4647064,0.031584278,6,NA,6,0,38
18,153.061874,-28.943272,153.06375,-28.94291667,186.9837694,NA,11,206.9927063,206.8053284,6,6,6,0,29
19,153.00479,-28.93158,153.00625,-28.93125,146.9101084,NA,12,0.18124488,0.136031851,1,1,1,7.76E-04,33
20,153.15788,-28.92701,153.15875,-28.92625,119.7613168,606,11,565.682251,565.6532593,6,6,6,0,8
21,152.97397,-28.92302,152.9729167,-28.92375,130.9075722,NA,11,0.668971479,0.074987717,2,NA,2,0,36
22,153.11228,-28.92177,153.11375,-28.92125,154.4860089,NA,11,523.9102173,0.045925733,6,NA,6,0,21
23,152.8785,-28.90516,152.8804167,-28.90541667,188.9543511,NA,5,15.19111729,0.009730966,4,NA,4,0,83
26,152.9114,-28.86748,152.9129167,-28.86791667,155.6402294,NA,9,192.0507202,0.008045623,5,NA,5,0,63
29,152.90164,-28.81236,152.9029167,-28.81208333,128.2763741,NA,7,61.81606674,17.93990898,5,NA,5,0,44
30,152.95439,-28.80402,152.95625,-28.80458333,191.9671719,718,11,696.6188965,696.5386353,6,6,6,0,32
31,152.936928,-28.802699,152.9379167,-28.80291667,99.43917372,NA,9,75.408638,75.32248688,5,5,5,0,39
32,152.97529,-28.78381,152.97625,-28.78458333,127.2147539,NA,16,1054.496582,0.008171286,6,NA,6,0,34
33,152.92398,-28.75749,152.9229167,-28.75875,174.4756831,NA,9,583.3883057,0.009688692,6,NA,6,0,42
34,152.9131,-28.7439,152.9145833,-28.74458333,163.5439803,NA,5,124.3140335,124.1935577,5,5,5,0,38
35,152.97785,-28.74185,152.97875,-28.74291667,147.7019174,NA,15,1009.962341,0.007534461,6,NA,6,0,38
37,152.9057,-28.71397,152.9054167,-28.71541667,163.4006189,NA,6,432.7481995,0.027215488,6,NA,6,0,49
38,152.9984,-28.67927,152.9995833,-28.68041667,172.1897939,NA,17,945.9244995,0.007532938,6,NA,6,0,44
39,152.90122,-28.66315,152.9029167,-28.66375,178.6793668,NA,11,188.4793243,188.3860168,5,5,5,0,64
40,152.91624,-28.66177,152.91625,-28.66291667,127.6500867,NA,6,215.9958649,0.007800169,6,NA,6,0,55
41,152.99532,-28.6208,152.99625,-28.62125,103.7689265,NA,17,893.1022339,893.0775146,6,6,6,0.014744,52
42,153.00257,-28.61668,153.00125,-28.61625,137.5872535,NA,14,133.3907013,133.3254395,5,5,5,0,57
43,153.354995,-28.607613,153.3554167,-28.60708333,71.93578932,11.4,12,11.23155212,8.20994091,3,3,3,0.140999,275
44,152.97575,-28.56603,152.9745833,-28.56708333,163.5827231,NA,14,734.3220825,734.1185913,6,6,6,0,69
45,-53.735814,-28.444694,-53.73541667,-28.44375,112.0514487,75.9,8,76.58104706,0.015455063,5,NA,5,0,351
46,-53.6834,-28.440404,-53.68291667,-28.44208333,192.836195,19.5,8,60.65827179,0.012667235,5,NA,5,0,379
50,-48.450243,-27.467878,-48.45041667,-27.46625,182.0380991,NA,8,7.649758816,7.355039597,4,4,4,0,7
60,-44.166144,-23.141591,-44.16708333,-23.14208333,110.6750664,NA,5,1.540265441,-2.010908842,2,3,2,0.038489,6
63,-46.836,-22.9819,-46.83625,-22.98041667,167.0998122,NA,18,2043.887207,0.010616316,7,NA,7,0,725
64,-46.9563,-22.9111,-46.95791667,-22.91041667,182.3893453,NA,18,2182.754639,0.060840219,7,NA,7,0,650
65,-46.8586,-22.8351,-46.85958333,-22.83458333,116.1283784,NA,13,2041.72644,0.012115189,7,NA,7,0,710
75,-47.857853,-21.940851,-47.85791667,-21.93958333,141.2690539,1.23,5,1.372586846,0.043483943,2,NA,2,0.076825,791
77,47.34111,-19.2945,47.34125,-19.29458333,17.39026727,NA,7.25,30.45553589,30.45553589,4,4,4,0,1641
80,47.791563,-19.020337,47.79125,-19.01958333,90.13285822,NA,20,131.843689,0.012971738,6,NA,6,0,1351
82,47.12425,-19.00397,47.12458333,-19.00291667,122.3927772,NA,18.5,210.7221527,182.5027313,5,2,5,0,1300
85,48.61189,-18.98364,48.61291667,-18.98458333,150.6880705,NA,13,61.50075531,61.44061661,5,5,5,0,443
87,48.85289,-18.96092,48.85291667,-18.96208333,129.5321017,NA,18,130.5842133,62.49589157,4,4,4,0,41
88,47.883929,-18.953208,47.88458333,-18.95208333,142.8998478,NA,5,96.10338593,16.09083176,5,1,5,0,1379
89,48.416,-18.93975,48.41625,-18.93875,114.3894344,NA,7.5,64.24717712,61.18312836,5,5,5,0,929
91,47.91822,-18.911615,47.91958333,-18.91125,149.21207,NA,10,145.9654999,142.0714874,5,5,5,0,1211
92,48.42775,-18.90317,48.42875,-18.90458333,189.3265121,NA,12.667,44.32217026,0.029286146,4,NA,4,0.00776,930
95,48.06264,-18.86447,48.06375,-18.86375,141.7607996,NA,15,355.7863159,0.026702497,6,NA,6,0,880
99,48.8825,-18.76186,48.88291667,-18.76291667,125.5590406,NA,22,83.8835907,83.70401764,4,4,4,0,23
102,47.49414,-18.69511,47.49458333,-18.69458333,74.98420299,NA,6.5,20.29344177,0.008178281,4,NA,4,0,1280
105,48.25039,-18.64811,48.25208333,-18.64875,192.2896548,NA,5,0.368260413,0.264098674,1,1,1,0.003104,907
106,48.97061,-18.64619,48.97125,-18.64708333,120.1926797,NA,17,43.82302094,0.012076261,5,NA,5,0.0141,21
111,47.25011,-18.48833,47.24875,-18.48791667,150.7733323,NA,20,199.8845367,199.8034363,6,6,6,0,1247
114,47.88136,-18.41253,47.88125,-18.41125,142.9618332,NA,23,711.5818481,0.11448209,6,1,6,0,1246
117,47.89008,-18.32397,47.88958333,-18.32291667,128.4671491,NA,11,202.197403,0.659778118,6,2,6,0,1165
118,47.31519,-18.30181,47.31541667,-18.30041667,156.9442791,NA,13.5,28.52262497,0.008231146,4,NA,4,0,1331
119,47.21611,-18.25919,47.21625,-18.25791667,142.5173768,NA,7,32.57114792,0.022757102,4,NA,4,0,1536
122,48.25033,-18.21847,48.24958333,-18.21875,84.88187217,NA,7,112.0206604,0.037567608,5,NA,5,0.008536,910
123,47.04228,-18.19653,47.04125,-18.19708333,125.1351293,NA,17.5,152.7058868,0.008964583,6,NA,6,0,1070
126,47.27586,-18.09456,47.27708333,-18.09375,157.7554047,NA,7.5,33.38565063,33.16766357,4,4,4,0.010846,1293
127,47.39497,-18.02519,47.39541667,-18.02458333,82.44055532,NA,18,67.60684967,67.55165863,5,5,5,0,950
142,47.92281,-17.68911,47.92291667,-17.68791667,133.3220811,NA,8,91.40214539,91.35025787,5,5,5,0,1072
143,46.98811,-17.68272,46.98708333,-17.68208333,129.9220354,NA,22,410.1115112,0.019339075,6,NA,6,0,689
146,146.003518,-17.581022,146.00375,-17.58041667,71.74209837,5.2,6,4.921554565,0.008228926,3,NA,3,0.01552,19
162,46.862424,-16.922945,46.86291667,-16.92125,195.8458066,NA,24,244.0140991,0.145196259,6,1,6,0,46
170,-68.063908,-16.471701,-68.06458333,-16.47208333,83.71836198,230,19,138.8784485,0.124821305,5,1,5,0.055981,3701
172,-68.11885,-16.253122,-68.11875,-16.25208333,116.1166964,260,5,21.13461494,20.96616745,4,4,4,0.054256,4229
189,28.84497,-15.9487,28.84458333,-15.94708333,184.6640687,NA,12,140250.8438,49601.9375,10,NA,10,0,372
197,-67.506352,-15.793889,-67.50458333,-15.79375,190.0849005,340,22,285.6054382,22.93218613,6,4,6,0,719
234,-71.284855,-14.43456,-71.28458333,-14.43375,94.8058575,470,12,470.6614685,0.453818917,5,2,5,0.013021,3957
244,-59.708093,-14.158235,-59.70958333,-14.15791667,164.7207115,150,16,1059.629272,0.008325611,7,NA,7,0,228
247,-71.427095,-14.107002,-71.42541667,-14.10625,199.5999268,3190,20,1594.695313,0.029544037,6,NA,6,0,3455
261,30.70447,-13.15467,30.70458333,-13.15625,176.3133155,NA,6,129.0072174,124.1257935,6,6,6,0.043034,1412
262,30.70336,-13.15412,30.70458333,-13.15541667,196.010118,NA,12,128.95755,107.2654114,6,6,6,0.095483,1431
263,30.70293,-13.15368,30.70375,-13.15291667,122.9694656,NA,9.5,128.66745,19.26833344,6,NA,6,0.233282,1495
274,-60.330414,-12.855482,-60.33041667,-12.85708333,178.2598462,130,9,143.2759552,143.2009888,5,5,5,0,377
278,-69.288486,-12.828343,-69.28958333,-12.82791667,128.2128555,7.072,8,0.374493897,0.008415041,2,NA,2,0.023006,200
279,-60.191575,-12.712122,-60.19125,-12.71041667,193.0895133,160,12,0.053205438,0.009216014,1,NA,1,0.015337,507
286,131.136783,-12.553833,131.13625,-12.55291667,117.3000707,NA,5.5,49.00650406,0.008381056,5,NA,5,7.67E-04,28
287,131.123433,-12.525283,131.12375,-12.52541667,37.5246515,NA,6.5,67.78559113,67.78559113,5,5,5,0.001534,24
288,131.112099,-12.503787,131.1120833,-12.50541667,181.4216533,NA,8,81.97528839,0.042716008,5,NA,5,0.003252,18
289,131.089917,-12.491383,131.09125,-12.49041667,180.4463884,NA,15,121.116745,0.009442682,5,NA,5,0,16
290,131.085298,-12.478917,131.0845833,-12.47875,79.87051638,NA,11,0.061316069,0.009847452,1,NA,1,7.67E-04,12
291,131.0878,-12.470067,131.0870833,-12.46875,166.017456,NA,7.5,6.882004738,0.008466762,3,NA,3,0.006135,12
295,131.08382,-12.462466,131.08375,-12.46125,135.578175,126,8.008,159.0042419,141.9360657,5,NA,5,0,6
296,26.79241,-12.26056,26.79208333,-12.26208333,173.2598649,591,16,591.9821167,0.011596769,7,NA,7,0.00651,1268
297,26.79227,-12.26042,26.79208333,-12.26208333,186.2714967,591,16,591.9821167,0.011596769,7,NA,7,0.00651,1268
299,25.250554,-11.888676,25.25125,-11.88875,76.2626298,1083,10,1074.454346,0.021200223,6,NA,6,0,1310
300,25.25051,-11.88855,25.25125,-11.88875,83.62751909,1083,11.5,1074.454346,0.021200223,6,NA,6,0,1310
301,31.49518,-11.73076,31.49458333,-11.73041667,75.43266774,NA,10,108.999054,108.9343033,5,5,5,0.053166,1383
302,31.49466,-11.73056,31.49458333,-11.73041667,18.01150339,NA,10,108.999054,108.999054,5,5,5,0.053166,1383
306,-61.574831,-11.620371,-61.57541667,-11.61875,191.415532,NA,22,836.6869507,836.6260986,6,6,6,0,187
310,-61.440832,-11.445209,-61.44125,-11.44625,124.5348545,NA,11,132.0504456,132.0112762,5,5,5,0,167
315,-62.774556,-11.056039,-62.77291667,-11.05625,180.6363213,NA,5,68.11089325,67.77103424,5,5,5,0,227
318,-62.167126,-10.991688,-62.16541667,-10.99125,193.0502565,NA,12,394.9223022,0.008810854,6,NA,6,0,167
326,32.00543,-10.75313,32.00625,-10.75208333,147.0305156,NA,17,630.6769409,0.038885821,6,NA,6,0.024656,1347
329,-61.99107,-10.749863,-61.99125,-10.74958333,36.83418236,NA,9,132.6502686,132.6502686,5,5,5,0.023873,143
330,32.00336,-10.74828,32.00375,-10.74791667,58.78061431,NA,17,631.1749268,631.1749268,6,6,6,0.080904,1320
331,-62.102517,-10.732514,-62.10125,-10.73291667,145.6438823,NA,11,87.30773926,0.013864939,5,NA,5,0.001084,156
341,-67.614713,-10.048288,-67.61458333,-10.04791667,43.71187173,NA,20,11.94060612,11.94060612,4,4,4,0,169
344,-55.997032,-9.832876,-55.99625,-9.83375,129.7033975,13.098,5,3.811928511,3.743661642,3,3,3,0,288
345,-55.987789,-9.829846,-55.98708333,-9.829583333,82.74009932,1.466,5.5,0.738423944,0.259517074,2,NA,2,0,268
367,31.23948,-8.59647,31.23958333,-8.59625,27.00254162,NA,23,3220.926758,3220.926758,8,8,8,0.311931,1178
373,-63.476353,-8.092318,-63.47541667,-8.09375,189.8957875,1.041,5,30.0171032,3.094746828,4,NA,4,0,71
374,-63.480645,-8.085085,-63.47958333,-8.08625,174.6709762,0.854,5,13.26713848,10.15596962,4,3,4,0,77
