site_numeric,site,GPP_yr,NPP_yr,wetland_cover,peatland_cover,nee_yr
35,ESC4,2376.228819739117,1378.399756404212,0,0.08041777551230908,8.07441782951355
48,High urban (6),2558.2934426229513,1467.8459016393444,0,0,3.1474286317825317
54,Bico - R2P3,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
55,Bico - R2P2,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
70,SUG3,2119.7779661016957,1208.8118644067797,0,0.17661450462415915,34.265810298919675
71,FOR2,1577.9714285714288,950.2714285714288,0,0.13143403689077487,34.265810298919675
72,FOR1,1673.8306010928964,1001.8972677595629,0,0,-11.402319192886353
109,Borges2015_1264,1087.5767123287671,659.0630136986301,0,0.02971661670278783,-1.5769337654113802
127,Borges2015_1248,996.3670194003528,590.2592592592594,0,0,-1.5769337654113802
225,Cacao agroforestry system,1993.556568925288,955.9512311397086,0,0,4.963621711730957
269,Trincheira,1980.8785662668697,866.0126106637637,0,0,-1.814966011047371
270,Manton Creek,1150.3507692307692,463.7030769230769,0,0,-21.108442115783692
275,MainTrail,3372.7739836152514,2084.6451351858473,0,2.9413779322600857,37.78983039855957
282,Howard River 1,1349.8056338028168,483.3028169014085,0,1.2411741063840993,-21.108442115783692
283,Howard River 2,1349.8056338028168,483.3028169014085,0,1.2411741063840993,-21.108442115783692
310,ZBZ.1,1451.351020408163,745.8102040816327,0,0,-13.752662086486804
323,Boa Vista-NS2,1956.9956521739127,862.4000000000002,0,0.2659751974625556,-26.95528888702393
386,Borges2015_1412,2481.1721739130435,1332.3347826086956,0,0.6377996004429899,1.2702831149101257
388,Borges2015_1413,1939.5256410256409,1063.9688644688647,0,0.7935812727870982,1.2702831149101257
404,Borges2015_1410,2008.9316326530616,1098.7979591836736,0,1.3303615991436883,1.2702831149101257
411,Borges2015_1406,1069.9096908987408,603.9381174561025,0,0.9214669495492652,1.2702831149101257
414,Borges2015_1408,1882.2293106791003,1051.614713344924,0,0.3933732149476189,1.2702831149101257
501,Congo River basin,1936.9145273680135,912.6855663315398,0,2.116185839924379,-25.48071527481079
510,Congo River basin,1936.861668136732,912.6682798031488,0,5.028645476434354,-25.48071527481079
533,IG7-S1,1876.557471264368,565.109195402299,0,0,2.1483300685882543
598,Tarqui TA08,2053.795833333333,1183.4708333333335,0,0.978363090028182,21.267516994476317
600,Tarqui TA05,1841.8102598566309,1081.3841845878137,0,0.978363090028182,21.267516994476317
633,Tomebamba TO35,1380.1141631961325,800.7448057529413,0,0.9858350814092842,21.267516994476317
641,Machangara MC12,1412.175928632793,822.1037955712303,0,0.4496642627619124,-7.540910482406616
678,Asu-Reserva ZF2 1,2423.175362318841,765.3652173913043,0,0,-1.9249326705932617
681,Djili,1451.8476190476192,762.6642857142857,0,0,-17.13919545412063
694,Borges2015_804,1479.201265822785,843.4443037974684,0,1.6219259858377488,-18.629415035247803
699,Borges2015_802,1652.7288888888888,951.5133333333332,0,1.6219259858377488,-18.629415035247803
720,Borges2015_799,1769.7572289156626,1029.8849397590363,0,1.3828907920409534,2.5647804737091064
733,Borges2015_820,1717.0019533545358,1013.158434953809,0,0.6225423501664179,2.5647804737091064
783,MUZUNGU,2676.5153846153853,1431.421153846154,0,3.902123226100988,6.46794114112854
784,MUKONI,2676.5153846153853,1431.421153846154,0,3.902123226100988,6.46794114112854
787,Borges2015_849,1697.0413461538462,982.8,0,0,6.46794114112854
788,KAMUTONI,1697.0413461538462,982.8,0,0,6.46794114112854
790,CHABIRINGA,1697.0413461538462,982.8,0,0,6.46794114112854
793,KIHIRA from Tingi,2833.5803921568627,1503.5764705882357,0,0,6.46794114112854
795,Borges2015_753,2833.5803921568627,1503.5764705882357,0,0,6.46794114112854
796,KIHIRA up stream,2833.5803921568627,1503.5764705882357,0,0,6.46794114112854
860,CB,2230.9630282497556,1205.2033537888983,0,0,-1.3974480271339411
867,CT,1880.6990291262136,1094.0349514563106,0,0,-1.3974480271339411
869,Ngoko,2177.278947368421,1022.8587719298248,0,10.940036932738854,6.420428439974785
871,SIM,1880.6990291262136,1094.0349514563106,0,0,-1.3974480271339411
872,IS_III,2288.0274657335567,1224.9388352047497,0,0,-1.3974480271339411
878,KAP,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
881,BUR,2315.843611919034,1234.1386119432625,0,0,-1.3974480271339411
882,KOR,2315.843611919034,1234.1386119432625,0,0,-1.3974480271339411
883,KIS,2315.843611919034,1234.1386119432625,0,0,-1.3974480271339411
884,SYA,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
885,BOM,2364.2392074649947,1261.297185467017,0,0,-1.3974480271339411
893,SON,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
894,KEC_2,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
897,KAS_W,2555.975962399887,1345.4379939176824,0,0,-1.3974480271339411
899,KEC_I,2628.1487012987022,1379.4746753246757,0,0,-1.3974480271339411
900,KIT,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
901,TNK_II,2555.975962399887,1345.4379939176824,0,0,-1.3974480271339411
903,KEC_O,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
904,TNK_I,2555.975962399887,1345.4379939176824,0,0,-1.3974480271339411
905,BON_I,2717.8228702335778,1401.4925980879125,0,0,-1.3974480271339411
906,ML_l,2717.8228702335778,1401.4925980879125,0,0,-1.3974480271339411
910,Chep_III,2306.57858661859,1230.7426821052727,0,0,-1.3974480271339411
911,Chep_I,2306.57858661859,1230.7426821052727,0,0,-1.3974480271339411
914,Chep_IV,2306.57858661859,1230.7426821052727,0,0,-1.3974480271339411
917,KN_II,2306.57858661859,1230.7426821052727,0,0,-1.3974480271339411
923,MOS,2306.57858661859,1230.7426821052727,0,0,-1.3974480271339411
940,Ole2,2195.4740616611584,1174.085861689087,0,0,-1.3974480271339411
943,Lilo,2073.565151515152,1118.6752525252523,0,0,-1.3974480271339411
970,Gikururu river-Aberdares,1852.4932432432431,960.337837837838,0,1.191425901417858,-12.370205116271972
976,Chania river-Aberdares,1529.9857142857145,815.2974025974028,0,1.191425901417858,-12.370205116271972
986,A10,1287.4793650793652,708.9158730158731,0,0.9823884416832612,11.129021215438843
991,Thambana river-Manyatta,2489.814942528736,1088.413793103448,0,0,-28.68270573616028
1001,Nyanjara river-manyatta,2489.814942528736,1088.413793103448,0,0,-28.68270573616028
1005,A6,1302.83,707.294,0,0.27579983721044726,11.129021215438843
1013,Honi River-Aberdares,1529.9857142857145,815.2974025974028,0,1.191425901417858,-12.370205116271972
1014,Borges2015_1441,1529.9857142857145,815.2974025974028,0,1.191425901417858,-12.370205116271972
1038,Giinchi River-Mt.Kenya,1568.3996212121212,733.3931818181818,33.33333333333333,3.0772959799226696,-28.68270573616028
1078,Congo River basin,2304.0140350877195,945.3666666666668,0,44.426731220940766,-33.26653926372529
1138,Borges2019_89,2687.116296643858,991.3381684587814,100,1.2767650586740764,3.866106355190278
1165,Borges2019_62,2155.04008416322,955.3061525065732,0,0,3.866106355190278
1167,Congo River basin,2639.4661742164835,1029.1945071122373,0,0,3.866106355190278
1188,Congo River basin,2639.4661742164835,1029.1945071122373,0,0,3.866106355190278
1210,Borges2019_64,2637.3434782608692,1002.9460869565218,0,0.85312502728223,3.866106355190278
1247,Congo River basin,2517.220754716981,950.6018867924528,0,48.42709286793846,-25.20816726684568
1249,Borges2019_81,2544.964167320262,979.5916679738564,0,3.82652387844838,10.660009723901751
1272,Maludam River,2390.0820512820515,831.1980769230769,0,0,-10.712104201316832
1279,MALUDAM_S4,2390.0820512820515,831.1980769230769,0,0,-10.712104201316832
1289,Moundoungoma,2542.769834710744,1053.5855371900827,50,40.09327451910658,24.596519470214844
1324,Congo River basin,2315.7522333167003,824.6026309533312,0,19.644876481649447,-51.294891738891586
1328,Motima,2491.554054499391,979.1464542036964,0,44.176674888309414,-48.42375717163087
1330,Congo River basin,1965.572935566249,929.644009106932,0,17.402172746751468,25.978244400024412
1341,Mopanzi,2586.217307692308,1065.891346153846,0,0,-48.58399047851561
1393,Imbalataka (tributary of Mbar),2437.4705035971224,924.6402877697842,0,2.7703694647805257,-47.5302607536316
1396,Unnamed left bank tributary of Lobaye,1602.188882416343,659.8240532447126,0,0.4634429944408064,-47.5302607536316
1398,lblk (right bank tributary of Lobaye),2222.7928571428574,858.3044642857144,0,2.65257408604333,90.21737594604492
1408,CUL-1A,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1409,CW12,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1410,CW11,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1411,CW10,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1412,CW9,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1413,CW8,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1414,CW7,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1415,CW6,2651.0589743589744,1036.5346153846156,0,25.663518728750542,-0.4262947082519555
1416,CW5,2365.517741935484,933.5370967741936,0,0,-0.4262947082519555
1417,CW4,2365.517741935484,933.5370967741936,0,0,-0.4262947082519555
1418,CW3,2365.517741935484,933.5370967741936,0,0,-0.4262947082519555
1419,CW2,2365.517741935484,933.5370967741936,0,0,-0.4262947082519555
1420,CW1,2365.517741935484,933.5370967741936,0,0,-0.4262947082519555
1540,Lower Arboleda,2641.037654895348,973.4559015621178,0,7.465382303396867,-0.2170074462890664
1541,Lower Taconazo,2644.7821053202415,974.2492163451676,0,7.465382303396867,-0.2170074462890664
1642,QPB,2951.703947368421,1264.8223684210527,0,0,2.368044495582581
1644,QPA,2951.703947368421,1264.8223684210527,0,0,2.368044495582581
1684,Pokfulam - downstream,1976.073076923077,792.5371794871795,0,0.6898942716269428,233.21768341064453
1686,Pokfulam,1976.073076923077,792.5371794871795,0,0.6898942716269428,233.21768341064453
1737,Beinan River,2382.166495429777,897.1233347097696,0,0.8279150250094148,0.8963436484336853
1790,Lehe River,2227.660563380282,832.6521126760562,0,3.3803580674972813,-0.3710871219635011
1871,Hualien River,2082.4859429732346,796.7112140181473,0,4.50380040553941,-0.3710871219635011
1879,Ganges_W6Ê,1058.2105527810124,466.6203862739526,0,1.4677334286414745,35.02510986328125
1956,Ganges_W5Ê,947.9961832061068,456.4129770992367,0,3.458566322996578,22.294558906555174
1977,Dongshan River,1779.1206521739132,617.9380434782611,0,1.4746140196297652,68.7144618988037
2017,GC3,1341.7227265917604,635.9833341656263,0,0,53.45348777770996
2019,GC2,1341.7227265917604,635.9833341656263,0,0,53.45348777770996
2022,GC1,1270.978125,606.5187500000002,0,0,53.45348777770996
2049,Longchuan River-12,1523.2293103448276,927.4620689655172,0,0,37.039357566833495
2050,Longchuan River-12,1523.2293103448276,927.4620689655172,0,0,37.039357566833495
2054,Longchuan River-39,1523.2293103448276,927.4620689655172,0,0,37.039357566833495
2081,Longchuan River-34,1501.0849400960344,917.4436054483708,0,0,37.039357566833495
2094,Longchuan River-9,1620.5056603773585,976.4056603773583,0,0,37.039357566833495
2122,Longchuan River-30,1583.8891402714933,955.833484162896,0,0.18911298625832249,37.039357566833495
2124,Longchuan River-8,1736.9257142857143,1060.0260952380952,0,0,37.039357566833495
2220,Longchuan River-56,1750.4409638554218,1069.967469879518,0,0,37.039357566833495
2235,NPJ-14,967.9735537190084,586.6694214876032,0,1.0476033460713212,65.81529426574707
2237,Nanpan-1,967.9735537190084,586.6694214876032,0,1.0476033460713212,65.81529426574707
2282,Ganges_W2Ê,951.4476986284814,547.1376323784036,0,0,20.618754196166993
2420,Chiwu Creek-1,1277.785436893204,639.3582524271845,0,0,29.835842323303225
2443,S2-Tuojia River,1326.1979381443302,625.1453608247423,0,0,48.70770149230957
2444,Tuojia River-2,1326.1979381443302,625.1453608247423,0,0,48.70770149230957
2446,S1-Tuojia River,1326.1979381443302,625.1453608247423,0,0,48.70770149230957
2451,Tuojia River-1,1326.1979381443302,625.1453608247423,0,0,48.70770149230957
2574,ES2,1270.315463917526,653.9288659793815,0,0,204.4059066772461
2623,TD1,685.3011117742172,430.7829870161854,0,0.04303502217318181,204.4059066772461
2631,Chongqing-41,940.3981900452492,546.1787330316741,0,0.5288448531055046,204.4059066772461
2654,Area V,458,282.55,0,0.04303502217318181,204.4059066772461
2664,Area III,1001.8467032967034,578.060989010989,0,0.5608723148283734,204.4059066772461
2701,Phoenix-1,897.9250000000002,512.0166666666668,0,0.32349444774307756,204.4059066772461
2702,Phoenix-2,897.9250000000002,512.0166666666668,0,0.32349444774307756,204.4059066772461
2759,Jiuqu-2,1027.0373941476057,579.1504990670685,0,0.44154312147647423,204.4059066772461
2805,Area IV,753.0876319416643,460.7377607826619,0,0,204.4059066772461
2825,Chongqing-22,1070.7983606557375,577.1213114754098,0,0,204.4059066772461
2847,Chaoyang River-1,996.5137931034484,550.5531034482759,0,0.6923753377518946,204.4059066772461
2889,DRAIN,1997.4976929860632,995.2603129156568,0,5.442142204048223,29.58941249847412
2910,Heishuitan-10,1049.7820895522389,587.9820895522388,0,0,204.4059066772461
2943,Hou River-1,1121.2207547169812,595.8679245283017,0,0,204.4059066772461
2945,Area I,1121.2207547169812,595.8679245283017,0,0,204.4059066772461
3016,Min-2,1011.5344086021504,617.5548387096775,0,1.3264769027866272,90.05232620239258
3031,Manao River,1138.1912280701754,572.95,50,0.4944362336611619,60.01736183166504
3087,Xialao-15,1309.0792028149313,600.3011012034852,0,0,60.01736183166504
3090,Xialao-14,1309.0792028149313,600.3011012034852,0,0,60.01736183166504
3281,Zhongtian-8,1372.4479674796746,657.4203252032521,0,0,187.94784927368164
3282,Zhongtian-9,1372.4479674796746,657.4203252032521,0,0,187.94784927368164
3285,Zhongtian-7,1372.4479674796746,657.4203252032521,0,0,187.94784927368164
3334,Zhongtian-10,1372.4479674796746,657.4203252032521,0,0,187.94784927368164
3571,Bayao Creek,1241.285714285715,697.294930875576,0,0,714.0635070800781
3575,XXH3,1191.3801369863013,486.0143835616439,0,0,28.54685926437378
3703,Moon River-1,1003.1508287292818,464.90662983425415,0,0.3035187198106906,122.96393280029298
3725,Zhimenda-2,213.2686702841133,127.97990116839468,0,0,9.15770754814148
1,Pine Creek,3096.891596638656,1730.3689075630257,0,0,-0.25318549275398256
2,Bonville Creek,3096.891596638656,1730.3689075630257,0,0,-0.25318549275398256
3,Cordwell Creek,2606.2225,1538.7787500000004,0,0,-0.25318549275398256
4,Boambee Creek,2606.2225,1538.7787500000004,0,0,-0.25318549275398256
5,Coffs Creek,2606.2225,1538.7787500000004,0,0,-0.25318549275398256
6,Ferntree Creek,2606.2225,1538.7787500000004,0,0,-0.25318549275398256
7,Pine brush Creek,2915.742105263158,1663.5315789473684,0,0,-0.25318549275398256
9,hea,2915.742105263158,1663.5315789473684,0,0,-0.25318549275398256
10,Hearnes lake,2915.742105263158,1663.5315789473684,0,0,-0.25318549275398256
11,Woolgoolga Creek,3040.938418079096,1740.4112994350285,0,0.12042536289030745,-0.25318549275398256
12,Arrawarra Creek,3040.938418079096,1740.4112994350285,0,0.12042536289030745,-0.25318549275398256
13,Corindi Creek,3040.938418079096,1740.4112994350285,0,0.12042536289030745,-0.25318549275398256
14,SSC3,2711.8453877005345,1577.782584670232,0,0.5763999102819912,8.07441782951355
15,SSC2,2651.650649350649,1555.0870129870132,0,0.5763999102819912,8.07441782951355
16,SSC4,2547.289101620885,1500.54086644302,0,0.17161425417075157,8.07441782951355
17,SSC8,2352.569118792565,1388.1265214227335,0,0,-0.9775644779205322
18,SSC7,2547.289101620885,1500.54086644302,0,0.17161425417075157,8.07441782951355
19,SSC10,2464.636465211952,1423.6798753244102,0,0.211090929827879,-0.9775644779205322
20,SSC6,2547.289101620885,1500.54086644302,0,0.17161425417075157,8.07441782951355
21,SSC9,2464.636465211952,1423.6798753244102,0,0.211090929827879,-0.9775644779205322
22,SSC1,2280.7454832476533,1340.0500496100774,0,0.236978289956206,8.07441782951355
25,SSC5,2280.7454832476533,1340.0500496100774,0,0.236978289956206,8.07441782951355
28,ESC7,2060.6531914893617,1250.2453900709222,0,0.17815009436804485,8.07441782951355
29,ESC9,2382.594587713066,1387.895400368383,0,0.1248584426645673,8.07441782951355
30,ESC8,2382.594587713066,1387.895400368383,0,0.1248584426645673,8.07441782951355
31,RSC6,2629.624730107358,1498.6224863743826,0,0.1248584426645673,8.07441782951355
32,ESC6,2460.0199369021234,1426.488273199477,0,0.1248584426645673,8.07441782951355
33,ESC5,2557.661647273791,1474.3228419823356,0,0.08041777551230908,8.07441782951355
34,RSC5,1997.3900000000008,1210.4633333333334,0,0.1248584426645673,8.07441782951355
36,ESC3,2557.661647273791,1474.3228419823356,0,0.08041777551230908,8.07441782951355
37,RSC4,2103.35,1271.2913793103446,0,0.103937883410073,8.07441782951355
38,ESC2,2573.5371429556108,1479.3303591122142,0,0,8.07441782951355
39,ESC1,2573.5371429556108,1479.3303591122142,0,0,8.07441782951355
40,RSC3,2728.178056052052,1543.761749827239,0,0.103937883410073,8.07441782951355
41,RSC2,2728.178056052052,1543.761749827239,0,0.103937883410073,8.07441782951355
42,Rocky Creek Drought Riffles,3216.999047619048,1791.4342857142856,0,0,-0.9775644779205322
43,RSC1,2782.5881371068085,1567.1594477956246,0,0.08170069386796966,8.07441782951355
44,Toboao,1480.677358490566,828.7,0,0.13439264447621108,-10.394528198242192
45,Turcato,1530.1,859.3652482269504,0,0.14594384149922085,-10.394528198242192
49,Medium urban (2),2972.820289855073,1659.3869565217392,0,0,3.1474286317825317
59,Bico - R2P1,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
62,Bairro da Ponte,2292.5733974667637,1321.6088419904213,0,0.2244045325830306,16.70764045715332
63,Morungaba,2242.967349165157,1298.3636071632716,0,0.13962421969933567,16.70764045715332
64,Desembargador Furtado,2246.5454545454545,1301.7090909090912,0,0.3100938737672585,16.70764045715332
74,SUG2,1582.896739130435,962,0,0.33761595802623623,-11.402319192886353
76,Borges2015_1237,1585.3976000000002,1002.48,0,0,0.5392741680145261
79,Borges2015_1231,2479.87273677542,1473.4496579030726,0,0.22555813380664816,0.5392741680145261
81,Borges2015_1238,1141.994147366614,724.339913499859,0,0.04819298938747506,0.5392741680145261
84,Borges2015_1283,3116.2192307692308,1709.35,0,0,3.0985611915588382
86,Borges2015_1272,3482.0886459627327,1852.5659841269844,0,0.0892659112879515,3.0985611915588382
87,Borges2015_1284,2496.287835571051,1464.1594123566356,0,0,-1.5769337654113802
88,Borges2015_1268,3375.617117117117,1884.21981981982,0,0,3.0985611915588382
90,Borges2015_1285,2496.287835571051,1464.1594123566356,0,0,-1.5769337654113802
91,Borges2015_1271,3381.632344900561,1888.9995858316684,0,0,3.0985611915588382
94,Borges2015_1288,2614.6229251086343,1524.6573066735295,0,0.02991515062545199,3.0985611915588382
98,Borges2015_1278,3536.122727272728,1859.1515151515152,0,0.14369759265410745,3.0985611915588382
